# index, meta, _pos
598,0,"array([-5.73273571, -3.74344419])"
599,1,"array([-9.49538415, -1.62302062])"
600,1,"array([-5.95196275, -2.70234944])"
601,0,"array([-5.56354871, -2.20598227])"
602,0,"array([-7.55370501,  1.42381311])"
603,1,"array([-10.78978851,  -4.05303811])"
604,1,"array([-3.47948541, -0.6883531 ])"
605,1,"array([-6.0234185 ,  2.44412437])"
606,1,"array([-7.12021625, -4.9403206 ])"
607,0,"array([-7.94989348,  0.95771273])"
608,1,"array([-4.68385708,  2.63553007])"
609,1,"array([-12.50811056,  -4.0153818 ])"
610,1,"array([-7.36181227, -2.0785365 ])"
611,0,"array([-6.51010379, -1.65016955])"
612,0,"array([-6.2665286 ,  1.70050763])"
613,1,"array([-6.36017081,  1.2965642 ])"
614,1,"array([-8.42410908, -4.92296805])"
615,1,"array([-10.23740436,   0.99928676])"
616,0,"array([-7.46526515, -1.33292311])"
617,1,"array([-8.97247735, -3.63279013])"
618,1,"array([-2.21610828, -2.91347074])"
619,1,"array([-7.34411323,  1.48151881])"
620,1,"array([-2.84391686,  0.0585936 ])"
621,1,"array([-5.54568617,  2.42993269])"
622,0,"array([-7.38171094, -1.40657281])"
623,1,"array([-8.69643698, -0.88567141])"
624,1,"array([-7.52155143,  2.50173896])"
625,1,"array([-4.10598973,  0.73980961])"
626,1,"array([-4.69282809, -2.3056226 ])"
627,1,"array([-6.81669726,  0.61507917])"
628,1,"array([-7.48062765,  0.09626084])"
629,1,"array([-6.95790564,  0.10076368])"
630,1,"array([-4.7396157 ,  3.71140848])"
631,1,"array([-6.45133497, -0.29772249])"
632,1,"array([-4.91049415, -1.59819961])"
633,0,"array([-4.84007757, -1.79545089])"
634,1,"array([-10.49664808,  -2.18735904])"
635,0,"array([-5.21691975,  3.15604533])"
636,1,"array([-6.52038686,  2.01274256])"
637,1,"array([-2.71276181, -0.13689327])"
638,1,"array([-4.64166228,  3.76377315])"
639,1,"array([-5.52589527,  1.02761082])"
640,1,"array([-4.07836189,  1.10560807])"
641,1,"array([-10.23756883,  -2.0185786 ])"
642,1,"array([-7.73315241,  3.72106784])"
643,1,"array([-9.53244463, -3.66992898])"
644,1,"array([-9.74867312,  2.05267775])"
645,1,"array([-7.65414055,  3.77722575])"
646,1,"array([-6.43999991,  2.09013346])"
647,1,"array([-8.24260628, -5.15159418])"
648,1,"array([-5.77946273,  2.16567658])"
649,0,"array([-8.89161758, -1.81936099])"
650,1,"array([-4.61440772,  3.66691195])"
651,1,"array([-4.52169383, -1.1001936 ])"
652,1,"array([-3.4719516 ,  4.21181169])"
653,0,"array([-3.66860367,  3.11145101])"
654,1,"array([-7.56180199,  3.74605307])"
655,0,"array([-6.73196707,  1.93798823])"
656,1,"array([-7.24654957,  0.29647704])"
657,1,"array([-6.78560872, -1.07041325])"
658,1,"array([-6.65541817, -1.33896606])"
659,0,"array([-7.76366622,  1.22718697])"
660,0,"array([-6.97242897,  1.02257716])"
661,1,"array([-6.17991425, -3.63091795])"
662,1,"array([-8.656138  , -2.09895786])"
663,1,"array([-8.09934498, -3.01714441])"
664,0,"array([-6.8965044 ,  1.09946764])"
665,0,"array([-6.84006277,  2.08184764])"
666,1,"array([-6.0323894 , -4.22296474])"
667,1,"array([-6.83867115,  0.05656918])"
668,0,"array([-6.84227286,  0.16283432])"
669,0,"array([-4.20259949,  0.66439602])"
670,0,"array([-13.66520886,  -3.54054004])"
671,0,"array([-3.42697312,  2.41422177])"
672,0,"array([-3.28166943,  2.62748428])"
673,1,"array([-7.09440496, -1.00192346])"
674,1,"array([-5.82753067,  1.18957969])"
675,1,"array([-9.01857993, -0.8449529 ])"
676,1,"array([-8.32772732,  0.08491575])"
677,0,"array([-8.99471963, -3.77298666])"
678,0,"array([-4.34789888,  1.65741978])"
679,1,"array([-9.68433276, -1.08050351])"
680,0,"array([-9.43759365, -1.06077757])"
681,0,"array([-9.16002821, -1.02906822])"
682,1,"array([-4.06457538, -3.19213976])"
683,0,"array([-6.32435028,  1.48069895])"
684,1,"array([-7.81937371,  3.49419367])"
685,0,"array([-7.50028023,  3.387665  ])"
686,0,"array([-6.35921152, -1.21263973])"
687,1,"array([-6.36377442, -1.4576026 ])"
688,1,"array([-2.40744603, -2.06819978])"
689,1,"array([-8.03350222, -0.59682944])"
690,1,"array([-5.32285277,  1.00524161])"
691,1,"array([-9.52689489, -3.31500769])"
692,1,"array([-4.40739516,  1.22170272])"
693,0,"array([-8.49260838, -3.99829729])"
694,1,"array([-5.55610222,  1.76065315])"
695,0,"array([-9.4995529, -2.1424017])"
696,1,"array([-6.63843641, -4.0074062 ])"
697,1,"array([-3.94603302,  3.66930195])"
698,0,"array([-3.78168361,  3.43645747])"
699,1,"array([-3.71745209, -0.60910395])"
700,0,"array([-6.38054546,  1.39685489])"
701,1,"array([-9.83167854, -1.93775982])"
702,0,"array([-9.7476399 , -2.37966877])"
703,1,"array([-12.78695775,  -3.27906744])"
704,0,"array([-8.31266014, -1.91462237])"
705,1,"array([-7.91520694,  3.14353706])"
706,0,"array([-5.38959871, -0.47830545])"
707,1,"array([-7.87799429,  3.25318711])"
708,0,"array([-6.34023248,  3.81891629])"
709,1,"array([-7.79715534,  1.49036807])"
710,0,"array([-6.00199264, -4.80668155])"
711,1,"array([-5.86901145, -1.30646644])"
712,1,"array([-3.22014909, -2.54625536])"
713,1,"array([-7.45905369, -4.71198614])"
714,0,"array([-5.73795461,  1.59110838])"
715,0,"array([-7.46248876,  1.2220786 ])"
716,1,"array([-7.54733305, -3.11384279])"
717,0,"array([-8.8372627 , -3.23937618])"
718,1,"array([-5.84450352, -3.49983921])"
719,1,"array([-5.52609122, -3.63497297])"
720,1,"array([-5.30608791, -3.4585559 ])"
721,1,"array([-13.2632464 ,  -3.55546924])"
722,1,"array([-7.54851385,  3.07696801])"
723,0,"array([-12.7941699 ,  -4.36606644])"
724,1,"array([-6.74599345,  2.6269918 ])"
725,0,"array([-3.7514745 ,  3.65421411])"
726,0,"array([-6.96199118,  0.35691106])"
727,0,"array([-10.29436855,  -0.05496288])"
728,0,"array([-6.47136673,  2.60274359])"
729,1,"array([-2.3414028 , -2.92346051])"
730,1,"array([-6.9260789 ,  0.45257278])"
731,1,"array([-7.00510151,  0.74584044])"
732,0,"array([-10.13560151,  -2.41970402])"
733,1,"array([-9.45204945,  0.03927973])"
734,0,"array([-3.07365306, -0.87006348])"
735,0,"array([-8.08359763, -4.63532942])"
736,1,"array([-4.48099699, -1.3883539 ])"
737,0,"array([-12.03113588,  -4.16772279])"
738,1,"array([-9.57857846, -2.61362285])"
739,1,"array([-9.67653184, -2.74142709])"
740,1,"array([-6.16809716,  1.25542812])"
741,1,"array([-7.46862719, -1.22654062])"
742,0,"array([-4.92297383,  1.89382972])"
743,1,"array([-9.44640432, -1.23569766])"
744,0,"array([-9.70333604, -0.9020217 ])"
745,1,"array([-9.67505806, -1.22024517])"
746,1,"array([-7.62821758, -4.27461111])"
747,1,"array([-3.76893664,  3.74591823])"
748,1,"array([-2.94687829,  1.48928455])"
749,1,"array([-7.68403779, -0.84046591])"
750,1,"array([-3.66274421,  4.16350398])"
751,1,"array([-7.82436564,  2.7697385 ])"
752,0,"array([-10.86712244,  -3.99389212])"
753,1,"array([-7.53272339,  0.61083939])"
754,1,"array([-10.46267459,  -0.48951227])"
755,1,"array([-8.52521817, -4.19766164])"
756,1,"array([-3.6914042 ,  3.21623766])"
757,1,"array([-3.33796075, -3.06624843])"
758,1,"array([-4.09499295, -2.68368531])"
759,0,"array([-5.37660792,  3.57804908])"
760,1,"array([-9.360402  ,  1.96084429])"
761,1,"array([-10.17379031,  -2.24009497])"
762,1,"array([-7.06786407, -4.47856028])"
763,0,"array([-8.56107586, -0.70709229])"
764,1,"array([-6.78250279, -2.90769472])"
765,1,"array([-8.1228105 , -3.33298879])"
766,1,"array([-8.68424909, -2.98548473])"
767,1,"array([-7.44553191,  1.44105357])"
768,1,"array([-6.57620682, -3.37450599])"
769,1,"array([-4.84076532,  3.76778155])"
770,1,"array([-8.06742455, -0.01755644])"
771,1,"array([-6.31155294, -0.27274521])"
772,0,"array([-7.80848296,  1.40059031])"
773,1,"array([-5.03494824,  1.65012097])"
774,0,"array([-5.03390004,  2.06011131])"
775,0,"array([-4.60950488,  2.042715  ])"
776,0,"array([-5.09538868,  1.79691144])"
777,1,"array([-4.92971647,  2.01894527])"
778,0,"array([-6.38902253, -3.98230355])"
779,1,"array([-8.77961235, -3.70158863])"
780,0,"array([-8.23328211,  1.0036366 ])"
781,1,"array([-7.02091762,  1.27577783])"
782,0,"array([-6.08302761, -4.41846049])"
783,1,"array([-6.59152477,  3.44053637])"
784,1,"array([-7.09872672, -3.28164935])"
785,0,"array([-3.69559768,  2.64868337])"
786,0,"array([-3.89001242,  1.45042245])"
787,1,"array([-6.07924957, -2.43273359])"
788,1,"array([-6.06504654, -2.18762236])"
789,1,"array([-2.59935645, -2.56092999])"
790,0,"array([-2.7520908 , -2.73680025])"
791,1,"array([-4.60009177,  0.29592653])"
792,0,"array([-6.94855846,  0.64439562])"
793,1,"array([-7.09175209,  0.54487948])"
794,1,"array([-5.86642271,  2.39812452])"
795,1,"array([-3.56386382,  1.1062479 ])"
796,1,"array([-3.55633281, -3.16923618])"
797,1,"array([-12.49407619,  -3.80641963])"
798,1,"array([-10.65087857,  -0.88466149])"
799,0,"array([-6.48729637, -1.08694276])"
800,1,"array([-6.49153433,  2.94008051])"
801,1,"array([-10.85228266,  -3.82088207])"
802,1,"array([-6.47263442,  2.19753638])"
803,1,"array([-9.96604159,  0.30886004])"
804,1,"array([-9.56527961, -1.23059168])"
805,1,"array([-7.92309585,  1.33058238])"
806,1,"array([-10.3795547 ,  -3.93778438])"
807,1,"array([-7.2409272 , -2.44763605])"
808,0,"array([-8.29462357, -1.24040717])"
809,1,"array([-8.5260088 , -1.14865844])"
810,1,"array([-5.34298689,  2.19257314])"
811,1,"array([-6.85196033, -3.44904162])"
812,1,"array([-8.95084336,  0.98408267])"
813,1,"array([-6.53646765,  3.93764096])"
814,0,"array([-8.45901779, -2.23544346])"
815,1,"array([-3.85472156,  3.64166773])"
816,1,"array([-10.05212619,  -2.8649265 ])"
817,0,"array([-4.32292486,  2.28549528])"
818,1,"array([-9.77407639, -1.67628278])"
819,0,"array([-7.43534181,  1.53625016])"
820,1,"array([-7.78558116, -0.65131671])"
821,1,"array([-6.31506556, -3.39838891])"
822,1,"array([-2.94617473,  1.38474828])"
823,1,"array([-4.36077514,  3.31291526])"
824,1,"array([-8.02529991, -4.93358342])"
825,1,"array([-3.17843456, -0.86214002])"
826,1,"array([-5.76019224,  2.78784795])"
827,1,"array([-4.9434101 , -0.74263887])"
828,1,"array([-3.42977334,  4.11246111])"
829,,"array([-8.39820044, -4.12388498])"
830,,"array([-8.36633389, -3.99902519])"
831,,"array([-8.31187211, -4.19398196])"
832,,"array([-7.98988785, -3.91408328])"
833,,"array([-7.53115895,  1.13590115])"
834,,"array([-7.65054035,  1.17137682])"
835,,"array([-7.68372031,  0.91468455])"
836,,"array([-7.74813217,  0.99720835])"
837,,"array([-7.60064539,  0.83849466])"
838,,"array([-7.73251163,  1.07533191])"
839,,"array([-7.70735311,  1.29608792])"
840,,"array([-7.51763847,  0.88504604])"
841,,"array([-7.82104664,  0.92440199])"
842,,"array([-7.07293752,  1.13854777])"
843,,"array([-7.4725927 ,  1.04751893])"
844,,"array([-7.49431582,  0.97199269])"
845,,"array([-7.68717109,  0.8000652 ])"
846,,"array([-7.630037  ,  1.06565633])"
847,,"array([-7.44955368,  1.33042799])"
848,,"array([-7.43507055,  0.86240561])"
849,,"array([-7.11486433,  1.28729064])"
850,,"array([-7.86196714,  1.22113806])"
851,,"array([-7.71685463,  0.22124767])"
852,,"array([-8.03088076,  1.05327786])"
853,,"array([-7.37657087,  1.06724029])"
854,,"array([-7.82983668,  0.79359345])"
855,,"array([-5.94735036,  2.77752429])"
856,,"array([-6.37011982,  2.17279898])"
857,,"array([-8.15118098, -4.97401899])"
858,,"array([-6.84379125, -4.40817909])"
859,,"array([-6.0291023 , -4.35755375])"
860,,"array([-3.76537375, -0.03868299])"
861,,"array([-3.83777683,  0.21898266])"
862,,"array([-3.96211297,  0.86910762])"
863,,"array([-3.62973696,  0.46163665])"
864,,"array([-3.33287702,  0.36929929])"
865,,"array([-3.56706648,  0.30557624])"
866,,"array([-3.64460752,  0.17943614])"
867,,"array([-3.47820945, -0.17985978])"
868,,"array([-7.70666679, -4.18019637])"
869,,"array([-7.51504228, -4.59053053])"
870,,"array([-7.61860003, -4.7313033 ])"
871,,"array([-6.00641845,  2.25719531])"
872,,"array([-2.41176005, -2.19328333])"
873,,"array([-7.2189858 , -2.87559579])"
874,,"array([-7.35389846, -3.32039697])"
875,,"array([-7.71566597, -2.35704142])"
876,,"array([-7.26723685, -2.98793414])"
877,,"array([-7.27793919, -2.91905893])"
878,,"array([-3.58786297,  1.2310828 ])"
879,,"array([-13.01319282,  -3.86405381])"
880,,"array([-6.54262656, -3.95225747])"
881,,"array([-7.12823649, -3.16446086])"
882,,"array([-9.93701969, -1.29616278])"
883,,"array([-13.01553613,  -3.56253408])"
884,,"array([-7.03796304, -4.79291013])"
885,,"array([-2.88751567, -0.11987336])"
886,,"array([-4.20317119,  2.21128296])"
887,,"array([-5.94655148,  1.69009706])"
888,,"array([-6.10276646, -4.63427607])"
889,,"array([-3.48440118,  1.91690904])"
890,,"array([-10.20835121,   0.66233919])"
891,,"array([-5.28920683,  3.43512459])"
892,,"array([-10.69609386,  -3.63910556])"
893,,"array([-3.92653991, -3.48909242])"
894,,"array([-3.80129278, -3.37696563])"
895,,"array([-3.75334363, -3.5328755 ])"
896,,"array([-3.64873999, -3.29586574])"
897,,"array([-3.96877878, -3.34030936])"
898,,"array([-3.95541384, -3.14227136])"
899,,"array([-3.69592443, -3.19612447])"
900,,"array([-3.81414775, -2.93743372])"
901,,"array([-12.66703721,  -3.58678959])"
902,,"array([-3.5790673 , -2.67866745])"
903,,"array([-3.80705189, -2.55286678])"
904,,"array([-3.99226851, -2.36806591])"
905,,"array([-7.09768185, -4.1244178 ])"
906,,"array([-8.28727445,  0.23123761])"
907,,"array([-7.14969204,  0.28640271])"
908,,"array([-7.26415014,  0.18203874])"
909,,"array([-6.96362775, -1.29675333])"
910,,"array([-6.41332514, -0.18416215])"
911,,"array([-9.41169375, -3.71211393])"
912,,"array([-8.41127147,  1.20546124])"
913,,"array([-5.76079528,  1.33764576])"
914,,"array([-9.49681493,  1.92953069])"
915,,"array([-4.74861949,  3.60204396])"
916,,"array([-4.63303066,  3.39078712])"
917,,"array([-4.85085255,  3.30131125])"
918,,"array([-4.75957517,  2.91357523])"
919,,"array([-4.8614446 ,  2.89786328])"
920,,"array([-4.80841017,  3.39897156])"
921,,"array([-4.59093673,  2.39693717])"
922,,"array([-5.90460894,  1.95194974])"
923,,"array([-6.14794609,  1.8592077 ])"
924,,"array([-5.87112005,  1.79609354])"
925,,"array([-6.22229818,  1.41965039])"
926,,"array([-4.13935033,  1.64954207])"
927,,"array([-4.35242743,  1.33348866])"
928,,"array([-4.34008954,  1.54079554])"
929,,"array([-3.78761013,  1.50846059])"
930,,"array([-4.24705578,  1.20063008])"
931,,"array([-4.21608573,  1.34097083])"
932,,"array([-4.01259764,  1.39460567])"
933,,"array([-4.22325884,  1.54747907])"
934,,"array([-4.12696077,  1.47474428])"
935,,"array([-4.08853874,  1.23307187])"
936,,"array([-3.96156376,  1.33658197])"
937,,"array([-3.97565243,  1.62910331])"
938,,"array([-5.03193515,  1.87060082])"
939,,"array([-2.91892184, -0.48098932])"
940,,"array([-6.32107711, -3.50555799])"
941,,"array([-10.5775906 ,  -3.75971902])"
942,,"array([-10.75103538,  -3.87503001])"
943,,"array([-10.96852532,  -3.70784727])"
944,,"array([-10.49617373,  -3.91120983])"
945,,"array([-10.08137334,  -3.37123576])"
946,,"array([-5.86668291,  1.41281061])"
947,,"array([-6.77317058,  2.89623148])"
948,,"array([-12.55193275,  -4.32747372])"
949,,"array([-6.39528221, -4.37399375])"
950,,"array([-4.80826437,  2.62450685])"
951,,"array([-5.02175667,  2.61493752])"
952,,"array([-5.09150855,  2.85085519])"
953,,"array([-4.98923973,  2.77306779])"
954,,"array([-3.29306348, -2.45831132])"
955,,"array([-3.93909425,  1.88499574])"
956,,"array([-9.9420781 , -0.22762734])"
957,,"array([-10.17969137,  -0.2669605 ])"
958,,"array([-8.57243192, -2.97800945])"
959,,"array([-8.72580419, -2.83265362])"
960,,"array([-8.65229333, -2.89354225])"
961,,"array([-8.55124655, -2.52099125])"
962,,"array([-8.75299259, -2.90905603])"
963,,"array([-8.56319981, -2.88747364])"
964,,"array([-2.98492693,  0.01494646])"
965,,"array([-6.56681128,  2.72719542])"
966,,"array([-7.43512461,  2.39784145])"
967,,"array([-12.05066287,  -3.72193191])"
968,,"array([-5.588842  ,  1.54484566])"
969,,"array([-6.58475487, -1.4524541 ])"
970,,"array([-6.56348305, -1.35459375])"
971,,"array([-6.75545431, -1.3339806 ])"
972,,"array([-6.76051718, -1.44141774])"
973,,"array([-3.5474336 , -2.48666375])"
974,,"array([-3.78410637, -1.98228696])"
975,,"array([-3.53906996, -2.34500956])"
976,,"array([-3.66986798, -2.24691924])"
977,,"array([-3.73664218, -2.36345934])"
978,,"array([-3.6014537 , -1.98792943])"
979,,"array([-7.91956503, -4.55817708])"
980,,"array([-10.10742994,   0.90178443])"
981,,"array([-3.79739196,  3.55090977])"
982,,"array([-9.18636762, -3.82949542])"
983,,"array([-4.08785577, -2.80288955])"
984,,"array([-9.80976801, -1.15609484])"
985,,"array([-3.77704018,  2.55460346])"
986,,"array([-9.51317406,  1.68091408])"
987,,"array([-9.2658708 ,  1.60165202])"
988,,"array([-8.25041606, -1.40823408])"
989,,"array([-3.46540106,  2.54272481])"
990,,"array([-7.27101889,  0.58945309])"
991,,"array([-6.46348664,  3.58572639])"
992,,"array([-6.27807897,  3.54004272])"
993,,"array([-6.23958619,  3.68658186])"
994,,"array([-6.48004522,  3.76652396])"
995,,"array([-6.4265224 ,  3.05731961])"
996,,"array([-6.36546341,  3.67416396])"
997,,"array([-13.1551283 ,  -3.62713067])"
998,,"array([-4.57971143,  3.20158861])"
999,,"array([-4.45602307,  3.21206147])"
1000,,"array([-4.48373082,  3.0311584 ])"
1001,,"array([-5.6446465 , -2.12147969])"
1002,,"array([-4.86749673, -1.45899694])"
1003,,"array([-5.1119396 , -1.94650355])"
1004,,"array([-5.25519702, -1.95438811])"
1005,,"array([-4.99438378, -1.73784127])"
1006,,"array([-5.33535899, -1.82771641])"
1007,,"array([-5.15277939, -1.71360816])"
1008,,"array([-5.10628378, -1.83476934])"
1009,,"array([-5.26968673, -1.61221619])"
1010,,"array([-8.42773068, -0.40015751])"
1011,,"array([-8.16496778, -0.51086195])"
1012,,"array([-9.04501014, -2.29087395])"
1013,,"array([-8.69888753, -2.33277391])"
1014,,"array([-4.66136274,  0.65834091])"
1015,,"array([-6.93437133,  0.22164251])"
1016,,"array([-4.35080523,  2.70988661])"
1017,,"array([-12.47827362,  -3.9197601 ])"
1018,,"array([-4.14848986,  2.38123358])"
1019,,"array([-6.31021769, -2.83193755])"
1020,,"array([-5.45122881, -0.56559722])"
1021,,"array([-4.67398333,  1.20806586])"
1022,,"array([-4.6410006 ,  1.73479204])"
1023,,"array([-4.69032438,  1.78742468])"
1024,,"array([-4.76957004,  1.70650783])"
1025,,"array([-4.77347974,  1.80235634])"
1026,,"array([-4.73956536,  1.14349798])"
1027,,"array([-4.55651897,  0.41513066])"
1028,,"array([-4.49165699,  0.44538458])"
1029,,"array([-12.21742898,  -3.98311672])"
1030,,"array([-12.24654781,  -4.2054398 ])"
1031,,"array([-12.14746781,  -4.11071494])"
1032,,"array([-7.26345757, -2.57591111])"
1033,,"array([-9.17278112,  0.27613709])"
1034,,"array([-7.44271484,  0.27838455])"
1035,,"array([-3.16396678,  1.68826804])"
1036,,"array([-7.54639101, -2.742908  ])"
1037,,"array([-8.82697485,  1.80128194])"
1038,,"array([-6.31369852,  2.47796289])"
1039,,"array([-6.54609666, -3.14756878])"
1040,,"array([-9.78728865,  0.5633645 ])"
1041,,"array([-9.96915958,  0.78191462])"
1042,,"array([-9.858105  ,  0.85719449])"
1043,,"array([-10.03663096,   0.58770976])"
1044,,"array([-9.77899097,  0.73105208])"
1045,,"array([-9.96443516,  0.4612491 ])"
1046,,"array([-5.75835379,  1.68325528])"
1047,,"array([-10.64858503,  -3.25155657])"
1048,,"array([-11.72515803,  -3.8044186 ])"
1049,,"array([-9.46453365, -0.07357393])"
1050,,"array([-4.29623641, -0.24571415])"
1051,,"array([-4.35950501, -0.26476983])"
1052,,"array([-4.48306469, -0.01566489])"
1053,,"array([-8.93605762,  2.44562108])"
1054,,"array([-3.30868893,  1.64468859])"
1055,,"array([-3.10727957,  1.44598439])"
1056,,"array([-3.19001489,  1.56232936])"
1057,,"array([-3.49049335,  1.56862598])"
1058,,"array([-3.28038845,  1.45591969])"
1059,,"array([-3.32771742, -0.41956082])"
1060,,"array([-4.61892366, -3.22158949])"
1061,,"array([-3.66682504, -0.49049391])"
1062,,"array([-6.70011867, -1.16104452])"
1063,,"array([-5.52984247,  2.12169264])"
1064,,"array([-4.21263175,  0.80451157])"
1065,,"array([-8.48473365,  2.11940137])"
1066,,"array([-5.95703958,  2.91840537])"
1067,,"array([-4.31867734, -0.64237241])"
1068,,"array([-4.06909337, -1.05328583])"
1069,,"array([-8.0693278 , -4.22919042])"
1070,,"array([-9.98739885, -1.40926452])"
1071,,"array([-8.26855655, -4.64612093])"
1072,,"array([-9.60091411, -1.54449445])"
1073,,"array([-5.61875957,  1.13013491])"
1074,,"array([-2.92623289, -2.3290604 ])"
1075,,"array([-2.8445493 , -2.49441339])"
1076,,"array([-2.70769677, -2.61892833])"
1077,,"array([-2.75205393, -2.36448853])"
1078,,"array([-2.9684249 , -2.58936605])"
1079,,"array([-9.9212274 , -2.77658025])"
1080,,"array([-9.34333174, -2.97325062])"
1081,,"array([-9.17030041, -3.22827142])"
1082,,"array([-9.79192231, -1.06276071])"
1083,,"array([-8.07910175, -1.84989556])"
1084,,"array([-8.26647736, -2.09930139])"
1085,,"array([-2.30905798, -2.80114635])"
1086,,"array([-3.14172509, -0.26392529])"
1087,,"array([-6.18569934, -2.56498855])"
1088,,"array([-5.372939  ,  1.83205223])"
1089,,"array([-6.38556783,  2.76311279])"
1090,,"array([-8.88837198, -3.70613238])"
1091,,"array([-6.44830166,  2.29668571])"
1092,,"array([-6.13059232,  2.81324283])"
1093,,"array([-5.87951151,  2.70389141])"
1094,,"array([-5.6645381 ,  2.46698781])"
1095,,"array([-6.0579025 ,  2.82927334])"
1096,,"array([-6.10916892,  3.18575052])"
1097,,"array([-9.39285284, -3.86115746])"
1098,,"array([-3.47027304,  3.8951937 ])"
1099,,"array([-3.56187661,  4.07892763])"
1100,,"array([-7.24566748,  2.83588922])"
1101,,"array([-7.00583022,  2.97936358])"
1102,,"array([-7.28547966,  3.17775602])"
1103,,"array([-7.09027773,  2.69993267])"
1104,,"array([-7.06903347,  2.90324713])"
1105,,"array([-6.72384877,  2.82814644])"
1106,,"array([-7.29759014,  2.96185977])"
1107,,"array([-7.11846957,  3.0063131 ])"
1108,,"array([-6.94460623,  2.43636224])"
1109,,"array([-6.93508743,  2.76948694])"
1110,,"array([-6.88850879,  2.6055228 ])"
1111,,"array([-6.9451705 ,  2.89870623])"
1112,,"array([-7.2416994 ,  2.62266825])"
1113,,"array([-7.15908946,  2.77086332])"
1114,,"array([-7.15732972,  2.88660575])"
1115,,"array([-6.6675785 ,  2.54499281])"
1116,,"array([-7.10597575, -1.37715135])"
1117,,"array([-7.10598655, -1.12350491])"
1118,,"array([-7.3351442, -1.2740004])"
1119,,"array([-4.70918846, -1.84879767])"
1120,,"array([-4.17582858, -0.74229759])"
1121,,"array([-6.62687395, -1.57201635])"
1122,,"array([-8.2887468 , -4.80231227])"
1123,,"array([-6.77670628, -2.60299152])"
1124,,"array([-7.49243736, -2.04705101])"
1125,,"array([-9.50586619, -0.85169577])"
1126,,"array([-5.01998974, -0.8268422 ])"
1127,,"array([-5.06684573,  3.17986464])"
1128,,"array([-3.14595975, -0.71233338])"
1129,,"array([-4.36597285, -1.41919906])"
1130,,"array([-8.99794411,  1.30241006])"
1131,,"array([-6.85843818,  2.19637925])"
1132,,"array([-7.31634395,  2.34330175])"
1133,,"array([-7.21889589,  2.26136099])"
1134,,"array([-5.71669287, -1.91506002])"
1135,,"array([-9.31865154, -1.62099903])"
1136,,"array([-8.81435885, -1.92512503])"
1137,,"array([-9.46358318, -1.35270507])"
1138,,"array([-5.42191903, -3.41758552])"
1139,,"array([-9.74009465, -2.8796945 ])"
1140,,"array([-7.02996856, -2.39206565])"
1141,,"array([-7.45782863,  0.70348983])"
1142,,"array([-7.8399972 ,  0.38760552])"
1143,,"array([-10.0630456 ,  -2.30782627])"
1144,,"array([-9.22621628, -0.94471364])"
1145,,"array([-5.53585184,  2.01065029])"
1146,,"array([-12.42231203,  -4.38152803])"
1147,,"array([-11.43878484,  -3.86378251])"
1148,,"array([-7.45982695, -3.17591683])"
1149,,"array([-10.35276749,  -0.15664803])"
1150,,"array([-7.80479121, -3.97483548])"
1151,,"array([-7.56495039, -4.09144207])"
1152,,"array([-7.68202885, -0.72546525])"
1153,,"array([-4.94750055, -2.80392689])"
1154,,"array([-8.43844151, -1.22938955])"
1155,,"array([-7.7413175 , -2.09402418])"
1156,,"array([-7.74506338, -2.21274473])"
1157,,"array([-7.58162582, -2.2886201 ])"
1158,,"array([-7.63899743, -2.05408808])"
1159,,"array([-7.50701549, -2.1949034 ])"
1160,,"array([-3.82150656,  3.14324975])"
1161,,"array([-9.7289864 , -2.62238006])"
1162,,"array([-6.99765105, -3.61294875])"
1163,,"array([-7.26890971, -3.82614418])"
1164,,"array([-7.28765169, -3.69131168])"
1165,,"array([-7.1580185, -3.8610724])"
1166,,"array([-7.07802398, -3.78115776])"
1167,,"array([-7.91588931, -3.51971068])"
1168,,"array([-3.15197394, -3.72049935])"
1169,,"array([-3.78428849,  0.97275462])"
1170,,"array([-8.03189481,  0.1026717 ])"
1171,,"array([-9.27623524, -3.928713  ])"
1172,,"array([-10.50766699,  -1.99466658])"
1173,,"array([-6.99319057, -4.60863824])"
1174,,"array([-13.53968645,  -3.56468309])"
1175,,"array([-8.23468773, -1.08402512])"
1176,,"array([-8.11698054, -0.77031178])"
1177,,"array([-8.00245038, -3.29875361])"
1178,,"array([-8.93881125, -0.1491206 ])"
1179,,"array([-9.3841961 , -3.09079726])"
1180,,"array([-9.00535508, -2.73777537])"
1181,,"array([-9.32064352, -3.33854039])"
1182,,"array([-7.64320941, -3.86726022])"
1183,,"array([-7.63235768, -3.73402341])"
1184,,"array([-7.9073263 , -4.22111516])"
1185,,"array([-7.83669959, -3.82096674])"
1186,,"array([-7.92906712, -3.40621748])"
1187,,"array([-8.25640639, -2.27930179])"
1188,,"array([-4.80408923,  1.43543271])"
1189,,"array([-3.03189987, -0.58933143])"
1190,,"array([-9.64457862, -2.20147295])"
1191,,"array([-9.94851018, -2.24466255])"
1192,,"array([-9.69965985, -2.14706332])"
1193,,"array([-9.67603743, -2.27572221])"
1194,,"array([-3.13011709, -3.58400628])"
1195,,"array([-3.28753571, -3.69982468])"
1196,,"array([-3.39953683, -3.3843939 ])"
1197,,"array([-7.39138641,  3.67222803])"
1198,,"array([-10.46933503,  -0.36818019])"
1199,,"array([-10.25686927,  -0.41775891])"
1200,,"array([-9.17349259,  1.17585368])"
1201,,"array([-8.99563885,  1.08564312])"
1202,,"array([-7.02719131,  3.34339513])"
