# index, name, nodeLabel, nodeLong, nodeLat, _pos
336,ENBV,ENBV,29.034167,70.871387,"array([-0.30619052,  7.48691404])"
337,LESA,LESA,-5.501945,40.951945,"array([-2.53488732,  7.97039234])"
338,LERJ,LERJ,-2.320555,42.460555,"array([-2.51874194,  7.87040972])"
339,LFBT,LFBT,-0.002778,43.185555,"array([1.14984309, 7.8565625 ])"
340,LESO,LESO,-1.790555,43.356388,"array([-2.36453275,  7.70469691])"
341,ETNL,ETNL,12.278334,53.919165,"array([-2.16980762,  8.21343861])"
342,LGKY,LGKY,26.940556,36.963334,"array([-2.62170464,  7.22039985])"
343,EGNM,EGNM,-1.660555,53.865833,"array([-1.86831042,  7.9224285 ])"
344,EGAC,EGAC,-5.8725,54.618054,"array([-1.8387611 ,  7.96524434])"
345,EPRZ,EPRZ,22.018888,50.110002,"array([-1.62034332,  7.83506007])"
346,EDHL,EDHL,10.719167,53.805278,"array([-1.40695475,  7.6749655 ])"
347,LFMK,LFMK,2.308612,43.215833,"array([-1.81766132,  8.03206062])"
348,EPBY,EPBY,17.977779,53.096667,"array([-1.52207304,  7.86371466])"
349,LXGB,LXGB,-5.346666,36.146667,"array([-1.7430824 ,  7.16269896])"
350,EGHI,EGHI,-1.356667,50.950277,"array([-1.9620358 ,  7.88702556])"
351,LGMK,LGMK,25.347221,37.437223,"array([-2.26520273,  7.29921492])"
352,EGNS,EGNS,-4.623333,54.083333,"array([-2.01930952,  7.91391271])"
353,LGSK,LGSK,23.503611,39.177498,"array([-2.78888471,  7.42570662])"
354,LCPH,LCPH,32.485,34.718335,"array([-1.55846627,  7.73977517])"
355,EGHH,EGHH,-1.8425,50.780001,"array([-1.58771544,  7.90747362])"
356,ENSR,ENSR,20.959721,69.78667,"array([-0.62763743,  7.19012882])"
357,EGPE,EGPE,-4.0475,57.542501,"array([-1.62163717,  7.63225939])"
358,EGJJ,EGJJ,-2.195555,49.208057,"array([-1.96774241,  7.95339843])"
359,LFPB,LFPB,2.441388,48.969446,"array([-2.16528773,  7.63276203])"
360,LFLX,LFLX,1.721112,46.860278,"array([-1.71971033,  6.89638964])"
361,LFBL,LFBL,1.180278,45.860832,"array([-1.87512283,  8.1512945 ])"
362,EGNH,EGNH,-3.028333,53.771387,"array([-4.83304641,  6.98885099])"
363,EGJB,EGJB,-2.601945,49.435002,"array([-1.90170094,  7.99676467])"
364,LIPR,LIPR,12.609445,44.019446,"array([-1.75338584,  8.34351476])"
365,LDOS,LDOS,18.810278,45.462777,"array([-1.33463354,  8.15523055])"
366,ENRS,ENRS,12.103334,67.527779,"array([-0.74896132,  7.08019083])"
367,LTCK,LTCK,41.668888,38.744722,"array([-2.2383549 ,  6.82281589])"
368,EGKB,EGKB,0.0325,51.330835,"array([-2.18612671,  7.89361453])"
369,LEBZ,LEBZ,-6.821388,38.89139,"array([-2.32609481,  7.96376328])"
370,ESDF,ESDF,15.265,56.266667,"array([-1.45271849,  6.80488719])"
371,EGHQ,EGHQ,-4.995278,50.440833,"array([-2.06451917,  8.15403124])"
372,ENBS,ENBS,29.692501,70.600277,"array([-0.46604515,  7.57877824])"
373,LTCJ,LTCJ,41.11639,37.932222,"array([-2.30150111,  6.88766282])"
374,LEAB,LEAB,-1.863333,38.948612,"array([-2.37520988,  8.12532205])"
375,EIKY,EIKY,-9.523888,52.180835,"array([-1.64081883,  7.96533697])"
376,LDRI,LDRI,14.570278,45.216943,"array([-1.87684792,  6.8268402 ])"
377,LPPD,LPPD,-25.697778,37.741943,"array([-1.67022664,  7.18381105])"
378,ENSS,ENSS,31.044999,70.355282,"array([-0.71785051,  7.60383435])"
379,LTCM,LTCM,35.06639,42.015833,"array([-2.15645399,  6.66677838])"
380,LETO,LETO,-3.445833,40.496667,"array([-2.12201102,  7.90861491])"
381,LPLA,LPLA,-27.090833,38.761947,"array([-2.44372392,  7.95585365])"
382,EGWU,EGWU,-0.418333,51.553056,"array([-1.80826296,  7.83840305])"
383,EDXW,EDXW,8.3425,54.911666,"array([-2.0006265 ,  7.17009027])"
384,EGPN,EGPN,-3.025833,56.452498,"array([-0.46069913, 10.14178115])"
385,EGLF,EGLF,-0.7775,51.275277,"array([-2.06058056,  7.81057659])"
386,LUKK,LUKK,28.931112,46.927779,"array([-1.80396799,  7.13199268])"
387,LFKF,LFKF,9.096666,41.502222,"array([-2.34608929,  7.62121357])"
388,EHGG,EHGG,6.583333,53.125,"array([-2.27634191,  7.88465991])"
389,LICD,LICD,12.618333,35.498055,"array([0.31861318, 5.40537827])"
390,LFMP,LFMP,2.869722,42.740833,"array([-1.71942268,  8.20281433])"
391,EGSC,EGSC,0.175,52.205001,"array([-2.25298018,  8.05834681])"
392,LGKC,LGKC,23.016667,36.274166,"array([-2.71496308,  7.2519803 ])"
393,LFMV,LFMV,4.901945,43.906665,"array([-2.48733655,  7.45693998])"
394,LFMH,LFMH,4.297222,45.534167,"array([-1.95644105,  6.63535418])"
395,LIPK,LIPK,12.069721,44.195557,"array([-2.23958623,  7.97268984])"
396,EDFE,EDFE,8.641388,49.960832,"array([-1.7750964 ,  7.06552678])"
397,LIMZ,LIMZ,7.623055,44.547502,"array([-2.60512713,  8.11678458])"
398,YYYY,YYYY,0.0,0.0,"array([-2.48487579,  6.84569401])"
399,LFBH,LFBH,-1.195278,46.179167,"array([-1.71497232,  8.09471754])"
400,LFOK,LFOK,4.206112,48.773332,"array([-1.28979035,  7.93649279])"
401,LFMD,LFMD,6.954167,43.546387,"array([-1.71355879,  7.28136182])"
402,LFRB,LFRB,-4.421666,48.447221,"array([-2.40644021,  7.54931987])"
403,LGIO,LGIO,20.8225,39.696387,"array([-2.5037208 ,  6.97529323])"
404,EGBP,EGBP,-2.056945,51.668054,"array([-1.91925945,  6.73570992])"
405,LFRG,LFRG,0.16,49.363334,"array([-4.87304581,  7.5871189 ])"
406,EFKS,EFKS,29.231946,65.990279,"array([-1.34937388,  6.87458516])"
407,LYTV,LYTV,18.723334,42.40472,"array([-2.49982737,  7.57804484])"
408,EGMH,EGMH,1.346112,51.34222,"array([-1.89477049,  8.32507719])"
409,LFJL,LFJL,6.246666,48.978333,"array([-2.71596806,  7.59940801])"
410,ESGJ,ESGJ,14.069167,57.758333,"array([-1.68620583,  7.03343751])"
411,LFBP,LFBP,-0.418612,43.380001,"array([-2.10752876,  8.39114926])"
412,ESOE,ESOE,15.04,59.228056,"array([-1.45880018,  7.19002637])"
413,EICM,EICM,-8.941111,53.300277,"array([-2.01118519,  8.27863901])"
414,LFLB,LFLB,5.88,45.639168,"array([-4.67505237,  6.41312785])"
415,LFKC,LFKC,8.793055,42.524447,"array([-2.66915687,  7.72144223])"
416,LFLC,LFLC,3.1625,45.785832,"array([-2.13500435,  4.50435027])"
417,ENSB,ENSB,15.465555,78.24611,"array([-0.60880633,  7.47531858])"
418,LERT,LERT,-6.349445,36.64528,"array([-1.09155088,  4.59068041])"
419,LICZ,LICZ,14.924721,37.406946,"array([0.6987423 , 5.87597258])"
420,LFQQ,LFQQ,3.086945,50.563334,"array([-2.56924521,  7.52484782])"
421,LPEV,LPEV,-7.891945,38.52972,"array([-1.4232935 ,  7.35648004])"
422,LFCR,LFCR,2.483333,44.407499,"array([-1.9688762 ,  8.16204906])"
423,LTAG,LTAG,35.433057,36.998889,"array([-4.05738688,  5.43521647])"
424,ETAR,ETAR,7.610833,49.438053,"array([-3.02239293, 10.25786237])"
425,LGPL,LGPL,26.375279,36.580001,"array([-2.54868162,  7.05321372])"
426,LFMU,LFMU,3.353333,43.323332,"array([-1.80288299,  8.21972151])"
427,LGIK,LGIK,26.413611,37.68278,"array([-2.65538816,  7.31911557])"
428,LYPG,LYPG,19.251945,42.359444,"array([-2.28982163,  7.17966396])"
429,LFBI,LFBI,0.306667,46.5875,"array([-1.53581848,  8.20536557])"
430,LFOT,LFOT,0.723055,47.431946,"array([-1.55726882,  8.00115796])"
431,ESSD,ESSD,15.515,60.422221,"array([-1.78799273,  6.65605301])"
432,LFKJ,LFKJ,8.8025,41.923889,"array([-2.38476105,  7.47786127])"
433,EGAE,EGAE,-7.161945,55.042778,"array([-1.60673494,  8.07002263])"
434,LGKL,LGKL,22.025279,37.068335,"array([-2.71654992,  7.37565329])"
435,LSZB,LSZB,7.499167,46.912223,"array([-2.6662664 ,  7.82761273])"
436,LTFG,LTFG,32.301388,36.299447,"array([-1.81338361,  6.92188911])"
437,EDOP,EDOP,11.783333,53.426945,"array([-1.19925438,  7.85566169])"
438,EGLD,EGLD,-0.513055,51.588334,"array([-2.43209484,  7.10087781])"
439,LIQS,LIQS,11.255,43.25861,"array([-2.26748274,  7.38413994])"
440,LEBG,LEBG,-3.613612,42.357499,"array([-2.43689879,  8.05758935])"
441,EGNR,EGNR,-2.977778,53.178056,"array([-2.28010175,  8.14061262])"
442,EFIV,EFIV,27.413888,68.610832,"array([-1.36477987,  6.97599546])"
443,LGNX,LGNX,25.368054,37.081112,"array([-2.78705382,  7.30583417])"
444,LFRM,LFRM,0.201667,47.948612,"array([-3.00170422,  7.98389274])"
445,LQBK,LQBK,17.2975,44.94139,"array([-1.6091786 ,  4.50289405])"
446,EFKT,EFKT,24.848055,67.698612,"array([-1.2812098 ,  6.95130055])"
447,EDBC,EDBC,11.418055,51.855835,"array([-1.42660445,  8.21980712])"
448,LFRD,LFRD,-2.08,48.587777,"array([-1.61965483,  8.26384548])"
449,LZZI,LZZI,18.613611,49.233333,"array([-1.36706971,  7.08231497])"
