# source, target, _graphml_edge_id, weight
255,919,,1
255,1250,,1
255,1268,,1
256,1161,,1
257,1288,,1
257,489,,1
258,571,,1
259,657,,2
259,1154,,1
260,1161,,1
261,609,,1
261,1161,,3
261,901,,1
261,297,,2
261,1297,,1
261,1118,,2
261,840,,1
261,489,,1
262,1288,,1
262,352,,2
263,1456,,1
265,485,,1
265,699,,3
265,1327,,1
265,1428,,2
265,1429,,1
265,489,,6
265,1360,,19
265,1270,,1
265,482,,1
265,1066,,1
265,587,,1
265,1288,,24
265,733,,1
265,914,,14
265,462,,1
265,646,,1
265,1158,,1
265,283,,6
265,741,,3
265,657,,9
265,919,,2
265,1300,,1
265,604,,1
265,653,,2
265,1119,,5
265,1476,,1
265,833,,1
265,1207,,2
265,1401,,1
265,981,,3
265,349,,21
265,518,,18
265,1406,,1
265,429,,1
265,352,,61
265,720,,1
265,1411,,1
265,623,,4
265,343,,1
265,1471,,1
265,520,,3
265,302,,2
265,550,,1
265,1277,,1
265,443,,2
266,1288,,2
267,1360,,1
267,518,,1
267,587,,1
267,657,,1
267,909,,1
268,482,,1
269,482,,1
269,860,,3
272,702,,1
272,1423,,1
272,518,,1
273,447,,1
274,657,,1
275,518,,1
276,411,,1
276,1161,,1
276,967,,1
276,1118,,2
277,352,,2
278,352,,1
278,995,,1
278,1360,,1
278,1503,,1
279,349,,1
281,283,,1
282,1134,,1
282,518,,2
282,1360,,1
283,1325,,2
283,1426,,1
283,486,,1
283,711,,2
283,581,,11
283,1428,,4
283,1360,,53
283,1438,,2
283,947,,1
283,860,,1
283,1391,,3
283,1153,,1
283,958,,1
283,1229,,1
283,948,,1
283,596,,1
283,691,,11
283,490,,1
283,1339,,1
283,769,,1
283,411,,16
283,489,,2
283,1069,,1
283,1439,,11
283,1249,,2
283,328,,1
283,697,,1
283,609,,7
283,1121,,2
283,844,,1
283,799,,1
283,978,,10
283,704,,7
283,560,,4
283,685,,1
283,342,,2
283,336,,2
283,587,,1
283,667,,2
283,878,,1
283,1174,,2
283,517,,1
283,436,,14
283,1178,,1
283,343,,1
283,992,,2
283,1004,,1
283,333,,1
283,812,,1
283,1366,,1
283,440,,14
283,1284,,1
283,443,,11
283,832,,1
283,600,,1
283,1000,,3
283,633,,3
283,900,,1
283,634,,5
283,1263,,1
283,349,,4
283,1193,,1
283,1276,,2
283,1479,,2
283,1480,,3
283,1288,,10
283,1418,,12
283,1380,,1
283,862,,1
283,548,,4
283,731,,1
283,822,,3
283,1136,,1
283,882,,24
283,1485,,1
283,510,,4
283,1361,,1
283,459,,1
283,544,,1
283,545,,1
283,1116,,1
283,1161,,48
283,713,,1
283,1118,,20
283,518,,85
283,1306,,3
283,1207,,1
283,557,,1
283,657,,155
283,1220,,1
283,289,,1
283,659,,2
283,705,,1
283,482,,13
283,662,,1
283,755,,1
283,1067,,1
283,352,,58
283,379,,1
283,558,,1
283,914,,5
283,297,,37
283,939,,7
283,351,,18
283,355,,3
283,538,,1
283,733,,1
283,940,,4
283,481,,36
283,983,,1
283,1506,,1
283,669,,2
283,853,,1
284,1288,,2
284,587,,1
284,489,,1
284,1360,,1
286,1277,,1
288,467,,1
289,1276,,1
289,1161,,3
289,482,,1
290,657,,1
291,518,,1
292,1288,,1
293,1360,,1
293,353,,1
293,518,,1
293,301,,2
293,1369,,1
293,502,,1
294,819,,1
295,349,,1
295,914,,1
295,737,,1
295,1279,,1
297,711,,4
297,451,,1
297,489,,3
297,1360,,3
297,1276,,6
297,729,,1
297,352,,4
297,1380,,1
297,1486,,1
297,1332,,1
297,901,,1
297,481,,7
297,1220,,1
297,1063,,1
297,589,,1
297,1296,,1
297,600,,1
297,411,,14
297,1161,,94
297,1382,,1
297,967,,3
297,919,,1
297,780,,5
297,1118,,61
297,1175,,1
297,609,,1
297,470,,4
297,657,,6
297,1261,,1
297,1169,,1
297,1262,,1
297,518,,4
297,514,,2
297,374,,2
297,1297,,1
297,1226,,1
297,1388,,1
297,932,,1
297,840,,1
297,1129,,2
297,1463,,1
297,939,,3
297,440,,10
297,940,,1
297,1419,,1
297,1138,,1
297,346,,1
297,894,,2
297,482,,18
297,725,,2
297,433,,1
298,1360,,1
299,1161,,2
300,657,,1
302,1119,,1
302,699,,2
302,349,,1
302,1300,,1
302,520,,1
303,518,,1
304,704,,1
304,1131,,1
305,657,,1
306,657,,1
307,481,,1
307,914,,1
308,1277,,1
308,1283,,1
308,1362,,1
309,440,,1
310,733,,1
310,377,,1
310,642,,1
312,834,,1
313,411,,1
313,1473,,1
314,427,,1
315,352,,2
316,654,,1
317,1161,,1
318,1288,,2
319,657,,1
321,518,,1
322,1161,,1
322,1118,,1
324,518,,1
324,1308,,1
324,919,,1
324,1348,,1
326,733,,3
327,1161,,1
327,1293,,1
332,349,,1
334,1118,,1
335,518,,1
336,1391,,1
336,518,,1
336,865,,1
336,657,,2
336,939,,1
336,1360,,4
336,352,,3
336,1251,,1
337,411,,7
337,1161,,9
337,482,,3
337,518,,1
337,1451,,1
337,1276,,2
340,518,,2
341,1360,,6
343,1391,,1
343,518,,2
343,436,,2
343,657,,1
343,914,,1
343,481,,1
343,1360,,1
343,352,,1
345,1142,,1
345,510,,1
346,1161,,1
346,1118,,1
347,349,,1
349,855,,1
349,1510,,1
349,581,,1
349,489,,1
349,771,,1
349,1208,,1
349,1360,,99
349,860,,1
349,1308,,5
349,827,,1
349,1152,,1
349,957,,1
349,687,,1
349,1374,,2
349,693,,3
349,966,,8
349,1327,,1
349,1343,,1
349,604,,1
349,1279,,1
349,699,,6
349,505,,1
349,875,,2
349,610,,1
349,1348,,1
349,978,,13
349,919,,5
349,518,,77
349,801,,1
349,587,,16
349,1386,,1
349,623,,5
349,520,,1
349,891,,1
349,1277,,12
349,720,,1
349,722,,1
349,1099,,1
349,637,,1
349,1270,,3
349,1288,,26
349,538,,6
349,454,,1
349,1283,,2
349,1199,,1
349,1016,,2
349,1387,,2
349,914,,33
349,737,,1
349,1141,,2
349,1145,,1
349,462,,8
349,402,,1
349,741,,1
349,1161,,1
349,1300,,1
349,1119,,1
349,833,,6
349,657,,31
349,1401,,1
349,1402,,8
349,1271,,1
349,1110,,1
349,352,,87
349,443,,3
349,1036,,1
349,1037,,4
349,1244,,1
349,843,,2
349,1414,,1
349,733,,46
349,481,,2
349,1448,,1
349,482,,1
349,1323,,1
350,1360,,1
350,657,,1
351,882,,21
351,518,,33
351,1439,,10
351,657,,19
351,691,,11
351,1360,,18
351,1364,,2
351,548,,4
352,485,,1
352,1510,,1
352,581,,6
352,1428,,9
352,489,,6
352,1360,,78
352,1097,,1
352,814,,2
352,1308,,2
352,861,,6
352,827,,4
352,1211,,1
352,830,,1
352,860,,7
352,596,,3
352,634,,2
352,869,,1
352,1069,,1
352,649,,3
352,716,,1
352,1075,,1
352,650,,2
352,699,,2
352,505,,3
352,609,,1
352,875,,2
352,978,,11
352,1121,,2
352,479,,1
352,754,,1
352,981,,2
352,511,,8
352,1263,,1
352,427,,2
352,829,,1
352,587,,3
352,623,,25
352,436,,2
352,1178,,3
352,845,,1
352,1004,,1
352,1210,,2
352,440,,19
352,1277,,3
352,1093,,1
352,443,,32
352,500,,2
352,811,,1
352,1464,,1
352,865,,1
352,724,,1
352,1099,,1
352,1376,,1
352,1288,,71
352,454,,2
352,908,,1
352,541,,1
352,1385,,1
352,912,,1
352,735,,1
352,914,,30
352,1020,,1
352,1141,,2
352,362,,2
352,481,,4
352,462,,16
352,1022,,1
352,1391,,2
352,1161,,3
352,918,,2
352,919,,5
352,1118,,1
352,1416,,1
352,420,,6
352,833,,1
352,655,,1
352,470,,1
352,1088,,1
352,657,,86
352,1219,,1
352,1401,,2
352,422,,1
352,911,,2
352,825,,1
352,998,,1
352,518,,57
352,510,,1
352,823,,5
352,1037,,19
352,842,,1
352,843,,2
352,631,,1
352,1041,,1
352,939,,2
352,1505,,1
352,733,,46
352,940,,1
352,915,,1
352,961,,1
352,1046,,1
352,850,,1
352,899,,1
354,1023,,1
355,1161,,1
355,440,,2
355,1072,,1
355,1118,,2
357,1161,,2
359,1360,,1
360,1360,,1
361,699,,1
361,1207,,1
362,1360,,1
362,518,,1
362,1161,,1
362,657,,1
363,657,,3
363,970,,1
364,1288,,2
364,657,,2
365,1288,,2
365,657,,2
366,657,,1
368,734,,2
369,482,,2
369,470,,1
369,856,,1
369,657,,2
369,577,,1
370,518,,1
370,975,,1
371,1118,,1
373,914,,1
375,1360,,1
376,657,,1
377,1243,,1
377,405,,1
377,654,,1
377,486,,4
377,1178,,1
377,657,,1
377,642,,1
377,1360,,1
377,733,,1
377,518,,13
377,724,,1
377,1387,,1
377,971,,1
378,674,,1
380,1340,,1
380,928,,1
380,657,,3
381,708,,1
383,1288,,1
384,1181,,1
385,657,,1
387,1360,,1
387,518,,12
387,1308,,5
387,914,,1
387,634,,2
388,972,,6
389,833,,1
389,914,,1
390,482,,2
390,657,,1
390,518,,2
391,1360,,10
391,411,,2
391,1161,,1
391,1015,,2
392,657,,1
392,436,,1
393,518,,1
393,446,,1
395,1379,,1
396,1288,,1
397,1360,,3
397,1193,,1
397,1263,,1
397,969,,1
398,1161,,1
399,1360,,3
399,518,,2
401,657,,1
401,1428,,1
401,430,,1
402,518,,5
402,1414,,1
402,668,,1
402,1402,,5
402,489,,6
402,1209,,1
402,733,,1
402,1288,,1
402,1343,,1
402,443,,1
404,1360,,1
404,518,,1
404,1043,,1
404,1016,,1
405,518,,1
406,447,,1
407,518,,1
408,443,,1
409,1360,,1
410,587,,1
410,914,,2
411,1304,,1
411,856,,3
411,1436,,2
411,1428,,1
411,489,,3
411,450,,1
411,1360,,44
411,1276,,20
411,1288,,1
411,452,,5
411,1058,,1
411,779,,1
411,731,,1
411,1153,,1
411,629,,1
411,914,,1
411,1021,,1
411,1245,,1
411,1114,,1
411,1340,,1
411,1189,,1
411,1161,,89
411,967,,3
411,743,,3
411,1097,,3
411,780,,2
411,1118,,29
411,973,,1
411,433,,1
411,876,,1
411,470,,4
411,657,,37
411,978,,1
411,1169,,5
411,752,,1
411,518,,7
411,1405,,1
411,711,,8
411,504,,1
411,1256,,1
411,440,,29
411,939,,4
411,1274,,1
411,1473,,1
411,1478,,1
411,481,,1
411,1092,,1
411,482,,47
411,1000,,85
412,733,,1
412,875,,1
413,657,,1
414,1288,,2
414,657,,1
416,733,,1
417,919,,1
417,657,,1
419,657,,1
420,443,,6
421,518,,1
422,735,,1
423,1288,,6
423,657,,1
423,1505,,2
423,462,,1
426,518,,1
427,1305,,2
427,1360,,9
427,518,,1
427,861,,2
427,1037,,4
428,1360,,1
428,1236,,1
428,1288,,1
428,657,,3
428,978,,1
428,440,,1
429,1119,,1
429,1289,,1
429,437,,1
429,657,,1
429,981,,1
429,867,,1
429,561,,1
430,1050,,3
430,1277,,7
430,657,,8
430,1428,,1
431,492,,1
431,1288,,3
431,657,,9
431,535,,1
431,980,,1
433,1118,,4
433,711,,1
433,657,,1
433,489,,1
433,1276,,1
433,1331,,1
433,838,,1
433,1018,,1
433,440,,1
433,647,,1
433,1161,,8
433,967,,1
433,482,,3
433,1000,,1
434,1360,,2
434,608,,2
435,1360,,1
436,518,,5
436,761,,1
436,634,,1
436,558,,2
436,1360,,3
436,1161,,1
436,657,,6
436,1106,,1
436,695,,1
436,1391,,1
437,867,,1
437,657,,1
439,556,,1
440,679,,1
440,856,,1
440,449,,1
440,489,,1
440,1360,,1
440,1193,,1
440,1276,,18
440,536,,1
440,1288,,4
440,1437,,2
440,1236,,1
440,901,,1
440,1201,,2
440,960,,1
440,470,,4
440,1392,,1
440,1150,,1
440,1003,,2
440,1161,,80
440,967,,6
440,1487,,1
440,1072,,1
440,780,,1
440,1162,,1
440,1118,,24
440,508,,1
440,876,,1
440,1293,,1
440,657,,8
440,1032,,1
440,711,,3
440,1356,,1
440,757,,1
440,518,,11
440,939,,2
440,1365,,1
440,482,,39
440,1094,,1
440,1000,,1
441,657,,1
441,717,,1
441,1151,,1
441,1509,,1
442,1277,,1
442,1266,,1
443,811,,1
443,1325,,1
443,1142,,2
443,489,,2
443,1360,,4
443,585,,1
443,482,,1
443,1288,,35
443,1432,,1
443,733,,2
443,1484,,8
443,914,,9
443,481,,2
443,1209,,1
443,1367,,1
443,1148,,1
443,919,,1
443,696,,2
443,1118,,2
443,549,,1
443,875,,1
443,469,,1
443,657,,12
443,978,,1
443,534,,1
443,518,,42
443,466,,1
443,1035,,4
443,510,,4
443,1387,,1
443,623,,2
443,1134,,6
443,626,,1
443,588,,1
443,718,,1
443,1178,,1
443,892,,3
443,648,,1
443,1139,,1
443,1277,,3
443,999,,1
443,1462,,1
445,751,,1
446,518,,1
447,657,,1
447,1435,,1
448,1360,,1
449,1276,,2
450,657,,1
452,470,,1
453,657,,2
453,978,,1
453,827,,1
454,532,,1
454,1190,,1
456,1288,,1
457,733,,1
457,914,,1
458,733,,1
458,1360,,1
458,518,,1
459,657,,1
460,518,,1
462,699,,1
462,1120,,1
462,657,,27
462,582,,2
462,1360,,1
462,518,,2
462,492,,1
462,488,,1
462,1288,,42
462,824,,1
462,1152,,1
462,733,,1
462,1039,,1
462,1132,,7
462,914,,1
462,1505,,9
462,1037,,1
462,1428,,10
464,1433,,1
464,586,,1
470,1118,,4
470,569,,1
470,856,,1
470,657,,1
470,1360,,2
470,1161,,6
470,967,,2
470,482,,12
470,1276,,8
470,577,,1
471,1282,,1
471,1265,,1
472,518,,1
474,733,,1
474,657,,1
474,1387,,1
474,518,,1
474,689,,1
477,1161,,3
477,482,,3
477,489,,3
478,1161,,1
480,733,,2
480,1324,,2
480,1178,,2
480,944,,2
480,1325,,1
481,948,,1
481,1099,,1
481,1101,,1
481,1360,,3
481,1010,,2
481,1288,,1
481,914,,5
481,737,,1
481,1161,,6
481,919,,1
481,482,,3
481,1118,,2
481,1347,,1
481,828,,1
481,657,,31
481,978,,1
481,510,,2
481,1129,,1
481,1413,,2
481,587,,3
481,518,,17
481,887,,1
481,640,,1
481,1090,,1
481,770,,2
481,1503,,1
481,944,,1
481,674,,1
482,633,,1
482,856,,2
482,1053,,1
482,1428,,1
482,489,,10
482,554,,4
482,1360,,2
482,860,,2
482,1009,,1
482,955,,2
482,1153,,9
482,592,,1
482,593,,1
482,1451,,2
482,959,,1
482,498,,1
482,960,,1
482,1245,,1
482,1340,,1
482,788,,1
482,871,,1
482,967,,10
482,602,,1
482,1255,,1
482,1293,,1
482,702,,8
482,978,,4
482,704,,3
482,711,,6
482,985,,1
482,619,,9
482,620,,3
482,1155,,5
482,516,,2
482,1175,,1
482,518,,263
482,989,,2
482,569,,3
482,1458,,1
482,780,,3
482,1275,,1
482,1276,,41
482,893,,3
482,1387,,1
482,1096,,1
482,1000,,9
482,531,,1
482,1465,,1
482,634,,3
482,903,,1
482,1471,,1
482,1489,,2
482,1288,,1
482,794,,1
482,731,,1
482,1016,,1
482,912,,1
482,914,,1
482,1021,,1
482,1115,,1
482,546,,1
482,1161,,153
482,1395,,1
482,745,,1
482,1118,,26
482,657,,35
482,659,,2
482,839,,1
482,847,,1
482,1497,,1
482,504,,1
482,881,,2
482,939,,3
482,733,,2
482,940,,1
482,639,,1
482,837,,2
482,577,,1
483,1161,,1
485,981,,1
486,609,,1
486,677,,2
486,1004,,2
486,489,,1
486,762,,1
486,1360,,2
486,518,,9
486,494,,1
488,1428,,1
489,1426,,1
489,856,,1
489,1429,,1
489,1360,,32
489,1276,,2
489,860,,1
489,587,,1
489,1288,,25
489,732,,1
489,1098,,2
489,914,,2
489,569,,1
489,634,,4
489,1161,,33
489,967,,1
489,743,,2
489,919,,2
489,831,,1
489,1118,,7
489,607,,1
489,699,,1
489,1165,,1
489,1293,,1
489,740,,2
489,657,,42
489,1402,,5
489,836,,1
489,1487,,1
489,518,,34
489,1313,,1
489,1083,,1
489,939,,7
489,733,,2
489,940,,2
489,893,,1
489,1277,,28
489,1000,,1
491,1360,,1
491,1494,,1
491,1304,,1
491,914,,1
491,1057,,1
491,520,,1
491,1348,,1
492,518,,6
492,912,,1
492,657,,4
492,980,,1
492,1460,,1
492,1288,,6
492,1277,,1
492,565,,1
493,1360,,1
494,1004,,1
496,657,,1
497,1118,,1
498,619,,1
498,518,,1
500,919,,1
501,518,,1
503,1360,,1
503,657,,2
503,587,,1
503,914,,1
504,1161,,1
505,511,,1
506,733,,1
506,1360,,1
507,623,,1
509,1161,,2
509,569,,1
510,1142,,1
510,1134,,1
510,581,,2
510,534,,1
510,572,,1
510,1148,,1
511,733,,1
511,914,,1
511,657,,1
511,623,,1
512,518,,1
512,765,,1
513,979,,1
514,1434,,3
515,1288,,2
515,657,,2
515,1277,,1
518,1325,,16
518,581,,1
518,770,,1
518,771,,1
518,947,,1
518,1308,,9
518,587,,1
518,827,,1
518,1317,,18
518,1153,,1
518,960,,1
518,1337,,2
518,599,,1
518,1341,,1
518,967,,2
518,1161,,9
518,609,,3
518,1165,,2
518,976,,1
518,978,,46
518,1350,,4
518,1169,,1
518,1324,,9
518,619,,2
518,955,,1
518,623,,2
518,1302,,2
518,625,,1
518,1363,,1
518,995,,1
518,1202,,2
518,1387,,12
518,1389,,1
518,1000,,1
518,633,,2
518,732,,1
518,800,,2
518,1188,,1
518,634,,30
518,1004,,1
518,636,,1
518,1192,,4
518,1489,,3
518,1196,,1
518,1013,,6
518,556,,1
518,1016,,3
518,979,,9
518,1205,,1
518,643,,1
518,1141,,1
518,1391,,2
518,649,,5
518,1026,,1
518,1307,,1
518,1397,,1
518,654,,3
518,1399,,1
518,833,,4
518,1207,,1
518,1051,,1
518,657,,258
518,1030,,1
518,1401,,1
518,1402,,3
518,660,,1
518,1125,,1
518,836,,3
518,999,,1
518,584,,1
518,1271,,3
518,538,,1
518,1043,,1
518,1423,,1
518,1492,,1
518,574,,1
518,1235,,2
518,1426,,1
518,1280,,1
518,1428,,6
518,1429,,3
518,621,,1
518,1360,,306
518,1238,,2
518,1240,,1
518,1241,,1
518,861,,1
518,864,,1
518,689,,2
518,691,,29
518,1065,,1
518,1246,,1
518,840,,1
518,692,,1
518,871,,2
518,1439,,33
518,1440,,1
518,1442,,1
518,701,,2
518,702,,13
518,704,,3
518,1446,,1
518,882,,57
518,1263,,1
518,710,,1
518,1155,,2
518,1499,,1
518,1074,,3
518,1275,,2
518,893,,5
518,1277,,7
518,1403,,4
518,606,,2
518,846,,1
518,1465,,1
518,865,,1
518,699,,9
518,1468,,8
518,1470,,1
518,904,,3
518,534,,1
518,1285,,1
518,1270,,1
518,1288,,55
518,548,,14
518,1109,,1
518,1483,,1
518,914,,31
518,741,,4
518,745,,1
518,1118,,6
518,552,,1
518,910,,2
518,1306,,18
518,750,,1
518,559,,1
518,705,,1
518,929,,1
518,1313,,1
518,932,,1
518,565,,1
518,1500,,1
518,1316,,1
518,728,,1
518,1134,,2
518,1503,,6
518,939,,4
518,570,,1
518,733,,95
518,940,,5
518,765,,5
518,943,,1
518,945,,1
519,1288,,3
520,1360,,1
520,699,,2
520,1119,,2
520,1348,,1
520,1158,,1
520,1288,,1
520,550,,1
520,733,,3
520,1494,,1
520,1304,,1
520,1300,,1
521,741,,1
521,919,,1
521,657,,3
524,862,,1
524,1161,,1
526,1288,,1
526,657,,1
528,916,,2
529,1503,,1
530,657,,1
531,1009,,1
531,1395,,1
532,978,,1
533,967,,1
535,657,,1
536,1161,,1
537,596,,1
538,733,,12
538,1360,,5
538,657,,2
539,657,,1
540,1118,,1
541,608,,1
542,1360,,3
542,978,,3
542,1483,,3
543,940,,1
544,1161,,1
547,1288,,2
548,1360,,8
548,882,,8
548,1306,,3
548,1439,,8
548,657,,8
548,691,,5
550,1119,,1
550,1288,,1
551,657,,1
552,657,,1
555,733,,1
558,1360,,2
558,657,,2
561,1360,,1
563,1360,,2
564,1236,,1
565,657,,1
566,657,,1
567,914,,1
569,1276,,3
569,1161,,1
572,581,,1
575,1360,,1
577,1360,,1
577,856,,1
580,1177,,1
580,876,,1
580,1000,,1
581,623,,3
581,657,,2
581,1288,,1
581,860,,1
581,1308,,1
582,1288,,2
582,657,,3
582,1428,,1
582,1505,,1
584,1402,,1
585,657,,1
585,1484,,1
586,657,,1
587,833,,5
587,1448,,1
587,657,,23
587,1360,,27
587,860,,1
587,1308,,26
587,1288,,9
587,909,,1
587,919,,1
587,914,,17
587,1291,,1
587,1318,,2
587,733,,8
587,1452,,2
587,1277,,1
587,1387,,1
589,1169,,1
589,1161,,1
589,600,,1
589,1463,,1
590,1487,,1
592,839,,1
594,1161,,1
594,840,,1
595,1161,,1
596,699,,1
596,1414,,1
596,657,,4
596,1353,,1
596,1360,,1
596,711,,5
596,1276,,1
596,860,,1
596,1229,,1
600,1169,,1
600,1161,,1
600,1463,,2
601,1161,,1
603,1487,,1
608,1360,,2
609,901,,1
609,657,,1
609,840,,1
609,1360,,1
609,940,,1
609,1297,,1
609,1276,,1
609,1118,,2
611,1360,,1
612,657,,1
615,1161,,1
616,657,,1
617,1278,,1
622,657,,1
623,875,,2
623,733,,1
623,1143,,1
623,1099,,1
623,1360,,1
623,1288,,5
623,914,,8
623,1337,,1
623,1294,,1
623,919,,1
623,657,,5
626,914,,12
627,733,,1
627,1237,,1
628,657,,1
629,1161,,1
630,1468,,1
631,733,,1
631,1360,,1
632,705,,2
633,1175,,1
633,1360,,2
633,1161,,2
633,657,,3
634,702,,1
634,657,,4
634,1470,,1
634,659,,2
634,1360,,3
634,1308,,5
634,1155,,1
634,866,,1
634,1147,,1
634,1247,,1
634,733,,1
634,1091,,1
634,944,,1
635,927,,1
637,826,,1
637,914,,1
638,657,,1
639,860,,1
640,657,,2
640,1347,,1
641,659,,1
642,733,,1
644,1468,,1
647,1331,,1
647,1000,,1
649,657,,1
649,1360,,2
653,1288,,1
657,1325,,5
657,1143,,15
657,711,,3
657,1327,,1
657,772,,1
657,1308,,5
657,880,,1
657,776,,2
657,1151,,3
657,1152,,3
657,1154,,1
657,1337,,3
657,962,,1
657,786,,1
657,1340,,5
657,1144,,3
657,967,,4
657,949,,2
657,970,,3
657,793,,1
657,973,,1
657,1165,,3
657,1293,,1
657,978,,36
657,1168,,1
657,799,,1
657,982,,2
657,983,,1
657,858,,2
657,804,,1
657,1360,,291
657,987,,1
657,919,,8
657,989,,4
657,773,,1
657,1178,,1
657,770,,2
657,1004,,4
657,1182,,1
657,1221,,1
657,1387,,5
657,1184,,1
657,1000,,7
657,680,,1
657,1188,,1
657,1113,,1
657,1193,,2
657,791,,3
657,821,,1
657,749,,2
657,1373,,1
657,1210,,6
657,1391,,1
657,1393,,1
657,1161,,20
657,1212,,1
657,1213,,2
657,1307,,1
657,833,,7
657,1219,,1
657,1401,,1
657,836,,4
657,660,,1
657,659,,2
657,1236,,2
657,1098,,3
657,1037,,1
657,1039,,1
657,1040,,1
657,785,,1
657,1414,,1
657,1042,,2
657,1233,,1
657,1420,,1
657,671,,1
657,1123,,1
657,674,,13
657,1136,,1
657,1216,,1
657,691,,16
657,1050,,8
657,856,,2
657,1428,,91
657,683,,1
657,1060,,2
657,902,,1
657,689,,1
657,867,,1
657,1064,,1
657,1435,,1
657,738,,1
657,1189,,1
657,693,,3
657,1071,,1
657,1069,,1
657,1439,,19
657,1070,,1
657,695,,1
657,697,,1
657,698,,1
657,1342,,1
657,879,,1
657,1259,,1
657,1284,,1
657,1198,,1
657,1263,,5
657,1229,,11
657,913,,1
657,1166,,1
657,1417,,1
657,717,,1
657,1273,,1
657,1459,,1
657,1427,,1
657,1251,,1
657,892,,1
657,1075,,1
657,860,,1
657,1277,,41
657,846,,2
657,1281,,2
657,703,,1
657,882,,34
657,1103,,1
657,1276,,5
657,784,,1
657,918,,1
657,1288,,362
657,909,,1
657,912,,2
657,1324,,1
657,914,,62
657,1292,,2
657,739,,1
657,1114,,1
657,1486,,1
657,741,,1
657,742,,2
657,1299,,2
657,920,,1
657,1482,,2
657,1118,,8
657,747,,1
657,1167,,2
657,1306,,9
657,1120,,2
657,1365,,1
657,942,,2
657,1431,,1
657,927,,1
657,928,,4
657,1232,,1
657,755,,1
657,1126,,2
657,935,,1
657,758,,2
657,944,,1
657,1450,,2
657,1132,,9
657,1170,,1
657,1134,,1
657,939,,2
657,1505,,7
657,1149,,1
657,733,,64
657,1507,,2
657,1509,,1
657,945,,1
658,914,,1
658,1207,,1
659,866,,1
659,1091,,1
659,1360,,2
659,1161,,2
660,733,,1
661,733,,1
661,1228,,1
661,1231,,1
661,1346,,1
661,944,,1
661,841,,1
662,1161,,1
664,698,,1
664,905,,1
665,1161,,3
666,917,,1
666,1269,,1
667,679,,1
670,1234,,1
670,1273,,1
670,674,,1
672,1242,,1
673,1360,,3
674,1234,,1
674,1120,,1
674,1490,,1
674,836,,1
674,1288,,3
674,935,,1
674,1133,,1
674,1273,,1
674,1113,,1
674,962,,2
674,1224,,2
674,1277,,5
675,1360,,2
676,733,,1
676,1277,,1
676,1319,,1
678,1161,,1
678,1118,,1
684,1288,,1
684,860,,1
685,1067,,1
685,1339,,1
687,733,,1
689,733,,1
689,1387,,1
691,882,,16
691,1306,,4
691,1439,,11
691,1360,,15
692,914,,1
693,978,,2
696,1484,,1
696,1142,,1
698,1288,,5
698,905,,2
699,1119,,1
699,1207,,1
699,1348,,1
699,1402,,1
699,1288,,1
699,1080,,1
699,733,,7
699,1300,,1
702,1423,,1
702,827,,1
704,1131,,1
705,1360,,4
707,1360,,1
711,901,,1
711,1217,,1
711,922,,1
711,1360,,2
711,1276,,1
711,731,,1
711,939,,3
711,1245,,1
711,940,,1
711,1161,,6
711,967,,1
711,1064,,1
711,1118,,6
711,1000,,4
712,1354,,1
714,1033,,1
715,1271,,1
715,978,,1
715,1298,,1
717,1151,,1
717,1509,,1
718,1288,,2
720,914,,1
724,733,,1
724,919,,1
724,1360,,3
724,914,,2
724,1288,,1
724,1401,,2
725,1419,,1
727,755,,1
730,1153,,1
730,1161,,1
731,1161,,1
731,1000,,1
732,1360,,5
732,978,,5
733,1325,,1
733,1498,,1
733,771,,1
733,1237,,6
733,1360,,229
733,947,,3
733,1308,,2
733,1178,,2
733,957,,2
733,785,,1
733,786,,1
733,875,,1
733,975,,1
733,1346,,2
733,1348,,1
733,978,,33
733,979,,1
733,1481,,1
733,1378,,1
733,1277,,3
733,1008,,1
733,1286,,1
733,1288,,9
733,820,,1
733,1199,,1
733,1324,,1
733,1294,,1
733,1210,,5
733,919,,1
733,1482,,1
733,1397,,1
733,1400,,1
733,1402,,1
733,1222,,1
733,1271,,6
733,1387,,1
733,1037,,2
733,1316,,1
733,1228,,2
733,744,,1
733,914,,5
733,1319,,1
733,841,,2
733,944,,4
736,1360,,1
737,914,,1
737,1099,,1
737,1279,,1
740,1161,,5
741,914,,1
741,1429,,1
741,1360,,1
741,919,,1
741,1100,,1
743,1161,,1
743,939,,1
743,1436,,1
745,1489,,1
745,893,,1
752,1360,,1
752,1161,,2
755,1360,,3
755,1391,,2
755,1016,,1
755,939,,2
756,1371,,1
759,1288,,1
759,1428,,1
760,1153,,1
761,1106,,1
762,939,,1
765,944,,1
766,1066,,1
767,1504,,1
768,872,,1
769,1161,,2
769,1034,,1
769,1277,,2
769,912,,1
769,862,,2
770,1360,,1
777,978,,1
778,1348,,1
779,1360,,1
779,876,,1
779,1000,,2
780,1085,,1
780,1161,,25
780,967,,1
780,790,,1
780,1276,,3
780,1118,,1
781,1118,,1
783,1503,,2
787,930,,1
789,1052,,1
789,1118,,1
790,1161,,1
794,959,,1
794,1096,,1
795,833,,1
798,1210,,1
801,1288,,1
805,978,,1
806,1161,,2
807,978,,1
809,919,,1
810,1230,,1
811,875,,1
811,833,,1
811,914,,1
813,1118,,1
814,874,,2
815,1360,,2
815,914,,1
817,1161,,1
818,1288,,1
824,1288,,3
826,1305,,1
826,1496,,3
826,914,,3
