# index, is_user, name, tags, _pos
1754,0,5553,"['cuban', 'dj', 'frozen']","array([ 15.68523007, -33.91865695])"
1755,1,211794,[],"array([ 11.25072039, -33.10634938])"
1756,1,5021,[],"array([ 14.92290315, -32.64217591])"
1757,0,5573,"['organic', 'vegan', 'vegetarian', 'wine']","array([ 18.41359255, -35.88592792])"
1758,1,186825,[],"array([ 18.18392468, -39.13135734])"
1759,0,5574,['ethiopian'],"array([ 18.62157747, -33.93580997])"
1760,0,5575,"['restaurant', 'vegan']","array([ 15.20118181, -30.81206439])"
1761,1,59796,[],"array([ 14.66260712, -31.47797204])"
1762,0,5577,[],"array([ 14.03843153, -34.37521036])"
1763,0,5606,"['brooklyn', 'brooklyn']","array([ 14.17336708, -28.86000081])"
1764,1,6741,[],"array([ 11.25116924, -28.01935766])"
1765,0,5608,['cheap'],"array([ 17.91823922, -30.44928862])"
1766,1,2211,[],"array([44.02687379, 13.89749326])"
1767,0,5612,[],"array([44.62094383, 13.87521844])"
1768,1,550,[],"array([45.35067439, 13.81304157])"
1769,0,5614,[],"array([  7.82970324, -32.43034034])"
1770,1,43130,[],"array([  7.06124805, -27.08278104])"
1771,0,5622,['mad'],"array([  4.56633355, -26.47925416])"
1772,1,9264,[],"array([ 28.93100251, -38.99716661])"
1773,0,5637,"['bar', 'chicken', 'get']","array([ 27.12435564, -37.15822593])"
1774,1,180959,[],"array([ 24.26800237, -34.30327831])"
1775,0,5639,"['mexican' \"ricky's\" 'sangria' 'specialty']","array([ 20.48988106, -27.51908252])"
1776,1,53523,[],"array([ 21.75628863, -25.27531202])"
1777,1,2221,[],"array([ 28.12959494, -30.81041598])"
1778,0,5648,['+'],"array([ 24.90718454, -30.03086848])"
1779,1,61001,[],"array([ 25.48589178, -33.94044765])"
1780,1,80851,[],"array([ 27.7884941 , -30.77691067])"
1781,1,182558,[],"array([ 27.76822987, -31.0727238 ])"
1782,1,5728,[],"array([ 27.9730152 , -30.49005772])"
1783,0,5661,"['gyoza', 'japanese', 'noodles', 'ramen']","array([ 18.38174  , -30.8583775])"
1784,1,113740,[],"array([ 17.86092031, -34.63286998])"
1785,0,5664,"['coffee', 'free']","array([ 22.72060527, -28.57152987])"
1786,1,13440,[],"array([ 26.01296116, -28.21256992])"
1787,0,5705,['awesome'],"array([ 11.34921983, -39.09796433])"
1788,1,18568,[],"array([ 11.82160951, -36.04073334])"
1789,0,5729,"['falafel', 'fastfood', 'lamb', 'pita']","array([ 15.16690363, -26.29888415])"
1790,0,5744,"['bbq', 'best']","array([ 21.59034059, -29.9482536 ])"
1791,1,25336,[],"array([ 23.52906633, -32.21055892])"
1792,1,12802,[],"array([ 24.52779397, -31.17117044])"
1793,1,25844,[],"array([ 20.09502047, -27.79106668])"
1794,1,93424,[],"array([ 19.8311142 , -32.19246533])"
1795,1,57437,[],"array([ 23.58071249, -28.31973097])"
1796,1,22896,[],"array([ 34.10801126, -28.55698553])"
1797,0,5760,"['bar', 'chorizo']","array([ 31.58586459, -28.44599074])"
1798,1,50223,[],"array([ 35.18396845, -28.37432881])"
1799,0,5769,['cheap'],"array([ 16.23894924, -31.2681442 ])"
1800,1,30820,[],"array([ 14.10640457, -27.99461223])"
1801,0,5778,"['brunch', 'brunch']","array([ 12.23018982, -31.65662051])"
1802,1,63353,[],"array([ 12.22358604, -32.44028275])"
1803,1,56594,[],"array([  9.30697353, -32.34111264])"
1804,1,37037,[],"array([ 14.21013126, -30.50246692])"
1805,0,5779,['allergen'],"array([ 15.00753393, -30.34124545])"
1806,1,145611,[],"array([ 13.00795493, -30.9682464 ])"
1807,0,5854,['breakfast'],"array([ 13.04540548, -36.15472193])"
1808,0,5862,[],"array([ 19.42919387, -33.77111027])"
1809,0,5863,['thrillist'],"array([ 20.31057432, -31.97235882])"
1810,0,5867,[],"array([ 14.67487186, -27.27489822])"
1811,1,234704,[],"array([ 11.78436909, -25.67163088])"
1812,0,5874,['great'],"array([ 18.99349907, -29.5587387 ])"
1813,0,5886,[],"array([ 13.22580283, -18.63220024])"
1814,1,64678,[],"array([ 27.53935225, -32.45776763])"
1815,0,5892,['restaurant'],"array([ 24.80999336, -31.09827354])"
1816,1,250159,[],"array([ 27.94756565, -31.9378587 ])"
1817,1,103216,[],"array([ 20.68325638, -33.11704624])"
1818,1,133254,[],"array([ 29.97343022, -32.19906772])"
1819,1,61567,[],"array([ 23.85202458, -36.96606983])"
1820,0,5899,['a'],"array([ 19.12298362, -35.50311677])"
1821,1,13836,[],"array([ 19.02352562, -38.60755552])"
1822,1,202998,[],"array([ 17.32380158, -34.91508327])"
1823,1,16035,[],"array([ 16.79705672, -34.55761557])"
1824,1,6359,[],"array([ 15.43693036, -30.84508207])"
1825,0,5900,"['bakery', 'cupcakes', 'pastries']","array([ 13.7994941 , -28.41063502])"
1826,0,5904,"['bagel', 'coffee']","array([ 12.46400885, -22.51656155])"
1827,1,213346,[],"array([ 10.53729733, -20.27043835])"
1828,0,5918,['belgian'],"array([ 17.20237244, -31.54054839])"
1829,1,230376,[],"array([ 16.51182614, -33.09823807])"
1830,1,265643,[],"array([ 15.37140194, -34.39185045])"
1831,1,44792,[],"array([ 15.48234303, -34.63166733])"
1832,1,83946,[],"array([ 17.50386907, -34.7320597 ])"
1833,1,51468,[],"array([ 17.79123346, -26.62272097])"
1834,1,19326,[],"array([ 15.27076464, -34.16123324])"
1835,1,80169,[],"array([ 16.48550541, -34.74634089])"
1836,0,5939,['black'],"array([ 20.17144921, -26.5720027 ])"
1837,1,242207,[],"array([ 23.13310495, -28.92657548])"
1838,0,5960,['brunch'],"array([ 14.7851724 , -26.86524182])"
1839,1,42283,[],"array([ 14.16190822, -29.1305896 ])"
1840,0,5965,"['food', 'french', 'les', 'love']","array([ 21.88077734, -30.78722001])"
1841,1,119733,[],"array([ 19.89169696, -35.14140828])"
1842,1,59907,[],"array([20.31390433, 28.4215238 ])"
1843,0,5987,"['beer', 'breakfast', 'coffee', 'food', 'good']","array([20.89885738, 28.75914167])"
1844,0,5988,[],"array([ 16.46507257, -28.15736448])"
1845,1,44806,[],"array([ 14.18662165, -26.37992244])"
1846,1,96795,[],"array([  9.38095961, -28.96859628])"
1847,0,5991,"['burgers', 'juice']","array([ 10.35515074, -28.52831796])"
1848,1,194630,[],"array([ 13.17816374, -26.27208041])"
1849,0,5992,"['blintzes', 'borscht', 'brunch', 'omlettes', 'pancakes', 'pierogies']","array([ 15.64828145, -27.908641  ])"
1850,1,79642,[],"array([ 10.16684974, -20.65617091])"
1851,0,6023,"['arada', 'jakarta', 'japanese', 'mtv', 'music', 'naruto', 'ninjas', 'rasengan', 'star', 'sushi']","array([ 13.02639642, -23.25226677])"
1852,1,48550,[],"array([ 11.20078988, -20.89214118])"
1853,1,185460,[],"array([ 10.63052798, -21.16207147])"
1854,1,57359,[],"array([ 10.52940747, -21.4866887 ])"
1855,1,31706,[],"array([  7.35449075, -20.38889848])"
1856,0,6057,['and'],"array([  4.38602385, -18.36152615])"
1857,1,250491,[],"array([  2.90761638, -17.37675438])"
1858,1,1562,[],"array([  2.49107392, -16.82559619])"
1859,0,6079,[],"array([ 19.0859463 , -31.98129257])"
1860,1,30849,[],"array([ 18.67271406, -35.36137527])"
1861,1,158827,[],"array([ 16.73440195, -31.31879208])"
1862,0,6087,"['japanese', 'sushi']","array([ 17.57233834, -24.0483507 ])"
1863,1,57699,[],"array([ 22.23265816, -37.06362351])"
1864,0,6089,"['byob', 'dragons', 'late-night']","array([ 21.30664663, -34.03779682])"
1865,0,6120,"['bar', 'brunch', 'cocktails', 'hipsters', 'taxidermy']","array([ 12.23625337, -33.64388973])"
1866,1,168483,[],"array([ 13.64112465, -36.94578776])"
1867,1,102110,[],"array([ 10.39202109, -36.19871217])"
1868,1,31594,[],"array([-13.1185789 ,  18.93217825])"
1869,0,6147,"['coffee', 'coffee']","array([-12.69397597,  19.44831493])"
1870,1,48965,[],"array([ 48.10465544, -78.38504073])"
1871,0,6148,"['restaurant', 'thai', 'vegetarian']","array([ 47.85149199, -77.77245682])"
1872,0,6151,['bloody'],"array([ 17.15803102, -27.59256183])"
1873,1,22139,[],"array([ 58.83975074, -64.81441426])"
1874,0,6158,['zagat-rated'],"array([ 58.31850648, -65.02157001])"
1875,1,45534,[],"array([ -0.55594672, -83.19637484])"
1876,0,6175,"['bar', 'chelsea', 'contemporary']","array([ -1.11915403, -82.82222307])"
1877,0,6185,['featured'],"array([ 13.6896398 , -33.56895793])"
1878,1,4730,[],"array([ 15.55914928, -41.00128685])"
1879,0,6187,"['bar', 'diner', 'karaoke']","array([ 16.54179416, -38.0425528 ])"
1880,1,48751,[],"array([  7.38273449, -24.85399532])"
1881,0,6205,['bubble'],"array([ 11.10493777, -24.35596189])"
1882,1,109481,[],"array([ 10.77004665, -20.79209074])"
1883,1,25862,[],"array([ 12.45169464, -25.68606418])"
1884,0,6206,"['brunch', 'cocktails', 'great']","array([ 18.84559394, -26.84817608])"
1885,1,84141,[],"array([ 19.11704576, -23.69693002])"
1886,1,1585,[],"array([ 21.29850434, -26.31818511])"
1887,0,6222,[],"array([ 23.03952184, -33.50826191])"
1888,1,46030,[],"array([ 27.79982496, -33.38736682])"
1889,1,55621,[],"array([ 25.45883891, -35.57995173])"
1890,0,6224,"['best', 'coffee', 'pastries']","array([ 23.96654248, -26.61288464])"
1891,1,14119,[],"array([ 19.83784031, -27.83959632])"
1892,1,8108,[],"array([ 26.66296149, -25.17834449])"
1893,1,15761,[],"array([ 26.99757737, -32.8525245 ])"
1894,0,6225,"['cozy', 'date']","array([ 26.53507834, -34.27306501])"
1895,1,48208,[],"array([ 37.53904988, -27.36245468])"
1896,0,6232,"['chinese', 'take-out']","array([ 40.79007299, -27.17176533])"
1897,1,33600,[],"array([ 42.23101661, -27.09991706])"
1898,1,42122,[],"array([ 43.22810968, -27.03488465])"
1899,0,6238,"['coffee', 'food', 'italian', 'restaurant', 'wine']","array([  9.06672033, -30.61950899])"
1900,0,6251,"['art', 'brunch', 'free']","array([ 19.00536024, -29.98869626])"
1901,1,191755,[],"array([ 22.06354515, -30.95629858])"
1902,0,6261,"['omakase', 'zagat']","array([ 28.29107326, -29.90079473])"
1903,1,8561,[],"array([ 30.88400512, -30.49574189])"
1904,1,201836,[],"array([ 31.10723412, -30.19060955])"
1905,1,20817,[],"array([ 26.9224372, -30.0971395])"
1906,0,6287,"['beer', 'bravo', 'brooklyn']","array([ 10.36364039, -29.10327463])"
1907,1,221167,[],"array([  5.50684846, -29.21944495])"
1908,0,6293,['april'],"array([ 20.80679099, -28.83884373])"
1909,1,118746,[],"array([ 22.67536993, -33.77670922])"
1910,1,41778,[],"array([ 23.91064111, -27.73678421])"
1911,1,6263,[],"array([ 23.44435603, -27.80666379])"
1912,1,58020,[],"array([ 21.59325477, -30.84044143])"
1913,1,9686,[],"array([ 18.61291433, -28.79542335])"
1914,1,48083,[],"array([ 25.13231703, -33.07831259])"
1915,0,6299,"['breakfast', 'brunch', 'french', 'restaurant']","array([ 27.92585444, -20.15130895])"
1916,1,64589,[],"array([ 29.52231623, -18.19256949])"
1917,1,42942,[],"array([ 26.92325709, -23.99000912])"
1918,0,6305,"['brunch', 'french', 'restaurant', 'unlimited']","array([ 15.06041531, -32.44804165])"
1919,0,6313,"['burrito', 'guacamole']","array([ 21.14600144, -35.31831955])"
1920,0,6352,['amaro'],"array([ 16.36178597, -31.64824275])"
1921,1,191095,[],"array([ 12.20942487, -34.84333294])"
1922,0,6375,"['brunch', 'coffee', 'croissants', 'gossip']","array([ 23.91265837, -24.73380603])"
1923,1,52560,[],"array([ 25.27308008, -22.24550588])"
1924,1,62020,[],"array([ 26.32498416, -22.75287376])"
1925,0,6380,[],"array([ 21.31009018, -31.4575051 ])"
1926,1,73976,[],"array([ 24.10484982, -33.1906417 ])"
1927,0,6381,"['beer', 'fl¨¹gen']","array([ 19.4186994 , -18.22471644])"
1928,0,6399,['clover'],"array([ 21.05161504, -25.37534567])"
1929,0,6402,"['art', 'awesome']","array([  8.54826463, -19.70217088])"
1930,1,147305,[],"array([  6.82983884, -18.38962264])"
1931,1,169695,[],"array([  7.07060511, -17.91861464])"
1932,0,6403,"['lobster', 'spanish']","array([ 24.52846133, -22.64258668])"
1933,1,133633,[],"array([ 26.39813266, -20.37287943])"
1934,0,6418,"['chocolate', 'hot']","array([ 26.18725738, -26.50778932])"
1935,0,6426,['pad'],"array([ 17.07788602, -29.37760635])"
1936,0,6434,['best'],"array([ 19.37873781, -40.15176596])"
1937,1,88489,[],"array([ 19.56517988, -43.0108554 ])"
1938,1,235647,[],"array([ 19.55804302, -35.87848889])"
1939,0,6506,"['diner', 'fried']","array([ 19.81538413, -40.02884149])"
1940,1,80318,[],"array([ 20.11199031, -42.83482607])"
1941,0,6510,['cash'],"array([ 21.26838693, -32.37055834])"
1942,1,49912,[],"array([ 22.17549628, -34.98153163])"
1943,0,6518,"['good_mark', 'green']","array([ 20.20540781, -34.05211895])"
1944,1,172212,[],"array([ 21.67261391, -38.74191444])"
1945,1,59867,[],"array([ 23.11240727, -33.22182261])"
1946,0,6532,['late'],"array([ 22.73245694, -31.3034144 ])"
1947,1,222600,[],"array([ 25.49433918, -33.54682794])"
1948,1,188400,[],"array([ 22.92743365, -34.67498138])"
1949,0,6565,['bowling'],"array([ 21.3874179 , -36.05925171])"
1950,0,6578,['pizza'],"array([ 19.35004687, -33.50725447])"
1951,1,122031,[],"array([ 13.21587682, -30.74298598])"
1952,0,6602,['asian'],"array([ 14.12482479, -27.16874131])"
1953,0,6612,"['ceviche', 'steak', 'tacu']","array([ 12.84168864, -18.73928072])"
1954,1,1233,[],"array([ 11.40779203, -16.6883946 ])"
1955,1,60848,[],"array([ 13.39524525, -21.50027489])"
1956,0,6614,"['omnivore', 'vegan']","array([ 15.49700679, -24.02215224])"
1957,1,558,[],"array([ 17.38745596, -24.82466481])"
1958,0,6635,['aycd'],"array([ 11.43779795, -18.39530283])"
1959,1,52563,[],"array([  8.47918915, -17.60322151])"
1960,1,57473,[],"array([ 14.83642807, -19.38636539])"
1961,0,6651,[],"array([ 23.26824766, -28.70096901])"
1962,0,6700,['zagat'],"array([ 24.66036821, -23.34063933])"
1963,1,43771,[],"array([ 23.42485257, -24.63258917])"
1964,1,19736,[],"array([ 26.39693184, -20.94177871])"
1965,1,15627,[],"array([ 17.4793941 , -14.92652835])"
1966,0,6711,[],"array([ 17.12504438, -12.69415147])"
1967,1,14965,[],"array([ 25.00658172, -30.32703397])"
1968,0,6732,['bowling'],"array([ 28.59516473, -32.17624659])"
1969,1,8120,[],"array([ 27.99926119, -29.1907597 ])"
1970,1,64892,[],"array([ 26.0906048 , -32.70742215])"
1971,1,225770,[],"array([ 18.49131836, -31.82864112])"
1972,0,6764,['bento'],"array([ 19.82860938, -33.45336967])"
1973,0,6779,['beer'],"array([ 30.30063485, -26.76649442])"
1974,0,6790,['a'],"array([ 13.80590276, -31.5537871 ])"
1975,1,12453,[],"array([ 10.96204336, -33.04303907])"
1976,1,69145,[],"array([ 10.67665638, -32.80086745])"
1977,1,194199,[],"array([  9.96659979, -23.37588041])"
1978,0,6793,['24'],"array([ 12.24473178, -25.10020461])"
1979,1,2772,[],"array([ 14.35466787, -27.17823416])"
1980,1,46123,[],"array([ 13.77740697, -23.25624193])"
1981,0,6795,['pizzeria'],"array([ 25.3844351 , -32.13583931])"
1982,0,6808,"['bistro', 'cheese', 'fondue', 'french', 'wine']","array([ 23.32163262, -25.98025237])"
1983,1,31394,[],"array([ 25.75178999, -24.1398992 ])"
1984,0,6813,['great'],"array([ 15.68068602, -27.17846508])"
1985,0,6842,[],"array([ 19.6108527 , -35.32266988])"
1986,1,38481,[],"array([ 16.48622217, -36.93278431])"
1987,0,6850,['cash'],"array([ 18.91759855, -36.36600317])"
1988,0,6855,['cheese'],"array([ 10.50211919, -29.42104666])"
1989,1,54747,[],"array([  9.89569386, -33.27541075])"
1990,0,6856,"['guacamole', 'margarita', 'pomegranate']","array([ 13.95602291, -32.142485  ])"
1991,1,24794,[],"array([ 12.40709732, -33.13627964])"
1992,1,16535,[],"array([ 12.9289487 , -44.30028456])"
1993,0,6861,['cheese'],"array([ 11.85589767, -47.24066962])"
1994,1,24468,[],"array([ 10.97456078, -49.6256023 ])"
1995,0,6881,['greenwich'],"array([ 18.03096082, -24.84496544])"
1996,1,1251,[],"array([ 17.36577579, -21.46237152])"
1997,1,1059,[],"array([ 21.1550276 , -27.78691732])"
1998,1,177297,[],"array([ 13.05416011, -21.98786917])"
1999,0,6894,['steak'],"array([ 23.06727973, -21.25798273])"
2000,1,130127,[],"array([ 28.40723253, -31.87380123])"
2001,0,6897,['fresh'],"array([ 25.18468873, -31.06991665])"
2002,0,6900,"['bravo', 'grill', 'italian', 'top']","array([ 25.19014503, -24.42060065])"
2003,0,6906,['mexican'],"array([ 23.92865937, -23.93853663])"
2004,1,156694,[],"array([ 24.93487441, -26.59220261])"
2005,0,6907,"['bar', 'blue']","array([ 27.36693726, -34.25860978])"
2006,1,22000,[],"array([  6.46388488, -27.36501425])"
2007,0,6951,"['asian', 'dumpling', 'dumplings', 'edamame', 'food']","array([ 10.25800314, -28.14073625])"
2008,1,44865,[],"array([  7.14243525, -27.70490424])"
2009,1,29031,[],"array([ 11.10363408, -25.97955992])"
2010,1,30477,[],"array([ 22.88184846, -34.06261596])"
2011,0,6956,"['arepas', 'food', 'homestyle', 'pabellon', 'patacones', 'venezuelan']","array([ 25.12220703, -32.81981594])"
2012,1,22595,[],"array([ 24.08385708, -30.00067912])"
2013,1,55198,[],"array([ 15.68042807, -37.32126225])"
2014,0,6960,['all'],"array([ 16.94579661, -34.3453137 ])"
2015,0,6995,"['pasta', 'pizza', 'pizza']","array([ 21.3246121 , -31.21187359])"
2016,1,264953,[],"array([ 33.63680522, -22.47916589])"
2017,0,6997,"['asian', 'japanese', 'sake', 'sushi']","array([ 31.70216834, -23.7000861 ])"
2018,1,32744,[],"array([ 34.44097825, -22.36973854])"
2019,1,9549,[],"array([ 33.8475356 , -23.04821006])"
2020,0,6999,['asian'],"array([ 24.7946886 , -31.45776401])"
2021,1,237070,[],"array([ 25.68917766, -29.33348221])"
2022,1,147899,[],"array([ 26.72988221, -32.58021012])"
2023,1,54001,[],"array([ 27.44058268, -33.21162151])"
2024,0,7002,['duck'],"array([ 27.79018457, -33.93127826])"
2025,0,7011,"['bar', 'basement', 'brunch', 'cheap']","array([ 18.3107895 , -33.92250444])"
2026,0,7025,"['wine', 'wine']","array([ 19.29137404, -36.66693683])"
2027,1,34559,[],"array([ 18.35589081, -18.99612111])"
2028,0,7051,"['brunch', 'franco-american', 'french']","array([ 18.84589211, -22.13362871])"
2029,1,76657,[],"array([ 16.81414678, -19.60641556])"
2030,1,48135,[],"array([ 18.96653856, -19.05017942])"
2031,0,7069,[],"array([ 16.29419253, -33.39986881])"
2032,0,7095,['ramen'],"array([ 19.73096085, -30.08924046])"
2033,1,245,[],"array([ 21.33792339, -32.68283053])"
2034,1,122123,[],"array([ 18.45454516, -28.63670419])"
2035,1,13600,[],"array([ 40.27768162, -70.84417568])"
2036,0,7184,"['ambiance', 'catering', 'corporate']","array([ 39.64777473, -70.59559292])"
2037,1,10315,[],"array([ 47.43288069, -73.20799191])"
2038,0,7202,['3'],"array([ 47.03048265, -73.74882352])"
2039,0,7203,"['bar', 'black']","array([ 22.25392127, -25.81000944])"
2040,1,73255,[],"array([ 20.61240963, -24.40773492])"
2041,1,59361,[],"array([ 23.87081927, -22.88154198])"
2042,1,59959,[],"array([ 26.34740223, -22.15192719])"
2043,0,7206,[],"array([ 25.96565604, -22.79815149])"
2044,1,29832,[],"array([ 23.55317457, -20.80889821])"
2045,1,137249,[],"array([ 25.32753969, -18.47281325])"
2046,0,7234,"['buzz', 'friends', 'lunch']","array([ 23.74897007, -21.09496919])"
2047,0,7250,"['brunch', 'italian', 'park']","array([ 10.47174861, -34.58731508])"
2048,0,7278,"['food', 'key']","array([ 12.80116854, -35.91675237])"
2049,0,7297,"['bar', 'flowers', 'food', 'pink']","array([ 20.28785849, -21.21575557])"
2050,1,24853,[],"array([ 20.79372776, -18.29847257])"
2051,1,125576,[],"array([ 20.39145208, -18.23432504])"
2052,1,19374,[],"array([ 22.47862781, -20.29812725])"
2053,0,7313,['dry'],"array([ 24.72307282, -29.67315882])"
2054,0,7319,"['chai', 'food', 'indian', 'oblivious']","array([ 18.42189171, -30.51882203])"
2055,0,7332,"['chicken', 'free-range']","array([ 18.25909525, -26.85235962])"
2056,0,7357,"['bravo', 'cocktails', 'garden', 'locavore', 'pasta', 'pizza', 'vegetarian-friendly', 'wine']","array([ 16.4382259 , -27.43096146])"
2057,1,32738,[],"array([ 17.33286614, -26.60431211])"
2058,0,7455,['food'],"array([ 16.04992945, -29.57951558])"
2059,0,7482,"['chinese', 'kosher', 'sushi']","array([ 22.10776928, -15.561729  ])"
2060,0,7507,['cheap'],"array([ 14.01566686, -31.11899242])"
2061,1,48072,[],"array([ 15.06818234, -34.8103462 ])"
2062,1,24518,[],"array([ 12.10804271, -30.45801998])"
2063,0,7519,"['brooklyn', 'michelin']","array([ 20.21366932, -23.90776563])"
2064,1,50218,[],"array([ 21.00098448, -20.7863588 ])"
2065,1,125191,[],"array([ 20.24626079, -20.8414242 ])"
2066,1,26958,[],"array([ 21.29968958, -39.07165734])"
2067,0,7521,['banquet'],"array([ 21.88775937, -41.20806167])"
2068,0,7524,"['beef', 'meat', 'models', 'raw']","array([ 24.77719719, -28.11573408])"
2069,1,5622,[],"array([ 28.91542294, -27.60022557])"
2070,1,36670,[],"array([ 27.76211181, -27.19260203])"
2071,1,11911,[],"array([ 27.85601972, -26.03620336])"
2072,1,65046,[],"array([ 27.98033243, -27.74607967])"
2073,0,7535,"['bravo', 'breakfast']","array([ 18.53589924, -26.87473104])"
2074,1,222355,[],"array([ 18.75068389, -24.80756914])"
2075,1,69153,[],"array([ 26.34090847, -14.50983874])"
2076,0,7542,[],"array([ 27.81844688, -12.34400173])"
2077,1,208592,[],"array([ 28.84838871, -10.88615671])"
2078,0,7557,['+'],"array([ 20.61154328, -28.6429549 ])"
2079,1,96231,[],"array([ 23.4351794 , -27.51470765])"
2080,1,99,[],"array([ 20.32812513, -27.01946189])"
2081,0,7578,"['all-you-can-drink', 'aussies', 'beer', 'brunch', 'seafood']","array([ 19.0028724 , -36.66752413])"
2082,1,5159,[],"array([ 28.368642  , -34.51551999])"
2083,0,7583,"['burgers', 'chicago']","array([ 25.94670374, -33.06072404])"
2084,0,7594,['$1'],"array([ 17.62919803, -32.78634186])"
2085,1,69836,[],"array([ 12.34842882, -23.30188097])"
2086,0,7599,"['bar', 'cinco']","array([ 13.95934198, -26.24464538])"
2087,1,160877,[],"array([ 17.00783574, -28.9200286 ])"
2088,1,90026,[],"array([ 19.66963522, -23.29664894])"
2089,0,7627,"['byob', 'gluten']","array([ 17.6067878 , -26.41050319])"
2090,1,98858,[],"array([ 16.18254193, -23.84956502])"
2091,1,8210,[],"array([ 15.46610273, -25.83762015])"
2092,1,30546,[],"array([ 13.67201556, -27.16271778])"
2093,1,147338,[],"array([ 17.54520333, -28.14747738])"
2094,0,7633,"['bar', 'brunch', 'ditch']","array([ 14.91546716, -30.07129128])"
2095,1,1284,[],"array([ 13.2240285 , -31.28096122])"
2096,1,22335,[],"array([ 11.95633924, -29.29016667])"
2097,1,172476,[],"array([ 12.69590336, -29.53189055])"
2098,1,28080,[],"array([ 24.91645821, -35.40930883])"
2099,0,7656,"['brooklyn', 'brunch', 'cheese', 'cocktails', 'cool']","array([ 22.42863011, -33.13994074])"
2100,0,7663,['pizza'],"array([ 18.62471408, -35.65198297])"
2101,1,40771,[],"array([ 18.61363509, -38.72332944])"
2102,0,7664,['house'],"array([ 14.30581796, -29.71741734])"
2103,0,7670,"['bakery', 'coffee', 'no']","array([ 19.91022471, -32.69737849])"
2104,1,47505,[],"array([ 22.63894801, -32.15701079])"
2105,1,78325,[],"array([ 20.74566615, -35.71357734])"
2106,0,7675,"['pizza', 'vezzo']","array([ 19.65871039, -32.40144126])"
2107,1,178972,[],"array([ 11.88114944, -34.24561237])"
2108,0,7677,['deli'],"array([  9.39774014, -31.34163158])"
2109,1,249013,[],"array([  6.62634174, -32.13872541])"
2110,1,123329,[],"array([  6.52880801, -31.7090075 ])"
2111,1,29958,[],"array([  6.67843497, -32.63666378])"
2112,1,37181,[],"array([ 21.63558088, -14.39117179])"
2113,0,7678,"['cheap', 'tacos', 'tex-mex']","array([ 21.1862635 , -16.47730077])"
2114,1,44213,[],"array([ 21.37747656, -14.03563065])"
2115,1,91070,[],"array([ 20.54880917, -20.80653048])"
2116,0,7680,['coffee'],"array([ 23.49275532, -22.28360021])"
2117,0,7723,"['a-list', 'bar', 'barbeque', 'bbq', 'bon']","array([ 19.49035   , -29.44178656])"
2118,1,1752,[],"array([ 20.78407115, -31.83544817])"
2119,1,116148,[],"array([ 21.75484179, -27.46886658])"
2120,0,7749,"['bar', 'best']","array([ 14.92606747, -27.29379298])"
2121,0,7751,['park'],"array([ 11.67718243, -31.16220353])"
2122,0,7761,['$9.95'],"array([ 21.84671633, -21.92715517])"
2123,0,7767,"['backyard', 'blt', 'coffee']","array([ 11.69301622, -34.79031414])"
2124,1,18152,[],"array([ 13.95452531, -33.67525384])"
2125,0,7776,[],"array([ 14.4246204 , -32.58388589])"
2126,0,7792,['italian'],"array([ 18.33459149, -27.37185737])"
2127,1,78141,[],"array([ 16.81095781, -22.95352926])"
2128,0,7794,[],"array([ 20.52875236, -25.38722267])"
2129,1,59396,[],"array([ 23.48716112, -26.25266574])"
2130,0,7796,['bald'],"array([ 22.17311788, -22.12867945])"
2131,1,80671,[],"array([ 23.26852059, -19.26854605])"
2132,1,194220,[],"array([ 24.6843469 , -18.45579513])"
2133,0,7797,['bagged'],"array([ 20.30222888, -35.84022294])"
2134,1,15301,[],"array([ 18.01460676, -35.54854907])"
2135,1,18213,[],"array([ 20.49803513, -33.60427375])"
2136,1,69593,[],"array([ 75.61597606, -21.97644834])"
2137,0,7798,"['alcohol', 'bar', 'bravo', 'dinner', 'drinks', 'food', 'happy']","array([ 75.71158549, -22.63274306])"
2138,0,7818,"['breakfast', 'brunch', 'coffee', 'egg', 'eggs', 'good_mark', 'organic', 'rated']","array([ 20.2473441 , -31.46618209])"
2139,1,58758,[],"array([ 16.77020561, -28.75825475])"
2140,1,42628,[],"array([ 22.33979311, -29.0044097 ])"
2141,1,11583,[],"array([ 21.93072625, -34.27884352])"
2142,1,81528,[],"array([34.32727701, 26.21683162])"
2143,0,7852,['coffee'],"array([34.82624362, 25.79580712])"
2144,0,7854,['tapeo'],"array([ 16.23040581, -36.30979576])"
2145,1,21747,[],"array([ 15.28876943, -39.15150526])"
2146,1,33390,[],"array([ 13.28134645, -39.32134076])"
2147,1,248690,[],"array([ 15.77996778, -35.39913195])"
2148,0,7859,"['noodles', 'ramen']","array([ 10.15507212, -31.99147292])"
2149,0,7874,"['margaritas', 'mexican', 'restaurant']","array([ 21.98621445, -22.54953838])"
2150,0,7875,"['cheap', 'cheap']","array([ 22.867493  , -31.05617591])"
2151,1,73518,[],"array([ 20.57020002, -36.01795218])"
2152,0,7876,"['alcohol', 'beer', 'burritos', 'mexican']","array([ 10.48271879, -33.71330627])"
2153,0,7893,"['breakfast', 'brunch', 'dessert', 'french']","array([ 15.22249494, -35.81467721])"
2154,1,35443,[],"array([ 13.91676729, -38.80801736])"
2155,0,7908,"['bakery', 'cupcake', 'neue']","array([ 16.72952731, -31.51492341])"
2156,1,5748,[],"array([ 15.43039859, -28.69227682])"
2157,0,7909,['fresh'],"array([ 12.20064345, -29.31107506])"
