# index, _graphml_vertex_id, id, name, x, y, z, _pos
374,n374,v409,v409,0,0,0.5,"array([14.20804755, -0.86477366])"
375,n375,v410,v410,0,0,0.5,"array([14.28553756, -0.90521738])"
376,n376,v411,v411,0,0,0.5,"array([15.21310266, -1.11788743])"
377,n377,v412,v412,0,0,0.5,"array([14.87932257, -0.96731248])"
378,n378,v413,v413,0,0,0.5,"array([14.91952817, -1.03154394])"
379,n379,v414,v414,0,0,0.5,"array([14.84198913, -1.29909533])"
380,n380,v415,v415,0,0,0.5,"array([14.18612019, -0.76273575])"
381,n381,v416,v416,0,0,0.5,"array([14.16120899, -0.81065108])"
382,n382,v417,v417,0,0,0.5,"array([14.54972166, -1.01858091])"
383,n383,v418,v418,0,0,0.5,"array([14.60664294, -1.14046292])"
384,n384,v421,v421,0,0,0.5,"array([13.92414367, -0.78453997])"
385,n385,v425,v425,0,0,0.5,"array([14.49098021, -1.23168359])"
386,n386,v426,v426,0,0,0.5,"array([14.4365924 , -1.18483818])"
387,n387,v427,v427,0,0,0.5,"array([13.84099743, -0.69975184])"
388,n388,v428,v428,0,0,0.5,"array([14.16273244, -1.00235692])"
389,n389,v429,v429,0,0,0.5,"array([14.55067421, -0.68528252])"
390,n390,v430,v430,0,0,0.5,"array([14.13984525, -0.58244556])"
391,n391,v431,v431,0,0,0.5,"array([14.13883256, -0.83854978])"
392,n392,v432,v432,0,0,0.5,"array([14.6493593 , -1.35221858])"
393,n393,v433,v433,0,0,0.5,"array([13.89673595, -0.86392392])"
394,n394,v434,v434,0,0,0.5,"array([14.10937064, -0.69009812])"
395,n395,v439,v439,0,0,0.5,"array([13.79044413, -0.89867961])"
396,n396,v440,v440,0,0,0.5,"array([14.34790483, -0.72372331])"
397,n397,v441,v441,0,0,0.5,"array([13.81860036, -0.13081886])"
398,n398,v442,v442,0,0,0.5,"array([14.43282008, -0.70906572])"
399,n399,v444,v444,0,0,0.5,"array([13.81985433, -1.16672912])"
400,n400,v445,v445,0,0,0.5,"array([13.85633333, -0.8857744 ])"
401,n401,v446,v446,0,0,0.5,"array([13.87707296, -0.80439091])"
402,n402,v448,v448,0,0,0.5,"array([14.75745238, -0.45815069])"
403,n403,v451,v451,0,0,0.5,"array([14.68078716, -1.04153225])"
404,n404,v452,v452,0,0,0.5,"array([14.7799933 , -1.14545376])"
405,n405,v453,v453,0,0,0.5,"array([14.30013966, -0.71329854])"
406,n406,v454,v454,0,0,0.5,"array([14.45873187, -0.59863657])"
407,n407,v455,v455,0,0,0.5,"array([14.41301814, -0.96895788])"
408,n408,v456,v456,0,0,0.5,"array([14.27715103, -0.87547602])"
409,n409,v457,v457,0,0,0.5,"array([14.66947631, -1.27593044])"
410,n410,v458,v458,0,0,0.5,"array([14.22760589, -0.53419165])"
411,n411,v459,v459,0,0,0.5,"array([14.51869845, -1.18408688])"
412,n412,v460,v460,0,0,0.5,"array([14.24346695, -0.90308188])"
413,n413,v461,v461,0,0,0.5,"array([14.16213679, -0.94492371])"
414,n414,v462,v462,0,0,0.5,"array([14.14904038, -0.3664687 ])"
415,n415,v463,v463,0,0,0.5,"array([14.39186237, -1.07501492])"
416,n416,v464,v464,0,0,0.5,"array([14.42966634, -0.99902078])"
417,n417,v465,v465,0,0,0.5,"array([14.3548845, -0.6044964])"
418,n418,v466,v466,0,0,0.5,"array([14.69344731, -1.13353126])"
419,n419,v467,v467,0,0,0.5,"array([14.50344418, -0.728014  ])"
420,n420,v468,v468,0,0,0.5,"array([14.14682947, -0.67668936])"
421,n421,v469,v469,0,0,0.5,"array([14.26150801, -0.82621819])"
422,n422,v470,v470,0,0,0.5,"array([14.04422754, -0.51130075])"
423,n423,v471,v471,0,0,0.5,"array([14.57026338, -0.64178549])"
424,n424,v472,v472,0,0,0.5,"array([14.36012512, -0.65487176])"
425,n425,v473,v473,0,0,0.5,"array([14.42983074, -0.85007018])"
426,n426,v474,v474,0,0,0.5,"array([14.28964705, -0.81011689])"
427,n427,v476,v476,0,0,0.5,"array([14.51532446, -0.61876232])"
428,n428,v477,v477,0,0,0.5,"array([14.60675656, -1.18276027])"
429,n429,v478,v478,0,0,0.5,"array([14.59705083, -0.68694935])"
430,n430,v479,v479,0,0,0.5,"array([14.49184019, -1.0045644 ])"
431,n431,v480,v480,0,0,0.5,"array([14.41702707, -1.13837444])"
432,n432,v481,v481,0,0,0.5,"array([13.46689079, -0.51307007])"
433,n433,v482,v482,0,0,0.5,"array([13.79533285, -0.94793774])"
434,n434,v483,v483,0,0,0.5,"array([14.22059107, -0.94836873])"
435,n435,v484,v484,0,0,0.5,"array([14.19490527, -0.93394987])"
436,n436,v485,v485,0,0,0.5,"array([14.29505676, -0.649016  ])"
437,n437,v486,v486,0,0,0.5,"array([14.56040997, -1.15638188])"
438,n438,v487,v487,0,0,0.5,"array([14.37102098, -1.14820261])"
439,n439,v488,v488,0,0,0.5,"array([14.549743 , -1.2841779])"
440,n440,v490,v490,0,0,0.5,"array([14.52262775, -0.83278225])"
441,n441,v491,v491,0,0,0.5,"array([14.25249145, -1.1547977 ])"
442,n442,v492,v492,0,0,0.5,"array([14.53225305, -1.23598656])"
443,n443,v493,v493,0,0,0.5,"array([14.61415577, -1.0811513 ])"
444,n444,v494,v494,0,0,0.5,"array([14.40037844, -1.2196852 ])"
445,n445,v495,v495,0,0,0.5,"array([14.2193033 , -1.50859452])"
446,n446,v496,v496,0,0,0.5,"array([13.86043006, -1.36263278])"
447,n447,v497,v497,0,0,0.5,"array([13.94427637, -1.36876579])"
448,n448,v499,v499,0,0,0.5,"array([14.3648453 , -1.18555644])"
449,n449,v500,v500,0,0,0.5,"array([13.99959845, -1.16033717])"
450,n450,v501,v501,0,0,0.5,"array([14.56428092, -1.07067175])"
451,n451,v502,v502,0,0,0.5,"array([14.34916589, -1.3124165 ])"
452,n452,v503,v503,0,0,0.5,"array([14.35834293, -0.48595485])"
