# index, pid, community, size, pos, leamer, name, _pos
181,3902,0,20.137939453125,"array([1544.12487793, 2224.98925781])",Polypropylene in primary forms,"#299fff
","array([ 6.39109794, -1.99391049])"
182,910,0,15.091552734375,"array([2722.93884277, 2369.73815918])",Ginger,"#33cc00
","array([ 6.0495254 , -1.62048655])"
183,6910,0,15.626220703125,"array([2482.66271973, 2385.43139648])","Porcelain bathroom, kitchen & other sanitary fixtures","#ff0000
","array([ 6.1028136 , -1.72983409])"
184,6106,0,15.827392578125,"array([2602.29406738, 2438.30322266])","Womens, girls blouses & shirts, of cotton, knit","#33cc00
","array([ 6.072526 , -1.6297607])"
185,6103,0,15.6279296875,"array([2621.69873047, 2348.68798828])","Mens, boys suits, of wool, fine animal hair, knit","#33cc00
","array([ 6.0753864 , -1.64014533])"
186,806,0,15.970458984375,"array([2542.09387207, 2790.02148438])","Grapes, fresh","#d1ff00
","array([ 5.69872308, -1.44480442])"
187,807,0,15.249267578125,"array([2454.15002441, 2588.89257812])","Melons (including watermelons), fresh","#bf8845
","array([ 5.89667756, -1.75440992])"
188,811,0,15.348876953125,"array([2436.75134277, 2373.30883789])","Strawberries, (uncooked steamed or boiled), frozen","#bf8845
","array([ 6.10867227, -1.76447515])"
189,813,0,15.1181640625,"array([2571.01855469, 2795.27270508])","Apricots, dried","#d1ff00
","array([ 5.70278308, -1.50853443])"
190,6809,0,15.157958984375,"array([2202.42980957, 2440.96508789])","Plaster board etc not ornamental, paper reinforced","#ff0000
","array([ 6.15869649, -1.80854275])"
191,6109,0,19.792724609375,"array([2647.3145752 , 2365.28833008])","T-shirts, singlets and other vests, of cotton, knit","#33cc00
","array([ 6.08443411, -1.66042828])"
192,6108,0,16.50048828125,"array([2605.69213867, 2385.23681641])","Womens, girls slips or petticoats, manmade fibre knit","#33cc00
","array([ 6.07179835, -1.66489723])"
193,4409,0,15.68212890625,"array([2242.44604492, 2190.52429199])",Coniferous wood continuously shaped along any edges,"#330000
","array([ 5.97237508, -1.73715527])"
194,1507,0,16.77880859375,"array([2699.18286133, 2794.43481445])","Soya-bean oil crude, whether or not degummed","#d1ff00
","array([ 5.49453994, -1.51494382])"
195,809,0,15.493896484375,"array([2601.34680176, 2754.6472168 ])","Apricots, fresh","#d1ff00
","array([ 5.74479606, -1.51373837])"
196,705,0,15.1728515625,"array([2668.2578125 , 2788.95141602])",Cabbage lettuce (head lettuce) fresh or chilled,"#d1ff00
","array([ 5.55674635, -1.52043973])"
197,713,0,15.916015625,"array([2494.01660156, 2720.20922852])","Peas dried, shelled","#d1ff00
","array([ 5.76679272, -1.4709422 ])"
198,710,0,15.658447265625,"array([2571.07189941, 2666.2409668 ])","Potatoes, frozen, uncooked steamed or boiled","#d1ff00
","array([ 5.95259089, -1.6471446 ])"
199,810,0,15.922119140625,"array([2500.56164551, 2601.01855469])","Strawberries, fresh","#bf8845
","array([ 5.87082374, -1.73554883])"
200,708,0,15.018310546875,"array([2508.74694824, 2568.60449219])","Peas, shelled or unshelled, fresh or chilled","#bf8845
","array([ 5.90013615, -1.72657916])"
201,1509,0,15.772705078125,"array([2694.05236816, 2831.49975586])","Olive oil, virgin","#d1ff00
","array([ 5.52249565, -1.54399583])"
202,1516,0,15.52880859375,"array([2437.89233398, 2599.0045166 ])","Animal fats, oils, fractions, hydrogenated, esterifie","#bf8845
","array([ 5.86282437, -1.82000018])"
203,803,0,16.4197998046875,"array([2040.88775635, 2936.25024414])","Bananas, including plantains, fresh or dried","#d1ff00
","array([ 5.28404077, -2.1003246 ])"
204,714,0,15.05615234375,"array([2002.15673828, 2966.80664062])","Manioc (cassava), fresh or dried","#d1ff00
","array([ 5.24541212, -2.10907527])"
205,1517,0,15.66748046875,"array([2433.59838867, 2535.20629883])","Margarine, except liquid margarine","#bf8845
","array([ 5.9343272 , -1.81580473])"
206,7412,0,15.477294921875,"array([1567.91101074, 2768.5078125 ])","Pipe & tube fittings, of refined copper","#299fff
","array([ 6.54353952, -2.11856064])"
207,8516,0,20.391845703125,"array([1531.95080566, 2749.48413086])","Electric instant, storage and immersion water heaters","#299fff
","array([ 6.50939176, -2.10446768])"
208,8201,0,15.048583984375,"array([2535.02844238, 2163.14599609])",Spades and shovels,"#9c9a87
","array([ 5.97584034, -1.63125988])"
209,8204,0,15.2021484375,"array([1577.37854004, 2652.62878418])","Wrenches, hand-operated, with non-adjustable jaws","#299fff
","array([ 6.3884727 , -2.09332396])"
210,8448,0,15.548095703125,"array([1647.45593262, 2696.21191406])","Dobbies, Jacquards, etc for spinning machines & looms","#299fff
","array([ 6.39392105, -2.12260622])"
211,8535,0,16.2276611328125,"array([2045.85540771, 2306.16552734])","Electrical fuses, for voltage > 1kV","#299fff
","array([ 6.23852038, -1.85046005])"
212,7228,0,17.25390625,"array([2211.03393555, 2116.93225098])",Bar/rod of high speed steel not in coils,"#299fff
","array([ 6.31271965, -1.5831213 ])"
213,7223,0,15.184814453125,"array([1620.1541748 , 2674.26293945])",Wire of stainless steel,"#299fff
","array([ 6.39018364, -2.15008197])"
214,8711,0,18.18408203125,"array([1359.36352539, 2857.5793457 ])","Motorcycles, spark ignition engine of < 50 cc","#0576a6
","array([ 7.14291438, -2.21904041])"
215,7317,0,15.28759765625,"array([2525.59790039, 2075.55444336])","Nails/staples/etc, iron/steel, not office stationary","#9c9a87
","array([ 5.92968994, -1.58884783])"
216,2604,0,15.336181640625,"array([1071.39831543, 2390.4597168 ])",Nickel ores and concentrates,"#330000
","array([ 7.01987509, -1.78469927])"
217,7501,0,16.22216796875,"array([1038.80627441, 2371.19433594])",Nickel mattes,"#330000
","array([ 7.06612092, -1.79082417])"
218,2616,0,15.33447265625,"array([2310.62426758, 1758.42285156])",Silver ores and concentrates,"#330000
","array([ 5.55273959, -2.63575676])"
219,7403,0,23.750244140625,"array([2213.83679199, 1803.8626709 ])",Copper cathodes and sections of cathodes unwrought,"#330000
","array([ 5.60037721, -2.55886821])"
220,2606,0,15.29345703125,"array([1782.1796875 , 2831.41967773])",Aluminium ores and concentrates,"#330000
","array([ 6.23384978, -2.3359667 ])"
221,2818,0,17.997802734375,"array([1748.72619629, 2760.13500977])",Artificial corundum,"#330000
","array([ 6.24368949, -2.27629229])"
222,7502,0,17.73486328125,"array([1112.45690918, 2426.57177734])","Nickel unwrought, not alloyed","#330000
","array([ 6.96085961, -1.78061395])"
223,2605,0,15.060302734375,"array([1048.68920898, 2483.48486328])",Cobalt ores and concentrates,"#330000
","array([ 7.07897386, -1.73970948])"
224,3918,0,15.4951171875,"array([1411.98205566, 2162.74682617])","Floor, wall, ceiling cover, roll, tile, vinyl chlorid","#9c9a87
","array([ 6.61287327, -1.77385475])"
225,3904,0,17.50830078125,"array([1669.08837891, 2085.20214844])",Polyvinyl chloride in primary forms,"#299fff
","array([ 6.39966308, -2.04890283])"
226,2608,0,15.820068359375,"array([2512.21984863, 2910.43884277])",Zinc ores and concentrates,"#330000
","array([ 5.64725568, -1.34913029])"
227,2610,0,15.317626953125,"array([1465.07751465, 2100.6048584 ])",Chromium ores and concentrates,"#330000
","array([ 6.6915667 , -1.57506703])"
228,7005,0,15.84375,"array([2168.078125  , 2173.78955078])","Float glass etc sheets, absorbent or reflecting layer","#299fff
","array([ 6.0635157 , -2.04449577])"
229,5902,0,15.2861328125,"array([2147.79248047, 2163.4609375 ])","Tyre cord fabric of nylon, polyamides","#299fff
","array([ 6.04496479, -2.10663403])"
230,8212,0,15.453125,"array([1416.77307129, 2125.58007812])","Razors including safety razors, open blade razors","#9c219c
","array([ 6.70612995, -1.74801345])"
231,6309,0,15.2216796875,"array([2160.48608398, 2611.50830078])",Worn clothing and other worn articles,"#9c9a87
","array([ 6.04566415, -1.90678097])"
232,1701,0,17.949462890625,"array([2495.4864502 , 2192.30761719])","Raw sugar, cane","#d1ff00
","array([ 5.97210749, -1.67859996])"
233,1702,0,15.633544921875,"array([1827.02416992, 2707.4465332 ])",Lactose and lactose syrup,"#d1ff00
","array([ 6.30975522, -1.84914748])"
234,9303,0,15.011474609375,"array([1475.82397461, 2485.32006836])",Muzzle-loading firearms,"#299fff
","array([ 6.36589597, -1.87253092])"
235,2933,0,23.9208984375,"array([1217.76977539, 2041.29858398])","Phenazone (antipyrin), derivatives","#9c219c
","array([ 6.53388997, -1.6740325 ])"
236,8202,0,15.384765625,"array([1505.66540527, 2493.67333984])",Hand saws,"#299fff
","array([ 6.40957344, -1.94046038])"
237,8416,0,15.28857421875,"array([1514.2800293 , 2317.41748047])",Furnace burners for liquid fuel,"#299fff
","array([ 6.38216384, -1.92758152])"
238,2921,0,16.5843505859375,"array([1194.05706787, 2081.88085938])","Methylamine, di- or trimethylamine, salts","#9c219c
","array([ 6.56010898, -1.69163686])"
239,5603,0,16.4886474609375,"array([1947.13409424, 2449.05786133])",Nonwovens textiles except felt,"#730049
","array([ 6.28533368, -1.87739065])"
240,2920,0,15.039794921875,"array([1241.31311035, 2073.44641113])","Thiophosphoric esters(phosphorothioates),salts,derivs","#9c219c
","array([ 6.55391891, -1.662979  ])"
241,2925,0,15.03466796875,"array([1241.22558594, 2096.57470703])","Saccharin, salts","#9c219c
","array([ 6.53400469, -1.70034021])"
242,2935,0,15.460205078125,"array([1220.30078125, 2086.91247559])",Sulphonamides in bulk,"#9c219c
","array([ 6.54319848, -1.72716821])"
243,2936,0,16.00244140625,"array([1284.97290039, 2188.08935547])","Provitamins, unmixed","#9c219c
","array([ 6.50387263, -1.80693368])"
244,2912,0,15.149658203125,"array([1259.62817383, 2109.04760742])",Methanal (formaldehyde),"#9c219c
","array([ 6.53964549, -1.77635668])"
245,9025,0,15.393310546875,"array([1534.84057617, 2243.29516602])","Thermometers, liquid-filled","#299fff
","array([ 6.38716366, -1.90128241])"
246,8203,0,15.134033203125,"array([1873.47436523, 2638.52661133])","Files, rasps and similar tools","#299fff
","array([ 6.2308408 , -2.07631402])"
247,8104,0,15.2587890625,"array([1654.55541992, 2900.24987793])",Magnesium unwrought > 99.8% pure,"#330000
","array([ 6.55306663, -2.4265372 ])"
248,8102,0,15.13134765625,"array([1612.82409668, 2913.05786133])","Molybdenum, powder","#9c9a87
","array([ 6.51345952, -2.45529624])"
249,8303,0,15.0037841796875,"array([1805.05352783, 2695.58764648])","Safes/strong-boxes etc, of base metal","#299fff
","array([ 6.22425626, -2.03269955])"
250,8715,0,15.148681640625,"array([2810.6751709 , 2739.05834961])",Baby carriages and parts thereof,"#9c9a87
","array([ 6.40392933, -1.28242286])"
251,5208,0,16.898681640625,"array([2711.78918457, 2588.63012695])","Plain weave cotton, >85% <100 g/m2, unbleached","#33cc00
","array([ 6.12858198, -1.50178596])"
252,8209,0,15.79345703125,"array([1472.09460449, 2164.14794922])","Tool plates/tips/etc, sintered metal carbide & cermet","#299fff
","array([ 6.52604183, -1.93417063])"
253,9612,0,15.11767578125,"array([1248.06616211, 2455.52783203])",Typewriter or similar ribbons,"#99ffff
","array([ 6.65048956, -1.88995235])"
254,8510,0,15.332763671875,"array([1701.63354492, 2051.28259277])","Shavers, with self-contained electric motor","#299fff
","array([ 6.18157203, -2.19287253])"
255,8305,0,15.009765625,"array([1699.35534668, 2145.03979492])","Office binder/file fittings, of base metal","#299fff
","array([ 6.22039575, -2.14271262])"
256,7615,0,15.369873046875,"array([2598.33044434, 2548.16967773])","Aluminium table/kitchen/household articles, scourers","#33cc00
","array([ 6.20169486, -1.62935719])"
257,5503,0,15.852294921875,"array([2184.10778809, 2125.76586914])","Staple fibres of nylon, polyamides, not carded, combe","#299fff
","array([ 5.9897934 , -2.14216874])"
258,805,0,16.502197265625,"array([2550.5111084 , 2913.75219727])","Oranges, fresh or dried","#d1ff00
","array([ 5.66395616, -1.42712211])"
259,9026,0,17.1982421875,"array([1427.73999023, 2347.10351562])",Equipment to measure or check liquid flow or level,"#299fff
","array([ 6.43118678, -1.92188538])"
260,302,0,16.506591796875,"array([2106.23034668, 2843.02587891])","Trout, fresh or chilled, whole","#d1ff00
","array([ 5.56832163, -2.074787  ])"
261,2916,0,16.1044921875,"array([1204.59997559, 2318.6472168 ])","Acrylic acid, salts","#9c219c
","array([ 6.54926854, -1.82933495])"
262,2505,0,15.12744140625,"array([2687.80493164, 2745.95263672])",Silica sands and quartz sands,"#330000
","array([ 6.2612075 , -1.44652023])"
263,706,0,15.051513671875,"array([2668.2557373 , 2827.03955078])","Carrots and turnips, fresh or chilled","#d1ff00
","array([ 5.59620356, -1.50036337])"
264,707,0,15.127197265625,"array([2618.56677246, 2901.890625  ])","Cucumbers and gherkins, fresh or chilled","#d1ff00
","array([ 5.5258987 , -1.47349626])"
265,602,0,15.96435546875,"array([2653.63696289, 2900.6315918 ])","Cuttings and slips, not rooted","#d1ff00
","array([ 5.53868614, -1.4438185 ])"
266,603,0,16.002685546875,"array([2901.49963379, 2107.95336914])","Cut flowers and flower buds for bouquets, etc., fresh","#d1ff00
","array([ 5.89352131, -0.96447129])"
267,409,0,15.031005859375,"array([2585.08679199, 2111.05578613])","Honey, natural","#d1ff00
","array([ 5.99077026, -1.65738663])"
268,601,0,15.07421875,"array([2059.96704102, 2840.50927734])","Bulbs, tubers, corms, crowns and rhizomes, dormant","#d1ff00
","array([ 5.91006764, -2.13509738])"
269,2515,0,15.125,"array([2468.30371094, 2869.84814453])","Marble and travertine, crude or roughly trimmed","#330000
","array([ 5.46743412, -1.29406184])"
270,5705,0,15.006103515625,"array([2430.33435059, 2922.87548828])","Carpets and textile floor coverings, nes","#9c9a87
","array([ 5.37914994, -1.25605045])"
271,1511,0,19.248779296875,"array([2884.43322754, 2173.9041748 ])","Palm oil, crude","#d1ff00
","array([ 5.90337424, -1.0039929 ])"
272,701,0,15.400634765625,"array([2448.79602051, 2898.68579102])","Potatoes seed, fresh or chilled","#d1ff00
","array([ 5.41645815, -1.27389277])"
273,1604,0,16.876708984375,"array([2182.65710449, 2822.85473633])","Salmon prepared or preserved, not minced","#d1ff00
","array([ 5.57240561, -2.02949674])"
274,307,0,16.112060546875,"array([2140.40563965, 2862.32202148])",Oysters,"#d1ff00
","array([ 5.53342895, -2.05268082])"
275,1601,0,15.39306640625,"array([2221.88061523, 2421.59423828])","Sausages, similar products of meat, meat offal & bloo","#730049
","array([ 6.10948534, -1.8708798 ])"
276,5608,0,15.008056640625,"array([2174.98059082, 2853.77758789])","Made up fishing nets, of manmade textile materials","#d1ff00
","array([ 5.54661975, -2.01323743])"
277,2103,0,16.07666015625,"array([2228.9909668 , 2458.92651367])",Soya sauce,"#730049
","array([ 6.06972002, -1.84092452])"
278,1602,0,16.76025390625,"array([2268.47387695, 2494.5559082 ])",Homogenized preparations of meat and meat offal,"#730049
","array([ 6.06753931, -1.87074269])"
279,2309,0,17.62109375,"array([2244.13208008, 2514.90185547])",Dog or cat food (retail),"#730049
","array([ 6.05121808, -1.85965513])"
280,2105,0,15.29150390625,"array([2276.3527832 , 2466.43041992])",Ice cream and other edible ice,"#730049
","array([ 6.08735669, -1.85834634])"
281,3208,0,16.799560546875,"array([2083.95397949, 2483.36425781])","Polyester based paints, varnishes, non-aqueous medium","#730049
","array([ 6.14912928, -1.87700373])"
282,2716,0,21.436767578125,"array([2309.44714355, 2553.49462891])",Electrical energy,"#9c9a87
","array([ 6.14376611, -1.79745915])"
283,1515,0,15.445068359375,"array([2664.79553223, 2688.95483398])","Linseed oil, crude","#d1ff00
","array([ 6.2401702, -1.4971766])"
284,9031,0,19.13818359375,"array([1342.76513672, 2456.54077148])","Machines for balancing mechanical parts, nes","#99ffff
","array([ 6.54499835, -1.9706709 ])"
285,3206,0,16.400146484375,"array([1476.70690918, 2245.41040039])",Pigments and preparations based on titanium dioxide,"#299fff
","array([ 6.415893  , -1.85440429])"
286,4805,0,16.294677734375,"array([2193.44006348, 2422.6484375 ])","Paper, fluting, in rolls, semi-chemical, uncoated","#ff0000
","array([ 6.12325681, -1.92145116])"
287,4401,0,15.6669921875,"array([2234.41137695, 2332.1730957 ])",Fuel wood,"#ff0000
","array([ 6.10740979, -1.8888961 ])"
288,4408,0,15.41259765625,"array([2271.22314453, 2227.71447754])","Veneer or ply sheet, coniferous (softwood) <6 mm thic","#330000
","array([ 6.01770471, -1.79272503])"
289,4403,0,17.099365234375,"array([2292.58044434, 2191.45812988])","Poles, treated or painted with preservatives","#330000
","array([ 5.94764064, -1.79001893])"
290,8607,0,16.5970458984375,"array([1895.40032959, 2535.3918457 ])",Railway & tramway driving bogies  & bissel-bogies,"#299fff
","array([ 6.19470295, -1.97450103])"
291,8530,0,15.22216796875,"array([1878.88842773, 2418.21948242])","Electric signal, safety & traffic controls, railway","#299fff
","array([ 6.26756624, -1.91933723])"
292,7222,0,15.998779296875,"array([1561.13439941, 2538.21704102])",Stainless steel bar nfw than hot rolled/drawn/extrude,"#299fff
","array([ 6.37559958, -2.04614832])"
293,7225,0,18.745849609375,"array([1501.09875488, 2367.19165039])","Flat rolled silicon-electrical steel, width >600mm","#299fff
","array([ 6.40946036, -1.97828121])"
294,7219,0,20.0,"array([1428.14025879, 2188.84790039])","Hot rolled stainless steel coil, w >600mm, t >10mm","#299fff
","array([ 6.57107898, -1.81153625])"
295,7221,0,15.22509765625,"array([1430.89331055, 2576.38317871])","Bar or rod, stainless steel, hot rolled, coiled","#299fff
","array([ 6.63107516, -1.99060206])"
296,7204,0,23.237548828125,"array([2422.08898926, 2277.27478027])","Waste or scrap, of cast iron","#330000
","array([ 5.93750744, -1.69304261])"
297,7216,0,18.578369140625,"array([2203.9119873 , 2246.86962891])","Sections, U/I/H, iron or non-alloy steel, nfw than hot formed <80mm","#299fff
","array([ 6.20268577, -1.78252013])"
298,8450,0,16.99462890625,"array([1556.63366699, 2603.56396484])","Automatic washing machines, of a dry capacity < 10 kg","#299fff
","array([ 6.43940796, -2.00732597])"
299,7013,0,16.072265625,"array([2088.84912109, 2138.81225586])","Glass-ceramic ware for table kitchen, etc","#299fff
","array([ 6.1113201 , -2.09121087])"
300,8465,0,16.2091064453125,"array([1888.56365967, 2352.54858398])",Multi-purpose machines for wood etc work,"#299fff
","array([ 6.24507081, -1.94813498])"
301,8409,0,24.2998046875,"array([1693.41333008, 2412.24609375])",Parts for spark-ignition aircraft engines,"#299fff
","array([ 6.32149481, -1.96914349])"
302,2101,0,15.766357421875,"array([2378.23864746, 2257.578125  ])","Coffee extracts, essences, concentrates, preparations","#ff0000
","array([ 5.99140812, -1.86118679])"
303,2201,0,15.34375,"array([2090.70019531, 2557.77807617])",Mineral and aerated waters not sweetened or flavoured,"#730049
","array([ 6.16040576, -1.97229793])"
304,2003,0,15.030029296875,"array([1053.69348145, 2231.67773438])","Mushrooms, prepared or preserved, not in vinegar","#9c219c
","array([ 6.83222625, -1.52773114])"
305,2401,0,16.46337890625,"array([2545.7253418, 2560.859375 ])","Tobacco, unmanufactured, not stemmed or stripped","#bf8845
","array([ 5.94833619, -1.67403212])"
306,3924,0,16.63525390625,"array([2832.04956055, 2425.31933594])",Plastic table and kitchen ware,"#9c9a87
","array([ 6.06225236, -1.39106856])"
307,6802,0,16.4208984375,"array([2487.76489258, 2823.7980957 ])","Stone mosaic tiles, artificial coloured chips etc","#330000
","array([ 5.53331878, -1.31182136])"
308,1804,0,15.529541015625,"array([2813.57336426, 2203.05639648])","Cocoa butter, fat, oil","#d1ff00
","array([ 5.88889631, -1.14147562])"
309,1902,0,15.91552734375,"array([2884.40893555, 2396.3371582 ])",Uncooked egg pasta not stuffed or prepared,"#9c9a87
","array([ 6.03973187, -1.34286888])"
310,2907,0,16.03564453125,"array([1260.94421387, 2194.68701172])","Phenol (hdroxybenzene), salts","#9c219c
","array([ 6.52523379, -1.84859477])"
311,3701,0,15.785400390625,"array([1201.78759766, 2205.19116211])",X-ray plates and films,"#9c219c
","array([ 6.63979291, -1.83682924])"
312,7220,0,15.728515625,"array([1409.9498291 , 2218.47167969])","Hot rolled stainless steel sheet, w <600mm, t >4.75 m","#299fff
","array([ 6.48066741, -1.90009171])"
313,3906,0,16.649658203125,"array([1252.21533203, 2163.69116211])","Polymethyl methacrylate, in primary forms","#9c219c
","array([ 6.58700569, -1.84231102])"
314,3707,0,15.774169921875,"array([1179.74255371, 2147.02270508])",Sensitising emulsions,"#9c219c
","array([ 6.68574678, -1.82885777])"
315,2903,0,16.2398681640625,"array([1202.41363525, 2133.24450684])",Chloromethane and chloroethane,"#9c219c
","array([ 6.57174352, -1.77228671])"
316,2203,0,16.5494384765625,"array([1970.24871826, 2639.41699219])",Beer made from malt,"#730049
","array([ 6.2573924, -1.8351204])"
317,2207,0,15.94287109375,"array([1936.73547363, 2579.53735352])",Undenatured ethyl alcohol > 80% by volume,"#730049
","array([ 6.2876588 , -1.72961694])"
318,7507,0,15.005615234375,"array([1372.02026367, 2296.23986816])","Tubes and pipe, nickel, not alloyed","#299fff
","array([ 6.65461619, -1.92188424])"
319,8108,0,15.681396484375,"array([1252.05895996, 2299.84228516])","Titanium, unwrought, waste or scrap, powders","#330000
","array([ 6.73172221, -1.86092978])"
320,9024,0,15.185302734375,"array([1472.49645996, 2289.00488281])",Machines for testing mechanical properties of metals,"#299fff
","array([ 6.45860303, -1.95131768])"
321,3911,0,15.64990234375,"array([1212.9855957 , 2172.08825684])","Petroleum resins, coumarone, indene, polyterpenes","#9c219c
","array([ 6.62235899, -1.84659458])"
322,8427,0,17.332763671875,"array([1371.2890625 , 2226.79418945])","Self-propelled works trucks, electric motor","#299fff
","array([ 6.5665931 , -1.88912639])"
323,8524,0,19.267578125,"array([1395.15454102, 2254.58911133])",Recorded gramophone records,"#9c219c
","array([ 6.461289  , -1.91157998])"
324,7002,0,15.0810546875,"array([1214.0670166 , 2230.45336914])",Glass balls except microspheres < 1mm diameter,"#9c219c
","array([ 6.70121098, -1.86912123])"
325,7506,0,15.105712890625,"array([1268.45446777, 2250.61157227])","Plates, sheet, strip and foil, nickel, not alloyed","#9c219c
","array([ 6.67171381, -1.88551178])"
326,5502,0,15.188720703125,"array([1182.66772461, 2260.12573242])",Artificial filament tow,"#9c219c
","array([ 6.70489495, -1.82282899])"
327,3910,0,15.77001953125,"array([1228.62585449, 2199.56396484])",Silicones in primary forms,"#9c219c
","array([ 6.64128407, -1.86359418])"
328,105,0,15.164794921875,"array([2217.38977051, 2603.90161133])","Fowls, live domestic < 185 grams","#d1ff00
","array([ 6.21112638, -1.8210476 ])"
329,1209,0,15.6474609375,"array([2515.21313477, 2648.60461426])","Seed, sugar beet, for sowing","#bf8845
","array([ 5.8113278 , -1.71885507])"
330,3922,0,15.42919921875,"array([2079.51953125, 2392.30175781])","Baths, shower-baths and wash basins, of plastics","#ff0000
","array([ 6.15433727, -1.85521732])"
331,8506,0,15.908447265625,"array([1122.62097168, 2216.28149414])",Manganese dioxide primary cell/battery volume < 300 c,"#9c219c
","array([ 6.50996832, -1.73238075])"
332,4014,0,15.02587890625,"array([1357.88562012, 2383.37036133])",Sheath contraceptives,"#9c219c
","array([ 6.46106737, -1.77709998])"
333,3204,0,16.79052734375,"array([1126.19042969, 2237.99902344])",Disperse dyes and preparations based thereon,"#9c219c
","array([ 6.48082115, -1.72150817])"
334,7303,0,15.222900390625,"array([2438.13586426, 2863.49829102])","Tubes, pipes and hollow profiles, of cast iron","#9c9a87
","array([ 5.46661215, -1.23481437])"
335,7117,0,15.678955078125,"array([1186.63024902, 2433.90380859])","Cuff-links and studs of base metal, plated or not","#9c219c
","array([ 6.42854009, -1.69749965])"
336,2922,0,17.177978515625,"array([1196.71044922, 1981.1673584 ])","Monoethanolmine, salts","#9c219c
","array([ 6.55798281, -1.59465796])"
337,2917,0,17.62109375,"array([1129.8458252 , 2190.29443359])","Oxalic acid, its salts & esters","#9c219c
","array([ 6.71014998, -1.84599911])"
338,3812,0,15.4906005859375,"array([1203.71075439, 2446.93774414])",Prepared rubber accelerators,"#9c219c
","array([ 6.44497749, -1.71469908])"
339,9105,0,15.02294921875,"array([1416.52185059, 2722.78613281])","Alarm clocks, battery or mains powered","#0576a6
","array([ 6.97702824, -1.98801998])"
340,6601,0,15.172119140625,"array([1436.0234375 , 2759.84399414])",Garden and similar umbrellas,"#9c9a87
","array([ 7.02611189, -1.99081843])"
341,7020,0,15.244140625,"array([1361.99145508, 2699.45166016])","Articles of glass, nes","#99ffff
","array([ 6.61742513, -2.11817289])"
342,6506,0,15.201904296875,"array([1358.80712891, 2729.68237305])",Safety headgear,"#99ffff
","array([ 6.64634554, -2.17117585])"
343,6801,0,15.09375,"array([2461.75170898, 2846.35253906])","Stone setts, curbstones, flagstones (except slate)","#330000
","array([ 5.49571507, -1.26875274])"
344,9505,0,15.60009765625,"array([2807.61010742, 2825.11645508])",Articles for Christmas festivities,"#6e451e
","array([ 6.40466235, -1.17184338])"
345,6704,0,15.05126953125,"array([2821.97216797, 2870.65380859])",Complete wigs of synthetic textile materials,"#6e451e
","array([ 6.39546282, -1.12809478])"
346,6702,0,15.07861328125,"array([2859.9362793 , 2825.59521484])","Artificial flowers foliage fruit, articles, plastic","#6e451e
","array([ 6.44533065, -1.12207971])"
347,9706,0,15.294921875,"array([2479.1784668 , 2766.10058594])",Antiques older than one hundred years,"#9c9a87
","array([ 5.70201445, -1.4064984 ])"
348,3920,0,21.8472900390625,"array([2028.89031982, 2445.90429688])",Sheet/film not cellular/reinf polymers of ethylene,"#730049
","array([ 6.16127136, -1.92281252])"
349,1107,0,15.509521484375,"array([1959.56384277, 2614.46118164])","Malt, not roasted","#d1ff00
","array([ 6.23817376, -1.82312172])"
350,5607,0,15.131103515625,"array([2369.74060059, 2209.51293945])","Twine, cordage, ropes and cables, of jute, bast fibre","#ff0000
","array([ 6.14263572, -1.73084291])"
351,5701,0,15.08154296875,"array([1966.88537598, 1869.17541504])","Carpets of wool or fine animal hair, knotted","#6e451e
","array([ 5.93127554, -2.72315996])"
352,8604,0,15.000244140625,"array([1568.97180176, 2896.078125  ])",Railway maintenance-of-way service vehicles,"#299fff
","array([ 6.48856745, -2.53272061])"
353,8215,0,15.18017578125,"array([2768.48681641, 2745.20849609])",Cutlery sets plated with precious metal,"#33cc00
","array([ 6.37347142, -1.31530399])"
354,8405,0,15.032958984375,"array([1652.57617188, 2200.1262207 ])","Producer, water and acetylene gas generators","#299fff
","array([ 6.35178215, -2.10177631])"
355,8404,0,15.208251953125,"array([1948.44567871, 2197.96655273])",Auxiliary plant for steam/vapour generating boilers,"#299fff
","array([ 6.15505048, -2.05627297])"
356,8463,0,15.210205078125,"array([1811.94152832, 2198.05004883])","Draw-benches for bars, tubes, profiles wire etc","#299fff
","array([ 6.20659975, -2.08027273])"
357,6102,0,15.237060546875,"array([2559.62512207, 2446.55883789])","Womens, girls overcoats, etc, of wool or hair, knit","#33cc00
","array([ 6.1139337 , -1.63965476])"
358,5509,0,15.599853515625,"array([2581.08679199, 2466.87182617])","Yarn >85% nylon, etc staple fibres, single, not retai","#33cc00
","array([ 6.17244591, -1.67394898])"
359,5309,0,15.0255126953125,"array([1783.55767822, 2173.46875   ])","Woven fabric, >85% flax, unbleached or bleached","#299fff
","array([ 6.27752806, -2.12078328])"
360,5903,0,16.084716796875,"array([1718.58740234, 2209.01635742])","Fabric impregnated, coated, covered with pvc plastic","#299fff
","array([ 6.31202478, -2.07217127])"
361,5401,0,15.020751953125,"array([2718.94665527, 2459.60522461])",Sewing thread of synthetic filaments,"#33cc00
","array([ 6.0811182 , -1.57193614])"
362,5806,0,15.295166015625,"array([2759.17492676, 2430.11816406])",Woven pile fabric and narrow chenille fabric,"#33cc00
","array([ 6.10180248, -1.5690923 ])"
363,5211,0,15.15283203125,"array([2705.8737793 , 2517.66845703])","Plain weave cotton, <85% +manmade fibre, >200g/m2 unb","#33cc00
","array([ 6.17912885, -1.55556411])"
