# index, label, source, value, _pos
312,jinkythecat.blogspot.com,Blogarama,0,"array([ 17.57807644, -12.9570942 ])"
313,jmbzine.com,Blogarama,0,"array([11.37109703, -9.5237869 ])"
314,joebrent.blogspot.com,Blogarama,0,"array([16.10847051, -6.68801028])"
315,john.hoke.org,BlogCatalog,0,"array([20.45069924, -9.98175334])"
316,johnmccrory.com,"Blogarama,LeftyDirectory",0,"array([ 19.27759142, -10.64164221])"
317,johnnynobody.blogspot.com,Blogarama,0,"array([ 12.35953053, -12.27424296])"
318,jointhecrowd.blogspot.com,Blogarama,0,"array([ 47.22615525, -50.98777682])"
319,jospehsmind.blogspot.com,BlogCatalog,0,"array([ 64.61315975, -45.57237793])"
320,journals.aol.com/breuvers/madashellnotgoingtotakeitanymore,Blogarama,0,"array([ 23.96006387, -12.95858485])"
321,jpandre.blogspot.com,eTalkingHead,0,"array([  3.19432525, -60.77088573])"
322,juancole.com,"BlogPulse,eTalkingHead",0,"array([18.46700072, -8.82291557])"
323,juandejesus.50megs.com/juancomments.html,Blogarama,0,"array([29.93314973, 50.60235932])"
324,julietterossant.com/superchefblog/superchefblog.html,eTalkingHead,0,"array([15.52165227,  7.08270705])"
325,juliusblog.blogspot.com,BlogPulse,0,"array([ 18.36263358, -10.52940825])"
326,justmark.com,Blogarama,0,"array([27.36247266, -8.06644306])"
327,karlhenderson.blogspot.com,Blogarama,0,"array([ 13.68405564, -11.21929769])"
328,karmicsoup.blogspot.com,BlogCatalog,0,"array([ 20.43245785, -13.94841374])"
329,katyggls.blogspot.com,BlogCatalog,0,"array([-25.8598846 ,  35.93307314])"
330,kcdems.blogspot.com,CampaignLine,0,"array([ 14.05863964, -12.23282486])"
331,kensain.com,Blogarama,0,"array([18.18307387, -6.76584422])"
332,kerryforpresident2008.blogspot.com,Blogarama,0,"array([ 14.98925663, -12.87666215])"
333,kerrytalkingpoints.blogspot.com,Blogarama,0,"array([31.98007854, 41.89837363])"
334,kicktheleftist.blogspot.com,eTalkingHead,0,"array([20.46287979, -8.45974753])"
335,kiersten.connersax.com,BlogCatalog,0,"array([69.98064298, 17.65169736])"
336,kiosan.blogharbor.com,"Blogarama,LeftyDirectory",0,"array([ 17.28393782, -13.90416202])"
337,kippsblog.com,Blogarama,0,"array([ 21.114437  , -18.82143329])"
338,kristyandotherwise.blogspot.com,Blogarama,0,"array([-1.52605331, 43.46883311])"
339,kurtkk.blogspot.com,Blogarama,0,"array([ 13.94295413, -15.79196288])"
340,kydem.blogspot.com,"Blogarama,CampaignLine",0,"array([ 14.50086776, -10.76754913])"
341,labandadelbuko.ilcannocchiale.it,BlogCatalog,0,"array([-32.22398553, -21.14522902])"
342,lagernik.blogspot.com,Blogarama,0,"array([-33.6509188 ,   2.83115219])"
343,lastdaysoftherepublic.fatoprofugus.net,Blogarama,0,"array([21.408076  , -9.70996999])"
344,lawdork.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([21.91062413, -7.3067707 ])"
345,laylasblog.com,Blogarama,0,"array([ 0.71459375, 52.58313039])"
346,leanleft.com,LeftyDirectory,0,"array([17.35979525, -7.62765397])"
347,leavethematrix.blogspot.com,BlogCatalog,0,"array([26.89224426, 47.29725288])"
348,left2right.typepad.com,Blogarama,0,"array([15.89784844, -6.19584328])"
349,lefterer.com,"Blogarama,LeftyDirectory",0,"array([ 15.45027306, -10.7542215 ])"
350,lefti.blogspot.com,"LeftyDirectory,LabeledManually",0,"array([ 19.17443044, -11.33476527])"
351,leftinthereign.blogspot.com,Blogarama,0,"array([23.67564504, -7.40793861])"
352,leftthought.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 13.19820407, -11.98282698])"
353,lefttimes.com,"Blogarama,LeftyDirectory",0,"array([ 17.41143092, -18.19508456])"
354,leftwingnation.com,Blogarama,0,"array([ 12.21230581, -10.57348792])"
355,lendmesomesugar.blogs.com/shut_up_already,Blogarama,0,"array([11.33790476, -6.98862225])"
356,lennonreport.blogspot.com,CampaignLine,0,"array([14.37124546, -5.61659051])"
357,leonards-digest.blogspot.com,"Blogarama,LeftyDirectory,BlogCatalog",0,"array([ 16.75064791, -16.37920018])"
358,lettherebepeace.blogspot.com,Blogarama,0,"array([ -3.25037245, -54.76151507])"
359,liberalangst.org,Blogarama,0,"array([ 10.31629229, -10.65237202])"
360,liberalavenger.com,Blogarama,0,"array([15.50774618, -7.77156173])"
361,liberaleric.blogspot.com,Blogarama,0,"array([ 12.73062758, -12.85097787])"
362,liberaloasis.com,"LeftyDirectory,LabeledManually,CampaignLine",0,"array([ 17.2530335 , -10.11046483])"
363,liberalreview.blogspot.com,Blogarama,0,"array([ 13.04438509, -16.90929208])"
364,liberalthunderdome.blogspot.com,BlogCatalog,0,"array([12.26909734, -8.2658893 ])"
365,liberationlearning.blogspot.com,Blogarama,0,"array([-12.05249276, -54.04945923])"
366,lightupthedarkness.org,CampaignLine,0,"array([ 15.41337339, -13.95014268])"
367,lightupthedarkness.org/blog/default.asp,BlogCatalog,0,"array([ 14.46392032, -13.49944376])"
368,limecoconut.blogspot.com,Blogarama,0,"array([-35.05724188, -34.29995066])"
369,limericksavant.blogspot.com,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead",0,"array([12.1034117 , -6.24975764])"
370,liquidlist.com,"Blogarama,LeftyDirectory",0,"array([ 17.40199655, -11.51499581])"
371,literarybargainville.net,Blogarama,0,"array([ 57.51457039, -36.43225312])"
372,livejournal.com/users/hoptkov,Blogarama,0,"array([ 22.91221076, -14.37354976])"
373,livejournal.com/users/jmhm,LeftyDirectory,0,"array([ 19.50892181, -10.38633461])"
374,livejournal.com/~dailyapple,Blogarama,0,"array([-5.09458633, 46.15807213])"
375,livejournal.com/~ladywriter_mts,Blogarama,0,"array([ 36.65366729, -60.1687794 ])"
376,loadedmouth.com,"Blogarama,eTalkingHead",0,"array([20.58511159, -9.28359596])"
377,lorenjavier.blogspot.com,Blogarama,0,"array([ 21.28677008, -10.13560281])"
378,loud-liberal.blogspot.com,Blogarama,0,"array([ 18.37641371, -13.56119112])"
379,loveamericahatebush.com,Blogarama,0,"array([ 27.52516766, -17.52198242])"
380,lowrentrat.blogdrive.com,"Blogarama,eTalkingHead",0,"array([14.43282713, -8.73469188])"
381,ltobs.blogspot.com,Blogarama,0,"array([27.51707421, -9.30991809])"
382,ludis.blogspot.com,Blogarama,0,"array([ 19.32168507, -11.93453641])"
383,ludovicspeaks.typepad.com,"Blogarama,eTalkingHead",0,"array([ 19.88549245, -14.31835433])"
384,ludovicspeaks.typepad.com/real_deal,Blogarama,0,"array([ 19.25279828, -14.3974817 ])"
385,madamepresident2020.blogspot.com,Blogarama,0,"array([-16.31744061, -46.4667198 ])"
386,madkane.com/notable.html,"LeftyDirectory,BlogCatalog,eTalkingHead,CampaignLine",0,"array([18.5972259, -8.4266909])"
387,maggiespants.co.uk,eTalkingHead,0,"array([10.7308896 , -7.53618812])"
388,mahablog.com,LabeledManually,0,"array([17.19303948, -9.3700515 ])"
389,marcbrazeau.blogspot.com,Blogarama,0,"array([20.81514446, -6.81535369])"
390,margaretcho.com/blog/blog.htm,LabeledManually,0,"array([ 19.5526618 , -11.46913969])"
391,margieburns.com,BlogCatalog,0,"array([ 15.03608344, -20.47846938])"
392,markadams.blogdrive.com,"Blogarama,LeftyDirectory,eTalkingHead",0,"array([15.83990869, -7.09624219])"
393,markarkleiman.com,eTalkingHead,0,"array([18.04081054, -7.5451647 ])"
394,markch.blogspot.com,BlogCatalog,0,"array([63.30021751, 15.03761461])"
395,markschmitt.typepad.com/decembrist,LeftyDirectory,0,"array([ 18.72602184, -10.46460258])"
396,markwarnerforpresident2008.blogspot.com,CampaignLine,0,"array([ 18.15390357, -20.40573541])"
397,martadonayre.com,Blogarama,0,"array([70.90441862,  3.01427995])"
398,maruthecrankpot.blogspot.com,LeftyDirectory,0,"array([19.51488253, -9.99735831])"
399,massachusetts-liberal.com,Blogarama,0,"array([  7.11600389, -19.65400018])"
400,mathewgross.com,BlogPulse,0,"array([12.55755239, -7.58045673])"
401,mathewgross.com/blog,CampaignLine,0,"array([16.49504197, -9.83296082])"
402,matthewyglesias.com,LeftyDirectory,0,"array([ 25.82829177, -11.01504759])"
403,maultasch.us,Blogarama,0,"array([ 12.464118  , -15.15916707])"
404,maxspeak.org/mt,Blogarama,0,"array([18.37556099, -8.05969891])"
405,mayflowerhill.blogspot.com,eTalkingHead,0,"array([16.78451081, -5.5768804 ])"
406,mcwil.blogspot.com,BlogCatalog,0,"array([ 11.17578834, -19.34770796])"
407,meanspirit.blogspot.com,BlogCatalog,0,"array([  9.99053583, -17.96220052])"
408,meateatingleftist.com,"Blogarama,BlogCatalog",0,"array([ 18.54053401, -12.48165645])"
409,mediajunkie.com/edgewise,CampaignLine,0,"array([ 16.0535861 , -10.15646265])"
410,mediaprima.com/nv1962,"Blogarama,BlogCatalog",0,"array([ 15.79501721, -17.43947169])"
411,members.aol.com/ourprez08,CampaignLine,0,"array([ 62.60993806, -28.40277335])"
412,members.cox.net/aaronjohn,Blogarama,0,"array([-6.93940636, 36.06667254])"
413,messengerpuppet.com/blog,BlogCatalog,0,"array([25.60208081, -7.68262666])"
414,metropol47.blogspot.com,Blogarama,0,"array([ 22.62915253, -10.0589844 ])"
415,michael124.blogspot.com,Blogarama,0,"array([ 19.82356039, -12.91400669])"
416,michaelberube.com,LeftyDirectory,0,"array([18.82941516, -8.95188608])"
417,michaelphillips.blogspot.com,BlogCatalog,0,"array([20.86157857, -8.64079147])"
418,mickikrimmel.com/redcarpet,BlogCatalog,0,"array([23.66484831, -9.00327864])"
419,midguard.blogspot.com,Blogarama,0,"array([ 19.35922751, -14.99882209])"
420,minagahet.blogspot.com,Blogarama,0,"array([ 22.64553914, -11.11501165])"
421,mirocat.com,Blogarama,0,"array([14.85055748, -8.89159163])"
422,miss-sassafras.com,BlogCatalog,0,"array([  6.80448182, -58.04870758])"
423,misschin.bloggage.com,BlogCatalog,0,"array([ 26.93312079, -12.79910276])"
424,missourikid.blog-city.com,Blogarama,0,"array([ 75.43504255, -11.09910408])"
425,mixtersmix.blogspot.com,Blogarama,0,"array([ 23.92697175, -14.83098058])"
426,montages.blogspot.com,Blogarama,0,"array([ 18.80816388, -13.00704389])"
427,moxiegrrrl.com,BlogCatalog,0,"array([ 13.96843302, -10.76700255])"
428,mrleft.org,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead,CampaignLine",0,"array([ 14.03199297, -14.94744874])"
429,mrstevebeers.blogspot.com,Blogarama,0,"array([ 70.59473154, -18.20896885])"
430,msnbc.msn.com/id/3449870,LabeledManually,0,"array([19.05112134, -9.15561192])"
431,mstabile.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([ 20.040943  , -10.02458048])"
432,multitudes.typepad.com,Blogarama,0,"array([-13.76078947,  46.06736247])"
433,mydd.com,"LeftyDirectory,LabeledManually,eTalkingHead",0,"array([17.52884693, -9.61105163])"
434,myducksoup.com/blog/bloglib/bloglib.shtml,Blogarama,0,"array([-18.22484409,  42.96922007])"
435,myleftbrain.com,"LeftyDirectory,BlogCatalog,eTalkingHead",0,"array([ 19.9801573 , -10.50808147])"
436,myleftthoughts.blogspot.com,Blogarama,0,"array([10.32703034, -6.04080069])"
437,mysterypollster.com/main,LabeledManually,0,"array([20.0094344 , -7.00182501])"
438,nastyboys.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 22.70673672, -13.16317118])"
439,nathancallahan.com,eTalkingHead,0,"array([13.02001349, -6.20835369])"
440,nathannewman.org/log,"LeftyDirectory,LabeledManually",0,"array([ 17.54050117, -10.11288867])"
441,nationalreview.com/frum/frum-diary.asp,CampaignLine,0,"array([21.34693308, -6.36797267])"
442,ndnblog.org,LabeledManually,0,"array([ 16.55616134, -12.4139285 ])"
443,nearouterheaven.blogspot.com,"Blogarama,LeftyDirectory",0,"array([15.62388648, -8.19388878])"
444,nebursworld.blogspot.com,Blogarama,0,"array([ 24.91685145, -12.95601464])"
445,needlenose.com,"Blogarama,LeftyDirectory,BlogCatalog",0,"array([ 19.91372914, -10.90965015])"
446,nephandus.com/blog.php,Blogarama,0,"array([-30.12111545,  -8.54472638])"
447,nerofiddled.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 23.57682176, -10.50149667])"
448,netpolitik.blogspot.com,Blogarama,0,"array([19.74481797, -9.36217337])"
449,netweed.com/postmodernanarchist,Blogarama,0,"array([ 17.56374235, -17.15290173])"
450,newappeal.blogspot.com,LabeledManually,0,"array([ 21.24335801, -10.65980844])"
451,newdemocrat.blogdrive.com,CampaignLine,0,"array([16.43552032, -6.66115787])"
452,newdonkey.com,"LabeledManually,CampaignLine",0,"array([16.10857352, -8.99767118])"
453,newleftblogs.blogspot.com,LabeledManually,0,"array([ 17.79446223, -10.69674238])"
454,news-opinion.blog-city.com,Blogarama,0,"array([-34.24959979,  -6.43855974])"
455,newstrolls.com,Blogarama,0,"array([52.8536167 , 44.79416209])"
456,nftl.blogspot.com,Blogarama,0,"array([ 16.69980669, -66.56458741])"
457,niagarabuzz.com,Blogarama,0,"array([ 47.1899451 , -46.29499321])"
458,nickgerman.blogspot.com,Blogarama,0,"array([-34.01173917, -11.27093885])"
459,nielsenhayden.com/electrolite,LeftyDirectory,0,"array([17.32220081, -8.54912744])"
460,nielsenhayden.com/makinglight,LeftyDirectory,0,"array([19.53211739, -8.59099351])"
461,njfordemocracy.org,BlogCatalog,0,"array([ 14.72406564, -18.76848151])"
462,njn-blogogram.blogspot.com,Blogarama,0,"array([ 62.224934  , -36.80546914])"
463,njsoccermom.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 3.05898822, 45.11907404])"
464,node707.com,Blogarama,0,"array([16.64870474, -9.58102905])"
465,nofearoffreedom.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 19.41073631, -13.78597882])"
466,nomoremister.blogspot.com,LabeledManually,0,"array([18.088045  , -8.08448347])"
467,norbizness.com,LabeledManually,0,"array([18.17387363, -7.81881453])"
468,noseyonline.com,"Blogarama,LeftyDirectory,eTalkingHead",0,"array([18.61600164, -7.42602474])"
469,nosmallplans.com/rants,CampaignLine,0,"array([12.27630066, -9.84063943])"
470,notbush.com,CampaignLine,0,"array([ 27.36479015, -10.34263156])"
471,notgeniuses.com,CampaignLine,0,"array([16.70834709, -8.19822342])"
472,nuntius.blogspot.com,Blogarama,0,"array([-41.76507289, -11.4203735 ])"
473,nycitystoop.com,Blogarama,0,"array([ 9.16721156, -2.78391012])"
474,obamablog.com,CampaignLine,0,"array([ 17.04872294, -12.21076258])"
475,obrien4.net/probitus,eTalkingHead,0,"array([31.36253256, 46.23914216])"
476,obsidianwings.blogs.com,BlogPulse,0,"array([17.75101997, -6.73045327])"
477,ocd-gx-liberal.blogspot.com,Blogarama,0,"array([ 41.82108982, -57.99795168])"
478,oddhours.blogspot.com,"Blogarama,eTalkingHead",0,"array([17.41308076, -7.16762993])"
479,offthekuff.com/mt,LeftyDirectory,0,"array([16.37906196, -7.98640235])"
480,oipp.blogspot.com,Blogarama,0,"array([ 19.73383789, -11.8720021 ])"
481,oliphantparts.org/blog,BlogCatalog,0,"array([70.69563615, 26.06932945])"
482,oliverwillis.com,"LeftyDirectory,eTalkingHead,CampaignLine",0,"array([18.63858813, -8.01682101])"
483,one38.org,eTalkingHead,0,"array([19.38888218, -9.63505645])"
484,onetrueblog.com,Blogarama,0,"array([-16.58320779,  33.92571246])"
485,onhappiness.crimsonblog.com,Blogarama,0,"array([-37.87612764,   0.78174592])"
486,openeyesmemo.com,"Blogarama,BlogCatalog",0,"array([ 10.59720154, -16.29238881])"
487,orient-lodge.com,BlogCatalog,0,"array([ 19.99952658, -15.94691758])"
488,ospolitics.org,LabeledManually,0,"array([16.94574405, -9.05656265])"
489,oxblog.blogspot.com,BlogPulse,0,"array([18.38827599, -5.89949212])"
490,pacdaily.com,Blogarama,0,"array([ 15.74177367, -15.6634082 ])"
491,pacificviews.org,CampaignLine,0,"array([17.53606379, -9.90158014])"
492,pandagon.net,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",0,"array([17.9012919 , -8.76046622])"
493,parabasis.typepad.com,"LeftyDirectory,eTalkingHead",0,"array([ 21.65503211, -12.45218752])"
494,patriotboy.blogspot.com,LeftyDirectory,0,"array([17.22247819, -9.12141876])"
495,pattymurray.com/blog.php,CampaignLine,0,"array([ 11.77239049, -13.88161593])"
496,paulchasman.com,"Blogarama,LeftyDirectory",0,"array([ 18.17467157, -18.21083984])"
497,peacegarden.blogspot.com,"Blogarama,LeftyDirectory,BlogCatalog",0,"array([ 19.81633773, -11.24680961])"
498,penheaded.blogspot.com,Blogarama,0,"array([15.92842799, -5.66509081])"
499,pennywit.com/drupal,eTalkingHead,0,"array([23.53391768, -5.25347769])"
500,permanentred.com,Blogarama,0,"array([20.0804897 , -8.27354283])"
501,peskytherat.com/pesky,Blogarama,0,"array([ 26.29566847, -11.83097088])"
502,phillybri.blogspot.com,BlogCatalog,0,"array([ 16.27298555, -12.03830643])"
503,philoponia.blogspot.com,Blogarama,0,"array([14.42669858, -8.17837705])"
504,philosophers-stone.blogspot.com,"Blogarama,LeftyDirectory",0,"array([23.09357034, -9.14240612])"
505,philvbblog.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 9.65013033, -7.9844055 ])"
506,phoblographer.com,Blogarama,0,"array([12.35504812, -5.54788001])"
507,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,Blogarama,0,"array([ 20.38569081, -10.79079081])"
508,planetdave.com/blogs.php3?mid=1,BlogCatalog,0,"array([ 8.53144229, -1.99337205])"
509,politicalinsanity.com,BlogCatalog,0,"array([-4.21475247, 50.83153497])"
510,politicalmonitor.us/blog,Blogarama,0,"array([ 16.56123786, -14.15358348])"
511,politicalstrategy.org,CampaignLine,0,"array([18.82030117, -9.74686969])"
512,politicalthought.net,"Blogarama,BlogCatalog",0,"array([ 14.64597027, -15.59005597])"
513,politicalwire.com,BlogPulse,0,"array([17.68930418, -7.72338856])"
514,politics.feedster.com,CampaignLine,0,"array([19.93593395, -6.57202483])"
515,politicswithrichard.blogspot.com,Blogarama,0,"array([ 13.02323658, -17.86869989])"
516,polizeros.com,Blogarama,0,"array([ 15.45548271, -11.2324907 ])"
517,pollsterseek.blogspot.com,Blogarama,0,"array([24.57241096, -6.85645735])"
518,polstate.com,LabeledManually,0,"array([16.76236125, -7.01056262])"
519,popstalin.com/news,Blogarama,0,"array([79.35042342, -8.76143952])"
520,portapulpit.com,Blogarama,0,"array([ 15.68793999, -14.61509822])"
521,posptect.org/weblog,LabeledManually,0,"array([ 22.57348169, -59.44214291])"
522,praguewriter.typepad.com,eTalkingHead,0,"array([28.7023962 ,  3.57761754])"
523,presidentboxer.blogspot.com,CampaignLine,0,"array([18.62860972, -9.05049656])"
524,prestoncaldwellblog.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([ 13.50216229, -10.29588913])"
525,probitus.obrien4.net,"Blogarama,BlogCatalog",0,"array([16.56916491, 43.53880684])"
526,profgoose.blogspot.com,Blogarama,0,"array([22.95946465, -9.60414706])"
527,progressivecyclone.blogspot.com,BlogCatalog,0,"array([57.1750284 , 41.57141018])"
528,progressivedialogue.com,Blogarama,0,"array([ 77.76009238, -19.99732564])"
529,progressiveink.com,BlogCatalog,0,"array([ 24.25803743, -10.10079877])"
530,progressiveink.com/bloggers.php,Blogarama,0,"array([-11.4727836 , -58.65549588])"
531,progressivesociety.com/blog,"Blogarama,BlogCatalog",0,"array([ 21.83558716, -10.484605  ])"
532,progressivetrail.org/blog.shtml,Blogarama,0,"array([67.91708528, -5.28688914])"
533,proponentofreason.blogspot.com,BlogCatalog,0,"array([ 21.19217854, -17.19787344])"
534,prospect.org/weblog,"BlogPulse,LeftyDirectory",0,"array([17.84999525, -8.52580965])"
535,pudentilla.blogspot.com,Blogarama,0,"array([ 16.62243459, -10.63066663])"
536,punditician.blogspot.com,Blogarama,0,"array([ 11.49149768, -11.00060252])"
537,purplestates.blogspot.com,Blogarama,0,"array([22.03261001, -8.32180945])"
538,qando.net,LabeledManually,0,"array([19.46416034, -5.13637539])"
539,question-dean.blogspot.com,Blogarama,0,"array([ 21.82234795, -14.46542813])"
540,radgeek.com,Blogarama,0,"array([ 23.01000104, -10.55183138])"
541,radikal_papi.pitas.com,eTalkingHead,0,"array([ 25.93083876, -12.89878204])"
542,radio.weblogs.com/0131587/categories/flush,Blogarama,0,"array([ 21.90253201, -18.20755464])"
543,raedinthemiddle.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([ 19.32028906, -11.01720133])"
544,randz.net,Blogarama,0,"array([-37.17314675,  18.8222757 ])"
545,rantingred.blogspot.com,Blogarama,0,"array([-24.45157532,  31.42262691])"
546,reachm.com/amstreet,Blogarama,0,"array([18.37130875, -8.59835148])"
547,readingpost.com,"Blogarama,LeftyDirectory",0,"array([ 12.38457242, -11.11703239])"
548,realitybasednation.com,Blogarama,0,"array([13.09253451, -9.55012364])"
549,red-harvest.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 19.34520454, -13.01957386])"
550,religiousleft.blogspot.com,LabeledManually,0,"array([ 21.03361804, -12.10751795])"
551,republicansbite.com,Blogarama,0,"array([12.35495656, 47.43326822])"
552,republicoft.typepad.com,BlogCatalog,0,"array([ 20.94217382, -14.28977914])"
553,resistoppression.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 9.74147535, -9.94120307])"
554,restoreamerica.blogspot.com,BlogCatalog,0,"array([ 23.34962644, -11.11559735])"
555,retrogrouch.net,"Blogarama,LeftyDirectory",0,"array([ 16.65640863, -10.38934919])"
556,revoltnow-us.blogspot.com,Blogarama,0,"array([-12.27156839, -49.61728577])"
557,reynardfox.com,Blogarama,0,"array([-13.20036297,  36.85435327])"
558,rhetoricrhythm.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([17.38696135, -6.85171129])"
559,righthandthief.blogspot.com,LabeledManually,0,"array([19.66055091, -8.26131467])"
560,rising-hegemon.blogspot.com,LabeledManually,0,"array([18.73690317, -8.67147514])"
561,risinghegemon.blogspot.com,Blogarama,0,"array([21.21294629, -8.16878593])"
562,rittenhouse.blogspot.com,"Blogarama,LeftyDirectory",0,"array([17.13615338, -8.81363767])"
563,riverbendblog.blogspot.com,LabeledManually,0,"array([ 16.94583178, -10.72378516])"
564,rkook.blogspot.com,BlogCatalog,0,"array([58.01996382, 24.39049816])"
565,roadtosurfdom.com,LeftyDirectory,0,"array([17.25407065, -8.23747856])"
566,robot-invasion.com,"Blogarama,eTalkingHead",0,"array([16.27782129, -7.13510349])"
567,robschumacher.blogspot.com,Blogarama,0,"array([ 16.43071838, -10.88312254])"
568,rockthrower.blogs.com/rockthrower,CampaignLine,0,"array([-23.79786455, -30.72857293])"
569,rogerailes.blogspot.com,"LeftyDirectory,eTalkingHead",0,"array([17.85138188, -9.31510914])"
570,roil.blogspot.com,Blogarama,0,"array([73.60693176,  8.30103467])"
571,rooksrant.com,LabeledManually,0,"array([ 17.12060982, -11.21563377])"
572,rowhouselogic.com,Blogarama,0,"array([15.79408281, -9.86045538])"
573,roxanne.typepad.com,eTalkingHead,0,"array([19.41551446, -8.84901663])"
574,rudepundit.blogspot.com,LabeledManually,0,"array([17.40347451, -8.84167393])"
575,rudyforfreeholder.org,Blogarama,0,"array([ 20.004363  , -55.56595517])"
576,ruminatethis.com,LeftyDirectory,0,"array([ 16.96057692, -10.29132462])"
577,s88172659.onlinehome.us/spockosbrain.html,Blogarama,0,"array([ 16.15361437, -13.49779217])"
578,sadlyno.com,LeftyDirectory,0,"array([17.44819208, -7.97584724])"
579,saveoursenate.blogspot.com,BlogCatalog,0,"array([ 23.53941781, -11.69810041])"
580,savetheus.blogspot.com,Blogarama,0,"array([ 59.08837517, -40.90323685])"
581,saxa.blogspot.com,Blogarama,0,"array([  4.98775019, -65.00633646])"
582,sccdp.org/blog.php,BlogCatalog,0,"array([14.24819761, -9.8051466 ])"
583,schadelmann.com,Blogarama,0,"array([10.52669048, -8.50238033])"
584,scoobiedavis.blogspot.com,LeftyDirectory,0,"array([17.15933442, -9.91382445])"
585,scott-niven.com/saltwaterpizza,BlogCatalog,0,"array([ 4.23728643, 49.473528  ])"
586,scottcsmith.net,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead",0,"array([16.05858893, -8.05943841])"
587,scripting.com,BlogPulse,0,"array([16.4889114, -6.0178978])"
588,scrutinyhooligans.blogspot.com,"Blogarama,LeftyDirectory",0,"array([16.38422991, -9.23981391])"
589,seeingtheforest.com,Blogarama,0,"array([ 20.1445456 , -11.70268179])"
590,seetheforest.blogspot.com,"LeftyDirectory,CampaignLine",0,"array([16.71118769, -8.84959905])"
591,senatorbarb.typepad.com,CampaignLine,0,"array([-22.18981536,  39.59030665])"
592,senorpez.com,BlogCatalog,0,"array([65.32785417, 10.04478623])"
593,sequiturnon.blog-city.com,Blogarama,0,"array([14.31980665, 51.63083107])"
594,sethdmichaels.com,"LeftyDirectory,CampaignLine",0,"array([ 11.83510277, -11.57360763])"
595,shakespearessister.blogspot.com,"Blogarama,BlogCatalog",0,"array([ 17.49855715, -11.01848533])"
596,shamelessantagonist.blogspot.com,"Blogarama,eTalkingHead",0,"array([14.08376225, -8.38048112])"
597,sharedthought.com/weblog,Blogarama,0,"array([ 22.43292717, -10.63226287])"
598,shetquaker.blog-city.com,Blogarama,0,"array([-25.33876757, -47.87726006])"
599,shininglight.us,"Blogarama,BlogCatalog",0,"array([22.7740947 , -6.40390225])"
600,shoegal.modblog.com,BlogCatalog,0,"array([ 25.27387709, -10.11785117])"
601,shotofpolitics.blogspot.com,CampaignLine,0,"array([17.71921948, -6.18813656])"
602,shrillblog.blogspot.com,LabeledManually,0,"array([21.86543124, -9.95869969])"
603,simbaud.blogspot.com,Blogarama,0,"array([ 17.46742106, -10.40134344])"
604,simplyappalling.blogspot.com,Blogarama,0,"array([14.55151163, -9.28230639])"
605,skipperstyle.com,BlogCatalog,0,"array([64.05653561, 34.19107376])"
606,small-hands.blogspot.com,BlogCatalog,0,"array([ 64.9906307, -32.4785217])"
607,smearbody.blogspot.com,Blogarama,0,"array([-21.00398027,  22.73259436])"
608,smirkingchimp.com,LabeledManually,0,"array([ 19.59445747, -10.70127654])"
609,smithersmpls.com,Blogarama,0,"array([19.51949328, -6.98064351])"
610,snooty.binaryclub.com/wp-rdf.php,Blogarama,0,"array([-21.30732499, -34.6809422 ])"
611,snunes.blogspot.com,"Blogarama,LeftyDirectory",0,"array([ 18.0117958 , -10.44757716])"
612,someonetakethewheel.blogspot.com,"Blogarama,eTalkingHead",0,"array([ 20.03925792, -15.05481914])"
613,soonerthought.com,Blogarama,0,"array([13.33841571, -6.69977545])"
614,southknoxbubba.net/skblog,eTalkingHead,0,"array([18.8661552 , -7.42502697])"
615,spacedog26.blogspot.com,BlogCatalog,0,"array([ 24.17544501, -16.07701719])"
616,spectatorsport.blogspot.com,Blogarama,0,"array([ 19.88132541, -12.31400722])"
617,stagefour.typepad.com/commonprejudice,Blogarama,0,"array([18.08234184, -9.7506835 ])"
618,stalinism.com/shot-by-both-sides,eTalkingHead,0,"array([20.54063837, -7.10864441])"
619,stcfoundation.blogspot.com,Blogarama,0,"array([16.36238165, -8.35336864])"
620,stephenbates.com/yellowdoggereldemocrat,LeftyDirectory,0,"array([ 16.1249051 , -11.24951707])"
621,stevecopy.blogharbor.com,Blogarama,0,"array([ 24.55278532, -14.52238099])"
622,stevegilliard.blogspot.com,"BlogPulse,LeftyDirectory",0,"array([18.76191338, -9.2913864 ])"
623,steveguy.me.uk,eTalkingHead,0,"array([29.70796876, -0.76710588])"
