# source, target, weight
382,1276,2
382,1668,2
382,982,2
382,1618,1
384,1213,11
384,23,9
384,1962,9
384,411,9
384,868,9
384,1815,9
384,557,9
384,1257,9
384,964,9
384,555,9
384,154,9
384,1439,9
384,1961,9
384,1322,9
384,1844,9
384,1585,9
384,1669,9
384,665,9
384,456,9
384,1668,9
384,826,9
384,1832,9
384,573,9
384,795,6
384,478,4
384,89,2
384,866,2
385,1158,17
385,1376,17
385,245,17
385,1423,9
385,1305,9
386,1498,1
386,525,1
387,1974,2
387,782,2
387,508,2
387,515,2
387,347,2
387,1041,2
387,890,2
387,90,1
387,1102,1
387,1666,1
387,1597,1
387,1914,1
387,1964,1
387,957,1
387,1749,1
387,1527,1
387,2024,1
387,363,1
387,1992,1
387,1136,1
387,1802,1
387,1444,1
387,487,1
391,962,1
399,1873,2
401,1372,1
401,732,1
401,110,1
401,53,1
401,1985,1
401,1951,1
401,1972,1
401,1792,1
401,188,1
401,1871,1
401,668,1
401,377,1
401,2003,1
401,561,1
401,513,1
401,1325,1
402,1197,5
402,1994,4
402,1143,4
402,33,3
402,998,3
402,1257,2
402,1973,2
402,1997,2
402,1935,1
402,1083,1
402,1277,1
402,1962,1
402,604,1
402,902,1
402,736,1
402,954,1
402,107,1
402,840,1
402,1941,1
402,195,1
402,938,1
402,510,1
402,1290,1
402,1452,1
402,1500,1
402,217,1
402,1439,1
402,520,1
402,216,1
402,1577,1
402,1128,1
402,722,1
402,91,1
402,1238,1
402,1853,1
402,649,1
402,1431,1
402,963,1
402,456,1
402,24,1
402,1781,1
402,338,1
402,1521,1
402,1586,1
402,1268,1
402,1596,1
402,826,1
402,1893,1
402,1607,1
402,279,1
402,1193,1
402,960,1
402,1379,1
403,1974,2
403,90,2
403,782,2
403,508,2
403,515,2
403,387,2
403,1041,2
403,1154,2
403,43,2
403,890,2
403,733,2
403,1992,2
403,452,2
403,190,1
403,1102,1
403,1666,1
403,1597,1
403,347,1
403,1914,1
403,1964,1
403,1404,1
403,957,1
403,1749,1
403,1527,1
403,2024,1
403,363,1
403,1136,1
403,1689,1
403,1802,1
403,1444,1
403,487,1
403,1029,1
409,1986,49
409,328,47
409,1586,44
409,452,43
409,1873,37
409,1791,34
409,816,34
409,23,34
409,411,34
409,1585,34
409,305,34
409,418,34
409,851,34
409,793,34
409,1178,29
409,1257,28
409,689,26
409,1962,26
409,998,26
409,1742,26
409,271,26
409,1433,26
409,557,26
409,1429,26
409,1500,26
409,1439,26
409,119,26
409,216,26
409,979,26
409,1322,26
409,1018,26
409,889,26
409,265,26
409,1669,26
409,584,26
409,46,26
409,1240,26
409,456,26
409,24,26
409,1521,26
409,1893,26
409,1838,26
409,1466,26
409,164,26
409,1975,26
409,510,24
409,1767,23
409,1905,15
409,464,10
409,202,4
409,1769,2
410,998,26
410,816,9
410,1806,7
410,1257,7
410,1439,6
410,1997,5
410,1548,3
410,1962,3
410,1277,2
410,1673,2
410,510,2
410,478,2
410,851,2
410,1791,1
410,1935,1
410,343,1
410,1083,1
410,604,1
410,902,1
410,736,1
410,954,1
410,107,1
410,840,1
410,1941,1
410,195,1
410,1368,1
410,938,1
410,2010,1
410,1290,1
410,1079,1
410,1452,1
410,1500,1
410,217,1
410,520,1
410,216,1
410,1662,1
410,1577,1
410,1128,1
410,722,1
410,1994,1
410,402,1
410,716,1
410,1973,1
410,91,1
410,1238,1
410,1853,1
410,584,1
410,649,1
410,1431,1
410,963,1
410,456,1
410,24,1
410,1781,1
410,338,1
410,1521,1
410,1586,1
410,1268,1
410,1596,1
410,826,1
410,1893,1
410,1607,1
410,279,1
410,1193,1
410,960,1
410,1379,1
410,1466,1
410,73,1
410,1579,1
411,1767,71
411,1439,63
411,1051,52
411,478,45
411,816,40
411,1832,40
411,1873,39
411,510,38
411,23,35
411,889,35
411,1975,29
411,1838,27
411,1433,26
411,1178,26
411,1500,26
411,216,26
411,265,26
411,1240,26
411,456,26
411,24,26
411,1521,26
411,1466,26
411,573,20
411,1791,18
411,868,18
411,555,18
411,1844,18
411,826,18
411,1257,16
411,851,16
411,1673,15
411,1586,15
411,1585,14
411,828,13
411,1072,13
411,1425,13
411,361,13
411,464,13
411,305,12
411,1276,11
411,538,9
411,1815,9
411,10,9
411,557,9
411,712,9
411,1669,9
411,667,6
411,83,4
411,1213,4
411,256,4
411,578,4
411,1910,3
411,349,3
411,152,2
411,917,2
411,689,2
411,1986,2
411,202,2
411,1079,2
411,1429,2
411,410,2
411,422,2
411,534,2
411,418,2
411,382,2
411,998,1
411,584,1
413,1873,1
418,411,95
418,478,69
418,1439,66
418,1767,66
418,456,65
418,1051,52
418,573,46
418,510,41
418,816,38
418,689,38
418,557,38
418,265,38
418,154,37
418,1975,37
418,889,35
418,826,35
418,1240,34
418,1838,28
418,1832,28
418,1791,26
418,23,26
418,1433,26
418,1178,26
418,1500,26
418,216,26
418,24,26
418,1521,26
418,1466,26
418,1429,24
418,1844,23
418,1072,22
418,1673,21
418,1618,20
418,277,20
418,1425,19
418,1750,18
418,2005,18
418,1962,15
418,851,15
418,119,14
418,1586,14
418,903,12
418,1190,12
418,555,12
418,242,12
418,1322,12
418,868,9
418,10,9
418,1961,9
418,712,9
418,1276,9
418,176,8
418,1815,8
418,1873,8
418,1585,8
418,305,8
418,1575,8
418,1877,8
418,464,8
418,1010,7
418,795,6
418,1662,6
418,1918,6
418,667,6
418,332,4
418,1875,3
418,1910,3
418,449,3
418,1099,3
418,164,3
418,152,2
418,462,2
418,1986,2
418,863,2
418,410,2
418,422,2
418,1119,2
418,382,2
418,349,1
418,627,1
418,823,1
419,1873,2
419,411,1
422,1618,4
422,2026,4
422,277,4
422,868,4
422,452,4
422,1668,4
422,1673,2
422,1986,2
422,510,2
422,478,2
422,104,2
422,410,2
422,1628,2
422,573,2
422,382,2
422,332,2
423,452,3
424,1038,1
424,452,1
428,1252,1
428,998,1
429,1158,31
429,1376,31
429,1980,9
433,557,35
433,1257,35
433,555,35
433,1873,35
433,154,35
433,1585,35
433,1668,35
433,1962,33
433,998,33
433,1439,33
433,1322,33
433,456,33
433,826,33
433,573,33
433,1018,26
433,1240,26
433,2005,24
433,903,24
433,1986,24
433,411,18
433,868,18
433,1134,18
433,1213,18
433,964,18
433,915,18
433,1961,18
433,1844,18
433,712,18
433,866,18
433,1832,18
433,1791,17
433,1368,17
433,510,17
433,478,17
433,1429,17
433,1575,17
433,1401,17
433,1750,15
433,1618,15
433,277,15
433,11,15
433,119,15
433,1766,15
433,1119,15
433,1877,15
433,1628,15
433,1838,15
433,164,15
433,795,14
433,452,11
433,1276,11
433,1277,9
433,23,9
433,384,9
433,1815,9
433,10,9
433,1381,9
433,889,9
433,1669,9
433,116,9
433,418,9
433,665,9
433,627,2
433,1072,2
433,1673,2
433,1226,2
433,977,2
433,667,2
433,1855,2
433,382,2
433,982,2
435,1750,2
435,1705,2
435,1060,1
435,1962,1
435,202,1
435,1575,1
439,152,3
439,1873,3
439,1257,2
439,410,2
439,1767,2
439,1986,1
441,1873,1
442,277,6
442,982,6
442,260,3
442,1286,3
442,865,3
448,1158,54
448,1376,54
448,1123,2
448,766,1
449,478,4
449,2005,3
449,689,3
449,1962,3
449,1648,3
449,1918,3
449,667,3
449,456,3
449,1767,3
449,826,3
449,1838,3
449,1832,3
449,573,3
449,1791,2
449,462,2
449,1119,2
449,1429,1
449,332,1
452,1585,96
452,1257,87
452,1791,85
452,1962,83
452,411,82
452,1986,82
452,418,73
452,1668,69
452,1767,61
452,1439,48
452,1051,46
452,538,46
452,328,43
452,478,41
452,557,39
452,1586,38
452,1669,37
452,456,37
452,23,35
452,510,31
452,1429,30
452,1975,29
452,816,28
452,689,28
452,1018,28
452,305,28
452,1240,28
452,1838,28
452,1742,26
452,1433,26
452,1178,26
452,1500,26
452,216,26
452,979,26
452,889,26
452,265,26
452,24,26
452,1521,26
452,1893,26
452,1466,26
452,1832,25
452,795,23
452,712,23
452,409,22
452,1286,22
452,464,20
452,1905,18
452,1673,17
452,690,16
452,1873,16
452,1072,15
452,1961,15
452,1322,15
452,868,13
452,555,13
452,1079,13
452,1425,13
452,964,12
452,1276,12
452,154,11
452,826,11
452,573,11
452,384,9
452,1815,9
452,1213,9
452,915,9
452,1844,9
452,665,9
452,667,9
452,866,9
452,1812,8
452,992,8
452,1769,7
452,1875,6
452,277,6
452,55,6
452,1618,5
452,627,4
452,2026,4
452,1880,4
452,382,4
452,1191,3
452,1949,3
452,1648,3
452,729,3
452,1662,3
452,449,3
452,1409,3
452,2011,3
452,1974,2
452,782,2
452,508,2
452,1955,2
452,515,2
452,368,2
452,387,2
452,1041,2
452,990,2
452,358,2
452,43,2
452,890,2
452,733,2
452,1549,2
452,1992,2
452,292,2
452,410,2
452,422,2
452,1546,2
452,584,2
452,851,2
452,1401,2
452,894,2
452,982,2
452,1562,1
452,1954,1
452,1102,1
452,448,1
452,423,1
452,1666,1
452,1597,1
452,1716,1
452,347,1
452,1914,1
452,1964,1
452,1404,1
452,957,1
452,1305,1
452,1376,1
452,1749,1
452,1022,1
452,1527,1
452,2024,1
452,363,1
452,701,1
452,177,1
452,1136,1
452,1689,1
452,1802,1
452,1444,1
452,487,1
454,1668,1
456,1439,80
456,573,62
456,826,53
456,1838,43
456,1240,41
456,510,36
456,23,35
456,889,35
456,2005,33
456,478,33
456,1521,28
456,277,27
456,1178,26
456,1975,26
456,411,25
456,557,24
456,1844,24
456,1832,22
456,154,21
456,868,18
456,555,18
456,1429,17
456,1750,16
456,1618,15
456,1401,15
456,1190,12
456,1276,11
456,1815,9
456,10,9
456,712,9
456,1669,9
456,689,8
456,1257,5
456,1873,5
456,998,4
456,332,4
456,1875,3
456,1072,3
456,1099,3
456,1791,2
456,1673,2
456,1986,2
456,1500,2
456,410,2
456,422,2
456,418,2
456,682,2
456,851,2
456,898,2
456,1398,2
456,382,2
456,1935,1
456,103,1
456,604,1
456,902,1
456,840,1
456,1290,1
456,1452,1
456,217,1
456,1662,1
456,1585,1
456,1973,1
456,1546,1
456,1853,1
456,264,1
456,1431,1
456,1109,1
456,338,1
456,1767,1
456,1586,1
456,1143,1
456,1268,1
458,202,2
458,1207,1
458,349,1
458,14,1
458,1986,1
458,374,1
458,344,1
458,1767,1
461,1800,2
461,1750,2
461,435,2
461,1873,2
461,1257,1
462,2005,2
462,1791,2
462,689,2
462,1549,2
462,202,2
462,1918,2
462,1119,2
462,456,2
462,826,2
462,1838,2
462,573,2
462,104,1
464,1791,153
464,1585,135
464,1257,121
464,418,118
464,1962,113
464,1986,103
464,478,91
464,998,89
464,1668,87
464,411,81
464,689,67
464,1322,66
464,1439,63
464,452,63
464,1767,62
464,1051,61
464,538,61
464,1873,61
464,510,60
464,456,58
464,1429,55
464,1877,54
464,979,47
464,1575,46
464,1669,45
464,164,45
464,265,42
464,1832,42
464,119,40
464,584,38
464,1240,38
464,826,37
464,573,37
464,1975,37
464,557,36
464,816,35
464,1628,29
464,1838,29
464,154,28
464,305,28
464,1750,27
464,851,27
464,23,26
464,409,26
464,1742,26
464,271,26
464,1433,26
464,1178,26
464,202,26
464,1500,26
464,328,26
464,216,26
464,1018,26
464,889,26
464,640,26
464,46,26
464,24,26
464,1521,26
464,1586,26
464,13,26
464,793,26
464,1893,26
464,1466,26
464,1072,25
464,1079,23
464,1673,22
464,11,21
464,2000,21
464,1618,20
464,277,20
464,555,20
464,1425,19
464,2005,18
464,795,15
464,1080,14
464,1368,14
464,1662,14
464,1844,14
464,1119,14
464,903,12
464,1190,12
464,1134,12
464,315,12
464,242,12
464,1766,12
464,1409,12
464,1509,11
464,1717,9
464,1961,9
464,667,9
464,118,9
464,176,8
464,1815,8
464,63,8
464,108,8
464,1010,7
464,89,7
464,1769,7
464,449,6
464,1918,6
464,104,6
464,332,4
464,1875,3
464,103,3
464,1949,3
464,1648,3
464,1213,3
464,1286,3
464,964,3
464,712,3
464,1099,3
464,2011,3
464,1277,2
464,627,2
464,462,2
464,863,2
464,410,2
464,422,2
464,1276,2
464,866,2
464,382,2
464,1143,1
464,1730,1
464,209,1
465,247,1
465,1364,1
465,1905,1
465,75,1
465,1371,1
465,1388,1
469,97,1
475,1986,10
475,328,9
475,1549,8
475,1767,5
475,854,4
475,202,3
475,1875,2
475,729,1
475,701,1
475,1747,1
478,1673,23
478,1962,18
478,1791,15
478,1257,15
478,1585,15
478,418,15
478,1668,15
478,1322,12
478,1750,9
478,689,9
478,998,9
478,1717,9
478,1190,9
478,1509,9
478,11,9
478,2000,9
478,1986,9
478,510,9
478,1429,9
478,154,9
478,979,9
478,265,9
478,1669,9
478,1628,9
478,456,9
478,826,9
478,573,9
478,118,9
478,1051,6
478,538,6
478,411,6
478,1439,6
478,452,6
478,1844,6
478,667,6
478,464,6
478,1949,3
478,1080,3
478,964,3
478,63,3
478,1961,3
478,1662,3
478,1099,3
478,1767,3
478,1832,3
478,2011,3
478,1975,3
479,807,4
486,1880,1
487,890,2
487,90,1
487,347,1
487,387,1
487,43,1
487,1802,1
491,1705,5
491,1257,3
491,202,2
491,602,1
491,831,1
491,852,1
491,14,1
491,1873,1
491,1485,1
507,1549,2
507,1392,2
507,712,2
508,782,3
508,890,3
508,1102,2
508,1666,2
508,515,2
508,957,2
508,2024,2
508,1802,2
508,1444,2
508,487,2
508,1974,1
508,90,1
508,190,1
508,1597,1
508,347,1
508,1964,1
508,1404,1
508,387,1
508,1041,1
508,1154,1
508,43,1
508,1068,1
508,1527,1
508,733,1
508,1992,1
510,1439,82
510,1257,66
510,1873,64
510,478,60
510,1962,50
510,1668,48
510,1838,40
510,998,36
510,1997,33
510,418,31
510,1368,29
510,1750,28
510,826,28
510,2005,27
510,1618,27
510,277,27
510,119,27
510,1628,27
510,456,27
510,1832,27
510,573,27
510,1673,24
510,1178,24
510,1791,22
510,1986,22
510,1898,22
510,464,22
510,1072,21
510,1509,21
510,1575,21
510,1240,20
510,1051,19
510,1829,19
510,538,19
510,202,19
510,1079,19
510,1322,19
510,1425,19
510,1585,19
510,1767,19
510,557,17
510,555,17
510,1429,17
510,1401,17
510,795,15
510,411,14
510,154,14
510,452,13
510,689,12
510,903,12
510,2000,12
510,242,12
510,979,12
510,1973,11
510,410,10
510,851,7
510,1877,4
510,89,3
510,712,3
510,265,3
510,1099,3
510,24,3
510,164,3
510,382,3
510,1705,2
510,23,2
510,627,2
510,938,2
510,1959,2
510,1276,2
510,1143,2
510,982,2
510,1252,1
510,794,1
510,862,1
510,147,1
510,1935,1
510,902,1
510,755,1
510,840,1
510,1500,1
510,217,1
510,1853,1
510,1669,1
510,46,1
510,1431,1
510,338,1
510,1521,1
510,1893,1
510,1275,1
512,832,1
512,1873,1
513,1372,1
513,732,1
513,53,1
513,1985,1
513,668,1
513,2003,1
513,561,1
513,1325,1
515,782,3
515,890,3
515,1974,2
515,957,2
515,1041,2
515,1802,2
515,487,2
515,90,1
515,190,1
515,1102,1
515,508,1
515,1597,1
515,347,1
515,1964,1
515,1404,1
515,387,1
515,1154,1
515,43,1
515,1068,1
515,1749,1
515,1527,1
515,733,1
515,2024,1
515,1992,1
515,1444,1
517,1873,1
520,1500,2
520,1935,1
520,1083,1
520,1962,1
520,998,1
520,604,1
520,902,1
520,954,1
520,840,1
520,938,1
520,1257,1
520,510,1
520,1290,1
520,1452,1
520,217,1
520,1439,1
520,216,1
520,1577,1
520,1128,1
520,1994,1
520,91,1
520,1238,1
520,1853,1
520,1997,1
520,649,1
520,1431,1
520,963,1
520,456,1
520,24,1
520,1781,1
520,338,1
520,1521,1
520,1586,1
520,1268,1
520,826,1
520,279,1
520,1193,1
520,960,1
520,1379,1
523,1932,1
523,1873,1
525,1873,2
525,1498,1
525,828,1
525,816,1
525,305,1
534,538,9
534,1726,7
534,1838,5
534,202,4
534,349,3
534,1873,2
534,828,1
534,411,1
535,998,26
535,1898,4
535,1843,4
535,1973,3
535,851,3
535,1672,1
535,1873,1
535,1997,1
535,1268,1
538,1051,61
538,1791,61
538,1962,55
538,1767,55
538,411,52
538,478,52
538,418,52
538,1668,49
538,1832,25
538,1072,19
538,1673,19
538,1079,19
538,1439,19
538,1425,19
538,1322,15
538,795,13
538,1873,13
538,510,12
538,1409,12
538,1961,9
538,667,9
538,104,6
538,1838,6
538,1726,5
538,349,3
538,1949,3
538,1648,3
538,964,3
538,1662,3
538,449,3
538,2011,3
538,1975,3
538,917,2
546,479,3
546,807,3
546,1837,2
546,1194,1
546,690,1
546,712,1
546,1628,1
555,573,49
555,826,47
555,557,36
555,1429,34
555,1439,33
555,478,31
555,1668,31
555,1844,29
555,1240,29
555,456,26
555,1618,23
555,1962,23
555,277,23
555,1628,23
555,1750,21
555,2005,21
555,1669,21
555,868,18
555,1838,18
555,1832,18
555,689,17
555,1401,17
555,418,16
555,1873,15
555,119,15
555,1276,13
555,712,12
555,1877,10
555,23,9
555,10,9
555,154,9
555,889,9
555,176,8
555,1815,8
555,1575,8
555,108,8
555,1975,8
555,1673,6
555,510,6
555,1918,6
555,1072,5
555,1986,5
555,795,4
555,1010,4
555,627,4
555,1079,4
555,1322,4
555,265,4
555,164,4
555,332,4
555,1875,3
555,103,3
555,598,3
555,271,3
555,1190,3
555,89,3
555,1509,3
555,449,3
555,584,3
555,464,3
555,209,3
555,1791,2
555,411,2
555,462,2
555,1522,2
555,863,2
555,410,2
555,422,2
555,1119,2
555,382,2
555,982,2
555,1585,1
555,1730,1
557,1439,59
557,1240,59
557,573,52
557,826,50
557,456,49
557,1838,46
557,411,37
557,23,35
557,1429,35
557,889,35
557,1975,34
557,2005,33
557,478,32
557,510,30
557,265,30
557,154,29
557,1844,29
557,816,26
557,1433,26
557,1178,26
557,1500,26
557,216,26
557,24,26
557,1521,26
557,1466,26
557,555,25
557,1750,23
557,1618,23
557,277,23
557,689,20
557,1962,20
557,418,19
557,868,18
557,1832,18
557,1815,17
557,1401,17
557,1791,16
557,1986,16
557,464,16
557,1877,15
557,1669,15
557,1322,14
557,712,13
557,1276,13
557,1668,13
557,998,12
557,119,12
557,1585,12
557,164,12
557,10,9
557,1961,9
557,1918,9
557,176,8
557,1080,8
557,1485,8
557,1662,8
557,1766,8
557,1575,8
557,1628,8
557,108,8
557,1522,7
557,795,6
557,1072,6
557,1673,6
557,449,6
557,1010,5
557,1079,5
557,332,5
557,1277,4
557,627,4
557,903,4
557,598,4
557,271,4
557,89,4
557,462,4
557,1257,4
557,863,4
557,1119,4
557,584,4
557,1875,3
557,1190,3
557,209,3
557,1509,2
557,63,2
557,410,2
557,422,2
557,382,2
557,982,2
557,103,1
557,1730,1
561,1372,1
561,732,1
561,1985,1
561,2003,1
568,452,6
568,423,2
568,462,2
568,104,1
571,1157,22
571,409,22
571,452,22
571,244,22
573,826,62
573,1439,51
573,478,42
573,277,35
573,2005,33
573,1844,29
573,1832,29
573,1429,26
573,1240,26
573,1838,22
573,868,18
573,1401,15
573,1585,14
573,150,11
573,510,11
573,1877,11
573,23,9
573,1190,9
573,10,9
573,1873,9
573,1575,8
573,1975,8
573,689,6
573,557,6
573,1791,5
573,1986,5
573,332,5
573,449,4
573,1277,3
573,1962,3
573,998,3
573,103,3
573,903,3
573,1072,3
573,1522,3
573,1257,3
573,555,3
573,154,3
573,119,3
573,1918,3
573,1669,3
573,418,3
573,1099,3
573,456,3
573,464,3
573,1668,3
573,1673,2
573,462,2
573,863,2
573,410,2
573,1119,2
573,866,2
573,382,2
573,1750,1
573,1010,1
573,202,1
573,1079,1
573,1322,1
575,1535,1
575,1549,1
575,1975,1
577,868,1
578,1213,8
578,1767,8
578,411,4
578,1257,4
578,118,3
578,584,1
578,1975,1
579,1257,1
579,1873,1
580,1668,1
583,1562,4
583,165,4
583,917,4
583,1873,4
583,349,3
583,538,1
584,1257,78
584,998,64
584,510,58
584,1439,54
584,1585,52
584,1962,50
584,1986,50
584,1791,48
584,689,48
584,418,47
584,456,45
584,979,44
584,119,41
584,1429,36
584,265,36
584,1669,36
584,1240,33
584,411,32
584,1838,31
584,557,29
584,851,29
584,1975,29
584,1873,28
584,46,28
584,24,28
584,1893,28
584,1500,27
584,216,27
584,1521,27
584,1586,27
584,1466,27
584,816,26
584,23,26
584,1742,26
584,1433,26
584,1178,26
584,328,26
584,452,26
584,1018,26
584,889,26
584,305,26
584,1898,25
584,1877,24
584,826,22
584,1750,21
584,478,21
584,154,21
584,1628,21
584,1668,21
584,573,21
584,11,18
584,2000,18
584,2005,15
584,1618,15
584,277,15
584,464,13
584,903,12
584,1134,12
584,242,12
584,118,9
584,1509,8
584,410,8
584,1997,8
584,1767,8
584,1717,6
584,1190,6
584,1368,6
584,1322,6
584,89,4
584,1213,4
584,555,4
584,1844,4
584,712,4
584,361,4
584,578,4
584,1832,4
584,164,4
584,1688,3
584,1548,3
584,176,3
584,598,3
584,271,3
584,1522,3
584,1815,3
584,1080,3
584,1485,3
584,1662,3
584,1973,3
584,1575,3
584,667,3
584,108,3
584,209,3
584,33,2
584,828,2
584,1197,2
584,202,2
584,1546,2
584,1562,1
584,210,1
584,1705,1
584,1679,1
584,1935,1
584,343,1
584,1083,1
584,167,1
584,1277,1
584,604,1
584,902,1
584,736,1
584,1673,1
584,954,1
584,107,1
584,1638,1
584,840,1
584,1941,1
584,195,1
584,938,1
584,44,1
584,1290,1
584,1294,1
584,1452,1
584,217,1
584,520,1
584,1577,1
584,1766,1
584,1128,1
584,722,1
584,1994,1
584,402,1
584,716,1
584,91,1
584,1238,1
584,1853,1
584,649,1
584,1431,1
584,963,1
584,1781,1
584,338,1
584,1143,1
584,1268,1
584,1730,1
584,1596,1
584,1607,1
584,279,1
584,1193,1
584,960,1
584,1379,1
584,73,1
584,1579,1
585,1643,1
585,1257,1
586,349,1
586,1873,1
586,1322,1
586,1243,1
586,1585,1
586,1838,1
588,60,1
588,894,1
593,1873,1
598,271,5
598,510,5
598,89,4
598,1986,4
598,712,4
598,265,4
598,1240,4
598,464,4
598,164,4
598,1522,3
598,1877,3
598,209,3
598,1673,2
598,1509,2
598,1669,2
598,584,2
598,1935,1
598,343,1
598,1083,1
598,167,1
598,689,1
598,1277,1
598,1962,1
598,998,1
598,604,1
598,902,1
598,736,1
598,954,1
598,107,1
598,840,1
598,1941,1
598,195,1
598,1408,1
598,938,1
598,1257,1
598,44,1
598,1290,1
598,1294,1
598,555,1
598,1452,1
598,1429,1
598,1500,1
598,217,1
598,1439,1
598,520,1
598,216,1
598,1577,1
598,1128,1
598,722,1
598,1994,1
598,402,1
598,1844,1
598,410,1
598,716,1
598,91,1
598,1238,1
598,1853,1
598,1997,1
598,649,1
598,1431,1
598,963,1
598,456,1
598,851,1
598,24,1
598,1781,1
598,338,1
598,1521,1
598,1586,1
598,1063,1
598,1268,1
598,1730,1
598,1596,1
598,826,1
598,1893,1
598,1607,1
598,1838,1
598,279,1
598,1193,1
598,960,1
598,1379,1
598,1466,1
598,73,1
598,1579,1
602,831,2
602,1832,2
602,1302,1
602,852,1
602,1705,1
602,349,1
602,1130,1
602,1962,1
602,1585,1
604,938,4
604,1935,1
604,998,1
604,271,1
604,902,1
604,1197,1
604,840,1
604,510,1
604,1290,1
604,1452,1
604,217,1
604,1439,1
604,1853,1
604,1431,1
604,338,1
604,1521,1
604,826,1
614,1257,1
615,1875,1
616,1873,1
619,851,1
619,1767,1
625,147,2
625,1257,2
625,1873,2
625,510,1
626,33,1
627,552,20
627,1673,4
627,478,4
627,1429,4
627,1276,4
627,689,2
627,1962,2
627,1072,2
627,411,2
627,1986,2
627,510,2
627,1873,2
627,154,2
627,410,2
627,422,2
627,418,2
627,1240,2
627,456,2
627,1401,2
627,573,2
627,382,2
627,982,2
627,1791,1
627,1010,1
627,1767,1
629,277,10
629,868,9
629,712,8
629,1618,4
629,154,4
629,1628,4
629,2026,2
629,1522,2
629,1276,2
629,452,1
630,1511,1
632,1148,2
635,327,1
640,689,29
640,998,29
640,557,29
640,1986,29
640,1429,29
640,119,29
640,1322,29
640,1585,29
640,265,29
640,418,29
640,1240,29
640,456,29
640,164,29
640,1791,26
640,816,26
640,23,26
640,409,26
640,1962,26
640,1742,26
640,411,26
640,271,26
640,1433,26
640,1178,26
640,1257,26
640,1873,26
640,1500,26
640,1439,26
640,328,26
640,216,26
640,979,26
640,452,26
640,1018,26
640,889,26
640,305,26
640,1669,26
640,584,26
640,46,26
640,851,26
640,24,26
640,1521,26
640,1586,26
640,793,26
640,1893,26
640,1838,26
640,1466,26
640,1975,26
640,510,24
640,1875,3
640,1750,3
640,2005,3
640,1010,3
640,1277,3
640,903,3
640,1072,3
640,1190,3
640,11,3
640,1213,3
640,1080,3
640,1286,3
640,315,3
640,555,3
640,154,3
640,1485,3
640,63,3
640,1662,3
640,1844,3
640,464,3
640,1668,3
640,202,2
649,1935,1
649,998,1
649,604,1
649,902,1
649,954,1
649,840,1
649,938,1
649,1257,1
649,510,1
649,1290,1
649,1452,1
649,217,1
649,1439,1
649,216,1
649,1128,1
649,91,1
649,1853,1
649,1431,1
649,963,1
649,456,1
649,24,1
649,1781,1
649,338,1
649,1521,1
649,826,1
649,279,1
652,183,5
652,238,5
652,55,5
652,1143,5
657,1414,1
657,1705,1
657,1257,1
658,1986,2
658,1668,1
664,1620,1
664,36,1
665,23,9
665,1962,9
665,411,9
665,868,9
665,1815,9
665,557,9
665,1213,9
665,1257,9
665,964,9
665,555,9
665,154,9
665,1439,9
665,1961,9
665,1322,9
665,1844,9
665,1585,9
665,1669,9
665,456,9
665,1668,9
665,826,9
665,1832,9
665,573,9
665,795,6
665,382,1
666,104,2
666,422,2
666,1628,2
666,332,2
667,1257,9
667,1213,8
667,578,8
667,1767,8
667,411,7
667,478,5
667,584,4
667,1548,3
667,1962,3
667,1439,3
667,410,3
667,1832,3
667,1975,3
667,118,3
667,1791,2
667,795,2
667,627,2
667,1072,2
667,1673,2
667,557,2
667,1226,2
667,510,2
667,555,2
667,1429,2
667,154,2
667,452,2
667,1018,2
667,1585,2
667,1240,2
667,1401,2
667,1276,2
667,1668,2
667,1855,2
667,382,2
667,982,2
667,176,1
667,1873,1
667,1997,1
668,1372,1
668,732,1
668,53,1
668,1985,1
668,2003,1
668,561,1
670,830,1
682,851,4
682,1586,3
682,152,2
682,1791,2
682,816,2
682,411,2
682,1873,2
682,793,2
682,1986,1
682,1257,1
682,418,1
682,1997,1
685,1873,4
686,534,1
686,1838,1
689,456,50
689,1439,44
689,510,39
689,1240,38
689,573,37
689,265,36
689,1975,34
689,557,32
689,1962,30
689,1838,29
689,418,28
689,816,26
689,23,26
689,1742,26
689,411,26
689,1433,26
689,1178,26
689,478,26
689,1500,26
689,328,26
689,216,26
689,889,26
689,24,26
689,1521,26
689,826,26
689,1466,26
689,1429,21
689,277,20
689,2005,18
689,1844,14
689,903,12
689,1190,12
689,119,12
689,1877,10
689,1575,8
689,555,6
689,1918,6
689,1986,5
689,998,4
689,1673,4
689,332,4
689,1875,3
689,1072,3
689,598,3
689,271,3
689,89,3
689,1509,3
689,154,3
689,712,3
689,1669,3
689,584,3
689,1099,3
689,464,3
689,1832,3
689,164,3
689,1791,2
689,1522,2
689,410,2
689,422,2
689,1119,2
689,1276,2
689,209,2
689,382,2
689,1730,1
690,1286,26
690,277,9
690,712,9
690,629,6
690,442,6
690,982,6
690,260,3
690,868,3
690,865,3
690,332,3
690,894,2
690,1951,1
690,1549,1
690,154,1
694,1580,1
696,518,2
697,1873,3
701,1286,11
701,690,7
701,894,4
701,712,2
701,1951,1
701,1158,1
701,992,1
701,1986,1
701,629,1
701,328,1
701,452,1
701,1767,1
703,1051,9
703,1829,9
703,538,9
703,1791,9
703,1962,9
703,411,9
703,1257,9
703,478,9
703,1585,9
703,464,9
703,1832,9
703,998,6
703,1986,6
703,510,6
703,1439,6
703,1961,6
703,1322,6
703,104,6
